time (s)	magX	magY	magZ
3634.672820	10.011689	360.829926	-267.056122
3634.676157	10.829924	367.434235	-277.284058
3634.679491	10.713034	370.122742	-288.505554
3634.682820	11.706604	374.973694	-298.382812
3634.686156	11.765049	379.883087	-309.370544
3634.689484	11.239041	383.272949	-321.001190
3634.692823	11.648159	386.662781	-332.982483
3634.696155	12.115722	389.585052	-345.431335
3634.699485	12.291058	394.260681	-357.938629
3634.704185	12.817065	399.286957	-385.291046
3634.707142	12.174167	402.442993	-400.253052
3634.710410	12.875510	405.073059	-413.344849
3634.713690	12.583284	407.118622	-428.073059
3634.717000	12.933956	408.755127	-443.385742
3634.720333	12.583284	408.930481	-458.932190
3634.723237	12.641729	410.683807	-475.121582
3634.726575	12.407948	410.976044	-491.194031
3634.729940	12.232612	410.333130	-508.143219
3634.733269	12.407948	410.391602	-524.274109
3634.736597	11.940385	408.988892	-542.509033
3634.739482	11.648159	406.534180	-560.217957
3634.742857	11.589713	404.547058	-577.868469
3634.746154	11.239041	399.812988	-595.051392
3634.749513	10.829924	396.949158	-612.526550
3634.752818	10.011689	392.215088	-631.346008
3634.756152	9.836353	386.604340	-651.275818
3634.759480	8.842782	379.883087	-670.562805
3634.762814	7.907657	372.694336	-688.037964
3634.766143	7.440093	365.096436	-706.565125
3634.769478	7.030975	356.914093	-726.787231
3634.772813	4.985389	347.212158	-744.028625
3634.776142	4.985389	336.984222	-762.964905
3634.779475	3.582700	325.119812	-781.608948
3634.782814	2.413793	313.956757	-799.960815
3634.786145	1.595558	300.163666	-816.676208
3634.789478	0.426651	287.305664	-835.203369
3634.792829	-0.859147	272.752777	-853.087646
3634.796143	-2.261835	257.673889	-868.049683
3634.799480	-4.248977	242.419647	-883.771484
3634.802811	-5.067212	225.645828	-900.486816
3634.806141	-7.288136	208.521347	-914.455261
3634.809479	-8.164816	190.695496	-929.125061
3634.812861	-8.807714	171.992981	-943.853210
3634.816144	-10.210402	152.881363	-956.126831
3634.819478	-11.846873	133.711288	-968.867920
3634.822805	-13.132671	112.963181	-978.394470
3634.827441	-15.412040	72.051430	-996.746277
3634.830330	-16.522501	50.660431	-1004.811829
3634.833711	-18.392752	29.561659	-1010.597839
3634.837045	-19.736996	8.930450	-1017.786621
3634.840383	-20.263004	-13.512566	-1020.182922
3634.843254	-22.250145	-35.078903	-1022.812988
3634.846639	-23.828171	-56.411457	-1024.741577
3634.849905	-25.055523	-77.685562	-1025.267700
3634.853225	-25.815311	-98.141434	-1023.455872
3634.856134	-27.218000	-119.064880	-1022.520691
3634.859473	-28.854471	-140.105194	-1019.832275
3634.862801	-30.140268	-160.210403	-1013.987671
3634.866134	-32.010521	-179.906479	-1007.149536
3634.869473	-33.646988	-199.719452	-1000.837463
3634.872807	-34.757454	-217.603729	-991.544678
3634.876137	-35.984806	-235.955566	-982.602539
3634.879506	-37.387493	-252.670959	-971.381042
3634.882799	-39.374634	-268.977203	-958.873718
3634.886144	-40.368206	-285.166565	-942.976624
3634.889468	-41.595558	-300.479248	-930.527710
3634.892801	-42.706017	-314.564575	-915.098145
3634.896134	-43.641148	-328.182343	-898.148987
3634.899468	-45.219170	-341.040314	-881.375183
3634.902802	-46.329632	-351.969604	-862.906494
3634.906133	-47.673874	-363.483337	-844.087097
3634.909460	-48.316772	-372.133240	-825.910583
3634.912841	-48.784336	-381.718292	-806.331360
3634.916133	-49.368790	-389.316162	-784.881958
3634.919471	-50.011688	-396.037415	-766.237854
3634.922841	-50.479252	-403.810608	-746.717102
3634.926131	-50.479252	-407.668030	-726.261230
3634.929482	-50.713032	-412.694336	-704.168884
3634.932799	-51.531265	-417.545288	-682.836365
3634.936129	-51.180595	-419.590881	-664.016907
3634.939463	-51.589710	-421.928711	-643.268799
3634.944091	-51.180595	-425.084747	-602.883118
3634.947033	-50.888367	-427.539459	-583.654541
3634.950399	-50.771477	-428.591461	-563.023315
3634.953719	-50.596142	-427.247223	-544.379272
3634.957095	-49.544125	-426.429016	-524.858521
3634.960304	-49.368790	-425.260101	-506.331390
3634.963224	-49.485680	-422.980713	-488.037994
3634.966559	-49.018116	-421.928711	-468.634155
3634.969888	-48.667446	-418.363556	-451.334320
3634.973237	-47.498539	-415.324371	-434.969635
3634.976129	-47.264755	-413.629456	-417.260681
3634.979455	-46.621857	-411.233215	295.655731
3634.982789	-51.297485	-393.173584	1733.703613
3634.986142	-49.485680	-390.075958	1485.544678
3634.989460	-43.115135	-397.732330	-352.737000
3634.992785	-44.576271	-394.284027	-339.060791
3634.996122	-44.167152	-390.718872	-324.507904
3634.999452	-43.758038	-386.393921	-310.247223
3635.002788	-42.881355	-380.198700	-297.447693
3635.006122	-42.121563	-375.523102	-285.057281
3635.009539	-41.595558	-370.087677	-272.023956
3635.012789	-40.894211	-365.587372	-259.750427
3635.016160	-40.952660	-360.385712	-248.645828
3635.019456	-39.491524	-354.073639	-237.833435
