crossing time (s)	slope (V/s)	crossing number
11217.215659	20.551170	1175
11218.263795	20.320934	1176
11219.306273	20.562429	1177
11220.350309	20.115303	1178
11221.408368	20.052054	1179
11222.446872	20.438696	1180
11223.489870	20.242925	1181
11224.534130	20.379714	1182
11225.577558	20.322567	1183
11226.626923	20.269253	1184
11227.673343	19.990362	1185
11228.729692	19.836468	1186
11229.762155	20.283677	1187
11230.806963	20.053791	1188
11231.853835	20.035629	1189
11232.897146	20.067161	1190
11233.943216	20.022443	1191
11234.992999	19.858221	1192
11236.031499	19.790777	1193
11237.079641	19.869823	1194
11238.127947	19.642563	1195
11239.170516	19.625813	1196
11240.217982	20.073911	1197
11241.262289	19.659783	1198
11242.305462	20.211941	1199
11243.349974	19.757207	1200
11244.398558	20.044470	1201
11245.440022	19.734957	1202
11246.495432	19.644094	1203
11247.531510	19.569286	1204
11248.582493	19.835476	1205
11249.621477	19.711895	1206
11250.671885	19.304871	1207
11251.703707	19.204382	1208
11252.765412	19.766210	1209
11253.801016	19.263106	1210
11254.857834	19.823648	1211
11255.892069	19.380857	1212
11256.947573	19.175543	1213
11257.985134	19.442310	1214
11259.045254	19.221191	1215
11260.076549	19.300477	1216
11261.133041	19.652467	1217
11262.160307	18.872284	1218
11263.223045	19.966138	1219
11264.252159	19.472415	1220
11265.313256	19.162089	1221
11266.340456	19.202772	1222
11267.405063	19.081001	1223
11268.426856	18.979771	1224
11269.487974	19.151937	1225
11270.522663	18.942440	1226
11271.584235	19.277840	1227
11272.614581	18.813803	1228
11273.674181	19.000527	1229
11274.707039	18.921423	1230
11275.764143	18.984056	1231
11276.796979	19.118700	1232
11277.855275	19.106741	1233
11278.888085	19.072204	1234
11279.939356	18.735592	1235
11280.974385	18.693168	1236
11282.035352	18.855358	1237
11283.072708	18.813787	1238
11284.125533	19.105827	1239
11285.163641	18.585888	1240
11286.217440	18.801462	1241
11287.249542	18.643839	1242
11288.307181	18.879305	1243
11289.353105	18.815572	1244
11290.394430	18.577294	1245
11291.434778	18.646288	1246
11292.488031	18.602937	1247
11293.528125	18.389975	1248
11294.576787	18.534174	1249
11295.620957	18.309416	1250
11296.666765	18.453412	1251
11297.708243	18.625880	1252
11298.757476	18.644475	1253
11299.801978	18.220975	1254
11300.847070	18.217802	1255
11301.892596	18.480350	1256
11302.936426	18.306519	1257
11303.978227	18.100005	1258
11305.030528	18.281565	1259
11306.071009	18.158332	1260
11307.120847	18.069303	1261
11308.169211	18.037264	1262
11309.210272	18.104847	1263
11310.255354	18.048443	1264
11311.302981	17.935892	1265
11312.347463	18.098346	1266
11313.391624	18.307140	1267
11314.436508	18.175296	1268
11315.482399	18.102920	1269
11316.525005	17.943911	1270
11317.574117	18.183964	1271
11318.618528	17.765534	1272
11319.664514	17.987177	1273
11320.706705	17.991429	1274
11321.757683	17.908225	1275
11322.799964	17.778549	1276
11323.843998	17.842209	1277
11324.888292	17.807516	1278
11325.936474	18.125773	1279
11326.977942	18.047650	1280
11328.029149	17.918605	1281
11329.067362	17.772313	1282
11330.122048	17.750758	1283
11331.157112	17.615886	1284
11332.214029	17.743333	1285
11333.246111	17.467223	1286
11334.301357	17.717743	1287
11335.336171	17.708174	1288
11336.400650	17.749382	1289
