time (s)	det(V)
10298.450298	1.634747	
10298.451968	1.635109	
10298.453549	1.634815	
10298.455203	1.634835	
10298.456802	1.634606	
10298.458444	1.634900	
10298.460054	1.634747	
10298.461668	1.634928	
10298.463306	1.634722	
10298.464912	1.634795	
10298.466588	1.634658	
10298.468161	1.635005	
10298.469848	1.634730	
10298.471415	1.630746	
10298.473117	1.583196	
10298.474689	1.545564	
10298.476378	1.504096	
10298.477921	1.472127	
10298.479644	1.423892	
10298.481169	1.386554	
10298.482896	1.342697	
10298.484385	1.301669	
10298.486156	1.252266	
10298.487636	1.222218	
10298.489421	1.174789	
10298.490914	1.134909	
10298.492704	1.088345	
10298.494182	1.059067	
10298.495973	1.007565	
10298.497458	0.971323	
10298.499058	0.934814	
10298.500599	0.899687	
10298.502144	0.849603	
10298.503767	0.822182	
10298.505247	0.788123	
10298.506906	0.750683	
10298.508398	0.717695	
10298.510040	0.689562	
10298.511516	0.658463	
10298.513238	0.624279	
10298.514711	0.596290	
10298.516412	0.568096	
10298.517890	0.540578	
10298.519615	0.507417	
10298.521108	0.487058	
10298.522818	0.462014	
10298.524302	0.437695	
10298.526075	0.418307	
10298.527555	0.407575	
10298.529335	0.380424	
10298.530817	0.360541	
10298.532587	0.341257	
10298.534076	0.326489	
10298.535842	0.297574	
10298.537349	0.286927	
10298.539115	0.270294	
10298.540629	0.255695	
10298.542383	0.238011	
10298.543905	0.235353	
10298.545612	0.215046	
10298.547145	0.202304	
10298.548854	0.189925	
10298.550416	0.185047	
10298.552111	0.161248	
10298.553665	0.158371	
10298.555344	0.149110	
10298.556924	0.137702	
10298.558581	0.124332	
10298.560174	0.131539	
10298.561810	0.117766	
10298.563416	0.106297	
10298.565019	0.102088	
10298.566687	0.097669	
10298.568284	0.087920	
10298.569946	0.081076	
10298.571548	0.078099	
10298.573216	0.069817	
10298.574796	0.065877	
10298.576496	0.061841	
10298.578066	0.060886	
10298.579769	0.051282	
10298.581346	0.050392	
10298.583014	0.047230	
10298.584565	0.043842	
10298.586252	0.034952	
10298.587768	0.036152	
10298.589535	0.031189	
10298.591010	0.027600	
10298.592793	0.022331	
10298.594274	0.029268	
10298.595909	0.023503	
10298.597424	0.018436	
10298.598983	0.019076	
10298.600536	0.022037	
10298.602068	0.004679	
10298.603673	0.008433	
10298.605164	0.007104	
10298.606797	0.003934	
10298.608331	0.003136	
10298.609983	0.004586	
10298.611459	0.004195	
10298.613144	0.000336	
10298.614621	0.000598	
10298.616317	-0.000071	
10298.617805	0.000703	
10298.619501	-0.007728	
10298.620992	-0.004006	
10298.622771	-0.006298	
10298.624255	-0.006967	
10298.626057	-0.010447	
10298.627541	-0.001432	
10298.629321	-0.007406	
10298.630805	-0.007869	
10298.632562	-0.007535	
10298.634064	-0.004941	
10298.635805	-0.015910	
10298.637313	-0.010093	
10298.639029	-0.010943	
10298.640545	-0.013163	
10298.642252	-0.016998	
10298.643795	-0.003023	
10298.645462	-0.011849	
10298.647018	-0.012409	
10298.648680	-0.011692	
10298.650267	-0.009718	
10298.651924	-0.017130	
10298.653507	-0.013888	
10298.655156	-0.012409	
10298.656762	-0.015201	
10298.658393	-0.016494	
10298.660025	-0.010443	
10298.661614	-0.011704	
10298.663287	-0.014266	
10298.664887	-0.012848	
10298.666557	-0.012732	
10298.668158	-0.014299	
10298.669820	-0.016268	
10298.671392	-0.014150	
10298.673079	-0.015543	
10298.674621	-0.014178	
10298.676317	-0.016023	
10298.677849	-0.009670	
10298.679569	-0.014778	
10298.681073	-0.012466	
10298.682825	-0.011241	
10298.684326	-0.012260	
10298.686086	-0.018851	
10298.687565	-0.014000	
10298.689094	-0.014222	
10298.690649	-0.014307	
10298.692212	-0.018262	
10298.693770	-0.005879	
10298.695273	-0.012494	
10298.696927	-0.012373	
10298.698419	-0.010609	
10298.700047	-0.011724	
10298.701570	-0.012639	
10298.703191	-0.014182	
10298.704663	-0.012466	
10298.706372	-0.014117	
10298.707844	-0.014093	
10298.709542	-0.015773	
10298.711026	-0.007632	
10298.712711	-0.012325	
10298.714190	-0.011144	
10298.715885	-0.009231	
10298.717377	-0.008736	
10298.719121	-0.018754	
10298.720639	-0.011781	
10298.722358	-0.011761	
10298.723873	-0.012752	
10298.725583	-0.017304	
10298.727113	-0.003172	
10298.728796	-0.010927	
10298.730359	-0.010596	
10298.732036	-0.009811	
10298.733610	-0.008474	
10298.735264	-0.013420	
10298.736860	-0.011056	
10298.738497	-0.009916	
10298.740097	-0.011044	
10298.741733	-0.009867	
10298.743343	-0.008977	
10298.744962	-0.008365	
10298.746621	-0.009001	
10298.748207	-0.007354	
10298.749886	-0.007833	
10298.751464	-0.009050	
10298.753129	-0.011825	
10298.754697	-0.008135	
10298.756389	-0.009332	
10298.757935	-0.010742	
10298.759635	-0.010214	
10298.761161	-0.003108	
10298.762889	-0.009026	
10298.764386	-0.006584	
10298.766136	-0.006157	
10298.767612	-0.005823	
10298.769360	-0.013146	
10298.770841	-0.006568	
10298.772610	-0.008562	
10298.774095	-0.008425	
10298.775863	-0.011459	
10298.777364	-0.000667	
10298.779108	-0.007885	
10298.780617	-0.005722	
10298.782315	-0.006230	
10298.783841	-0.003877	
10298.785531	-0.012099	
10298.787105	-0.006137	
10298.788595	-0.007354	
10298.790251	-0.007664	
10298.791736	-0.007346	
10298.793369	-0.003986	
10298.794892	-0.004296	
10298.796497	-0.007273	
10298.797974	-0.004300	
10298.799592	-0.004760	
10298.801068	-0.002548	
10298.802764	-0.009799	
10298.804270	-0.005106	
10298.805984	-0.006496	
10298.807459	-0.005718	
10298.809127	-0.009952	
10298.810624	0.002375	
10298.812268	-0.004590	
10298.813801	-0.004228	
10298.815490	-0.003712	
10298.817037	-0.001557	
10298.818725	-0.009142	
10298.820293	-0.005223	
10298.821946	-0.003873	
10298.823526	-0.005372	
10298.825174	-0.005839	
10298.826771	-0.002061	
10298.828400	-0.002061	
10298.830009	-0.005005	
10298.831622	-0.002205	
10298.833291	-0.000997	
10298.834864	-0.004312	
10298.836545	-0.005763	
10298.838118	-0.003994	
10298.839793	-0.005581	
10298.841361	-0.004816	
10298.843030	-0.004103	
10298.844565	0.001126	
10298.846266	-0.003080	
10298.847786	-0.001847	
10298.849512	-0.001255	
10298.850984	-0.001424	
10298.852776	-0.007632	
10298.854260	-0.002085	
10298.856006	-0.003007	
10298.857493	-0.004393	
10298.859255	-0.006496	
10298.860744	0.004691	
10298.862489	-0.002814	
10298.863985	-0.001625	
10298.865710	0.000119	
10298.867225	0.002427	
10298.868943	-0.008131	
10298.870478	-0.002226	
10298.872168	-0.002262	
10298.873717	-0.002117	
10298.875403	-0.005001	
10298.876966	0.003922	
10298.878642	-0.001025	
10298.880218	-0.001895	
10298.881875	0.000916	
10298.883461	-0.000252	
10298.884972	-0.001863	
10298.886608	-0.001920	
10298.888089	-0.000703	
10298.889730	-0.001239	
10298.891199	-0.001642	
10298.892844	-0.004312	
10298.894326	0.003958	
10298.895947	-0.001166	
10298.897422	0.000816	
10298.899094	0.001484	
10298.900600	0.003652	
10298.902248	-0.005191	
10298.903788	-0.000248	
10298.905392	-0.000638	
10298.906964	-0.001541	
10298.908536	-0.002564	
10298.910131	0.004828	
10298.911772	0.001952	
10298.913366	-0.000091	
10298.914981	0.001932	
10298.916610	0.001509	
10298.918197	0.000087	
10298.919854	-0.002040	
10298.921423	0.000610	
10298.923112	-0.000252	
10298.924667	0.000518	
10298.926364	-0.000921	
10298.927927	0.006633	
10298.929613	0.001291	
10298.931154	0.002737	
10298.932854	0.003768	
10298.934348	0.003474	
10298.936116	-0.003499	
10298.937596	0.002886	
10298.939381	0.001577	
10298.940859	0.000953	
10298.942611	-0.002177	
10298.944091	0.009686	
10298.945830	0.001819	
10298.947335	0.002512	
10298.949082	0.004066	
10298.950592	0.005376	
10298.952300	-0.003781	
10298.953827	0.002701	
10298.955522	0.002745	
10298.957071	0.000409	
10298.958757	-0.002737	
10298.960317	0.008917	
10298.961971	0.004288	
10298.963555	0.001690	
10298.965200	0.004767	
10298.966791	0.004276	
10298.968422	0.001569	
10298.970034	0.002592	
10298.971661	0.002665	
10298.973302	0.001029	
10298.974891	0.003696	
10298.976571	0.004904	
10298.978150	0.007164	
10298.979815	0.003482	
10298.981294	0.005903	
10298.982923	0.006375	
10298.984410	0.006846	
10298.986032	-0.000820	
10298.987530	0.005029	
10298.989139	0.004046	
10298.990655	0.003108	
10298.992209	-0.000916	
10298.993750	0.012603	
10298.995352	0.006125	
10298.996921	0.004715	
10298.998497	0.006367	
10299.000102	0.007325	
10299.001649	0.005041	
10299.003315	0.004868	
10299.004807	0.005686	
10299.006527	0.003515	
10299.008093	0.004908	
10299.009767	0.005573	
10299.011321	0.010701	
10299.013023	0.006258	
10299.014577	0.007072	
10299.016280	0.008336	
10299.017834	0.008284	
10299.019548	0.001468	
10299.021050	0.006524	
10299.022800	0.005372	
10299.024278	0.004050	
10299.026053	0.004204	
10299.027529	0.013960	
10299.029302	0.007571	
10299.030777	0.007422	
10299.032538	0.008876	
10299.034039	0.011612	
10299.035807	0.001698	
10299.037301	0.006778	
10299.039012	0.007398	
10299.040534	0.007869	
10299.042255	0.002189	
10299.043788	0.016603	
10299.045478	0.008598	
10299.047027	0.008788	
10299.048707	0.009420	
10299.050287	0.010899	
10299.051935	0.004441	
10299.053508	0.008328	
10299.055137	0.009690	
10299.056734	0.007382	
10299.058361	0.007277	
10299.059993	0.009767	
10299.061584	0.013074	
10299.063256	0.009477	
10299.064844	0.011567	
10299.066507	0.011740	
10299.068109	0.009980	
10299.069768	0.008204	
10299.071329	0.012188	
10299.073006	0.009682	
10299.074478	0.008389	
10299.076046	0.007068	
10299.077535	0.018440	
10299.079139	0.010693	
10299.080637	0.011652	
10299.082201	0.012788	
10299.083743	0.014971	
10299.085241	0.007152	
10299.086872	0.009887	
10299.088427	0.012188	
10299.090042	0.010983	
10299.091566	0.011519	
10299.093234	0.011765	
10299.094708	0.015624	
10299.096435	0.012180	
10299.097904	0.014895	
10299.099593	0.013666	
10299.101139	0.014371	
10299.102841	0.008598	
10299.104345	0.012699	
10299.106098	0.012679	
10299.107585	0.011865	
10299.109354	0.011056	
10299.110832	0.021126	
10299.112598	0.013779	
10299.114078	0.015447	
10299.115840	0.015422	
10299.117331	0.019588	
10299.119076	0.009678	
10299.120595	0.013211	
10299.122333	0.014214	
10299.123857	0.012731	
10299.125554	0.010194	
10299.127091	0.020035	
10299.128803	0.016099	
10299.130353	0.013916	
10299.132028	0.016498	
10299.133591	0.016377	
10299.135252	0.013892	
10299.136830	0.016578	
10299.138483	0.017364	
10299.140074	0.016804	
10299.141703	0.016917	
10299.143300	0.015459	
10299.144913	0.018101	
10299.146556	0.015104	
10299.148126	0.017082	
10299.149802	0.017380	
10299.151375	0.016836	
10299.153070	0.014145	
10299.154642	0.017126	
10299.156321	0.018283	
10299.157867	0.014427	
10299.159586	0.014093	
10299.161107	0.024289	
10299.162840	0.017034	
10299.164321	0.018145	
10299.166097	0.019676	
10299.167576	0.020973	
10299.169343	0.011003	
10299.170829	0.015737	
10299.172315	0.017602	
10299.173900	0.015612	
10299.175441	0.013187	
10299.177023	0.018141	
10299.178516	0.014633	
10299.180154	0.013046	
10299.181656	0.014931	
10299.183297	0.014915	
10299.184772	0.013332	
10299.186466	0.009106	
10299.187944	0.011954	
10299.189634	0.010415	
10299.191122	0.010270	
10299.192840	0.007305	
10299.194324	0.015910	
10299.196010	0.008055	
10299.197493	0.009303	
10299.199178	0.008679	
10299.200665	0.009690	
10299.202403	-0.000296	
10299.203916	0.004985	
10299.205634	0.003692	
10299.207153	0.001629	
10299.208861	-0.005344	
10299.210404	0.008071	
10299.212101	-0.000127	
10299.213647	-0.003378	
10299.215322	-0.003257	
10299.216883	-0.003716	
10299.218534	-0.009452	
10299.220124	-0.009827	
10299.221764	-0.009819	
10299.223374	-0.013960	
10299.224985	-0.014331	
10299.226616	-0.016349	
10299.228224	-0.015124	
10299.229874	-0.021723	
10299.231473	-0.022105	
10299.233148	-0.024571	
10299.234714	-0.027644	
10299.236387	-0.035399	
10299.237938	-0.034364	
10299.239656	-0.038742	
10299.241209	-0.043460	
10299.242902	-0.048721	
10299.244436	-0.044040	
10299.246158	-0.054473	
10299.247659	-0.057692	
10299.249439	-0.061349	
10299.250917	-0.065317	
10299.252693	-0.079880	
10299.254176	-0.079404	
10299.255943	-0.086220	
10299.257419	-0.093149	
10299.259189	-0.104227	
10299.260689	-0.096843	
10299.262432	-0.113274	
10299.263935	-0.120026	
10299.265672	-0.127768	
10299.267182	-0.135056	
10299.268910	-0.152969	
10299.270438	-0.157151	
10299.271961	-0.166319	
10299.273586	-0.177240	
10299.275080	-0.188640	
10299.276707	-0.197700	
10299.278223	-0.208649	
10299.279871	-0.224484	
10299.281350	-0.234249	
10299.283001	-0.248968	
10299.284473	-0.261730	
10299.286181	-0.286214	
10299.287659	-0.294460	
10299.289375	-0.314304	
10299.290879	-0.331311	
10299.292592	-0.355171	
10299.294065	-0.359940	
10299.295811	-0.388530	
10299.297308	-0.404776	
10299.299054	-0.424925	
10299.300561	-0.444757	
10299.302302	-0.478897	
10299.303823	-0.499546	
10299.305556	-0.527265	
10299.307101	-0.555076	
10299.308801	-0.588878	
10299.310350	-0.605161	
10299.312035	-0.642265	
10299.313582	-0.676514	
10299.315261	-0.707351	
10299.316844	-0.740496	
10299.318499	-0.779933	
10299.320108	-0.814484	
10299.321751	-0.849744	
10299.323355	-0.889504	
10299.324994	-0.928756	
10299.326605	-0.967021	
10299.328218	-1.002276	
10299.329888	-1.048658	
10299.331466	-1.086907	
10299.333144	-1.129982	
10299.334717	-1.171776	
10299.336403	-1.219073	
10299.337962	-1.248967	
10299.339640	-1.295099	
10299.341186	-1.335294	
10299.342893	-1.379831	
10299.344440	-1.410800	
10299.346169	-1.460147	
10299.347676	-1.495862	
10299.349437	-1.536222	
10299.350915	-1.567558	
10299.352709	-1.611572	
10299.354193	-1.619335	
10299.355959	-1.619334	
10299.357450	-1.619443	
10299.359246	-1.619314	
10299.360724	-1.619483	
10299.362477	-1.619447	
10299.363994	-1.619532	
10299.365486	-1.619471	
10299.367052	-1.619435	
10299.368555	-1.619496	
10299.370219	-1.619536	
10299.371698	-1.619459	
10299.373326	-1.619584	
10299.374844	-1.619435	
10299.376487	-1.619504	
10299.377969	-1.619572	
10299.379621	-1.619500	
10299.381102	-1.619475	
10299.382799	-1.619576	
10299.384284	-1.619480	
10299.385990	-1.619463	
10299.387476	-1.619443	
10299.389174	-1.619475	
10299.390673	-1.619552	
10299.392340	-1.619399	
10299.393849	-1.615830	
10299.395569	-1.580659	
10299.397097	-1.539932	
10299.398812	-1.493502	
10299.400361	-1.449271	
10299.402046	-1.405725	
10299.403601	-1.357905	
10299.405274	-1.304199	
10299.406856	-1.254312	
10299.408528	-1.207068	
10299.410104	-1.153117	
10299.411758	-1.093655	
10299.413349	-1.040449	
10299.414979	-0.979343	
10299.416602	-0.921215	
10299.418218	-0.863714	
10299.419884	-0.805872	
10299.421463	-0.743461	
10299.423125	-0.682154	
10299.424726	-0.623445	
10299.426384	-0.559830	
10299.427953	-0.491099	
10299.429668	-0.431004	
10299.431221	-0.376670	
10299.432930	-0.311846	
10299.434473	-0.251579	
10299.436186	-0.195243	
10299.437695	-0.129887	
10299.439448	-0.065716	
10299.440941	-0.007225	
10299.442696	0.057160	
10299.444177	0.132364	
10299.445983	0.190485	
10299.447462	0.249778	
10299.449240	0.318304	
10299.450722	0.382402	
10299.452494	0.431886	
10299.453983	0.493358	
10299.455737	0.558843	
10299.457248	0.618357	
10299.458985	0.679225	
10299.460497	0.750748	
10299.462013	0.799861	
10299.463600	0.854920	
10299.465097	0.911965	
10299.466727	0.966195	
10299.468255	1.017105	
10299.469893	1.068256	
10299.471387	1.122429	
10299.473028	1.172304	
10299.474503	1.218871	
10299.476144	1.261829	
10299.477637	1.316445	
10299.479332	1.360241	
10299.480814	1.406309	
10299.482530	1.454149	
10299.484009	1.500966	
10299.485698	1.530816	
10299.487212	1.573319	
10299.488838	1.607781	
10299.490381	1.629566	
10299.492097	1.634819	
10299.493646	1.634718	
10299.495313	1.634859	
10299.496886	1.634763	
10299.498539	1.634747	
10299.500131	1.634642	
10299.501773	1.634879	
10299.503376	1.634650	
10299.505006	1.634855	
10299.506629	1.634573	
10299.508264	1.634815	
10299.509901	1.634714	
10299.511509	1.634815	
10299.513169	1.634771	
10299.514767	1.634831	
10299.516453	1.634823	
10299.518044	1.634811	
10299.519731	1.634722	
10299.521305	1.634783	
10299.523001	1.634654	
10299.524557	1.634819	
10299.526233	1.634658	
10299.527793	1.633844	
10299.529532	1.602315	
10299.531073	1.565427	
10299.532806	1.526639	
10299.534305	1.494674	
10299.536072	1.443051	
10299.537554	1.413100	
10299.539330	1.372036	
10299.540820	1.332574	
10299.542603	1.286809	
10299.544082	1.261551	
10299.545883	1.219544	
10299.547362	1.180481	
10299.549116	1.137757	
10299.550610	1.102170	
10299.552333	1.050721	
10299.553850	1.020545	
10299.555586	0.978872	
10299.557108	0.941896	
10299.558627	0.905770	
10299.560224	0.874075	
10299.561714	0.838884	
10299.563352	0.803180	
10299.564873	0.771200	
10299.566514	0.738417	
10299.568007	0.707524	
10299.569656	0.669992	
10299.571146	0.647333	
10299.572803	0.618063	
10299.574284	0.589784	
10299.575992	0.558162	
10299.577479	0.545900	
10299.579188	0.511059	
10299.580659	0.487477	
10299.582329	0.464870	
10299.583845	0.445389	
10299.585491	0.419386	
10299.587042	0.406689	
10299.588745	0.384396	
10299.590312	0.364295	
10299.591988	0.344726	
10299.593555	0.333358	
10299.595221	0.315307	
10299.596816	0.297534	
10299.598485	0.282375	
10299.600067	0.269025	
10299.601683	0.251514	
10299.603306	0.237403	
10299.604924	0.225185	
10299.606578	0.212766	
10299.608186	0.201885	
10299.609819	0.190912	
10299.611416	0.186018	
10299.613094	0.170319	
10299.614657	0.163830	
10299.616358	0.155245	
10299.617925	0.142238	
10299.619643	0.132872	
10299.621196	0.127704	
10299.622873	0.121613	
10299.624424	0.110720	
10299.626148	0.105209	
10299.627659	0.105012	
10299.629425	0.094261	
10299.630909	0.090111	
10299.632674	0.082860	
10299.634152	0.080194	
10299.635903	0.066638	
10299.637383	0.066562	
10299.639155	0.063754	
10299.640648	0.058396	
10299.642413	0.048797	
10299.643912	0.059976	
10299.645659	0.047858	
10299.647166	0.047512	
10299.648882	0.042553	
10299.650417	0.040003	
10299.652123	0.033139	
10299.653666	0.031294	
10299.655179	0.033062	
10299.656762	0.027842	
10299.658259	0.026549	
10299.659891	0.023713	
10299.661372	0.025787	
10299.662996	0.020413	
10299.664474	0.021364	
10299.666106	0.020023	
10299.667588	0.021195	
10299.669206	0.008232	
10299.670709	0.013166	
10299.672383	0.009259	
10299.673891	0.004832	
10299.675534	0.002471	
10299.677059	0.009795	
10299.678678	0.005569	
10299.680242	0.002874	
10299.681832	0.003551	
10299.683416	0.001871	
10299.685067	-0.002173	
10299.686669	-0.003777	
10299.688274	-0.001287	
10299.689913	-0.003503	
10299.691508	-0.004683	
10299.693178	-0.004933	
10299.694773	0.000123	
10299.696426	-0.005271	
10299.698014	-0.004163	
10299.699693	-0.004530	
10299.701236	-0.004760	
10299.702945	-0.012325	
10299.704492	-0.008248	
10299.706182	-0.008566	
10299.707714	-0.009658	
10299.709419	-0.012377	
10299.710899	-0.002556	
10299.712676	-0.009283	
10299.714166	-0.009521	
10299.715944	-0.007245	
10299.717423	-0.005271	
10299.719196	-0.016683	
10299.720674	-0.009755	
10299.722399	-0.010738	
10299.723908	-0.011483	
10299.725637	-0.013650	
10299.727157	-0.005199	
10299.728871	-0.009537	
10299.730405	-0.011668	
10299.732117	-0.009932	
10299.733660	-0.010492	
10299.735345	-0.013388	
10299.736894	-0.011986	
10299.738559	-0.010794	
10299.740140	-0.013167	
10299.741780	-0.011874	
10299.743380	-0.011241	
10299.745017	-0.007809	
10299.746624	-0.011785	
10299.748250	-0.009384	
10299.749873	-0.010061	
10299.751470	-0.010194	
10299.753137	-0.014540	
10299.754616	-0.010194	
10299.756250	-0.012119	
10299.757722	-0.012804	
10299.759360	-0.016285	
10299.760836	-0.003023	
10299.762455	-0.010609	
10299.763947	-0.009747	
10299.765526	-0.010008	
10299.767066	-0.010000	
10299.768698	-0.012631	
10299.770265	-0.012280	
10299.771844	-0.010452	
10299.773444	-0.012095	
10299.774999	-0.010270	
10299.776630	-0.010439	
10299.778141	-0.006061	
10299.779843	-0.010810	
10299.781436	-0.008055	
10299.783095	-0.007535	
10299.784697	-0.008022	
10299.786366	-0.014790	
10299.787932	-0.009009	
10299.789637	-0.010496	
10299.791177	-0.010468	
10299.792875	-0.011789	
10299.794416	-0.003527	
10299.796107	-0.009561	
10299.797612	-0.007906	
10299.799361	-0.006846	
