time (s)	magX	magY	magZ
10298.003091	-5.706604	81.097603	7.062534
10298.006427	-5.063705	82.383400	7.471653
10298.011045	-5.472823	84.078323	6.010517
10298.013957	-5.998831	85.714790	5.133839
10298.017282	-6.174167	86.649918	5.133839
10298.020664	-5.706604	87.292816	3.964935
10298.023538	-5.706604	88.637054	4.841610
10298.026939	-5.940386	90.156631	3.497372
10298.030174	-6.291058	91.033318	3.789597
10298.033516	-5.765050	92.377556	2.854469
10298.036423	-5.823495	94.130920	2.562244
10298.039750	-6.174167	94.949158	1.802452
10298.043086	-6.232613	96.760963	1.159557
10298.046417	-6.291058	98.222099	0.516655
10298.049747	-6.291058	99.683228	0.165985
10298.053079	-5.998831	100.735245	-0.476917
10298.056416	-6.407948	103.189949	-0.535358
10298.059755	-6.349503	104.709534	-1.528934
10298.063079	-6.583284	105.644661	-1.645824
10298.066419	-6.407948	108.099358	-2.230278
10298.069770	-7.050847	109.852722	-3.749855
10298.073083	-6.875511	111.781418	-5.269436
10298.076413	-7.167738	114.002335	-5.327881
10298.079754	-7.401520	115.931038	-7.081242
10298.083087	-6.700175	117.976624	-7.841030
10298.086414	-7.167738	120.255997	-8.542374
10298.089749	-7.693747	123.236710	-9.945061
10298.093078	-7.518410	125.165405	-10.938633
10298.096412	-7.109293	127.561668	-12.282875
10298.099745	-7.985973	129.724136	-12.575104
10298.103082	-7.576856	132.237289	-14.796028
10298.106415	-8.044418	135.393326	-15.964935
10298.110615	-8.395090	141.062531	-19.004093
10298.113983	-8.161309	143.517242	-20.757450
10298.117343	-8.219754	146.264160	-21.926357
10298.120675	-8.102863	150.355347	-23.562830
10298.123501	-8.804209	153.043823	-25.725307
10298.126835	-8.979544	156.492111	-27.361778
10298.130161	-8.921099	159.472824	-29.582703
10298.133506	-9.154881	163.037979	-31.452953
10298.136403	-9.914670	166.194046	-34.082993
10298.139739	-9.271770	169.934540	-36.245472
10298.143070	-8.979544	174.084152	-39.284630
10298.146410	-9.622443	177.532425	-41.622444
10298.149746	-9.622443	181.389832	-43.901814
10298.153073	-10.031561	186.007004	-47.583870
10298.156431	-10.090006	189.805954	-50.681473
10298.159736	-10.206896	194.598480	-54.305084
10298.163076	-10.557569	198.923431	-58.980713
10298.166466	-10.557569	203.540619	-61.902981
10298.169748	-10.499123	208.216248	-65.643486
10298.173075	-10.908240	212.658096	-69.617767
10298.176406	-11.492695	217.625931	-73.942726
10298.179738	-11.492695	222.827591	-78.735245
10298.183076	-11.317358	227.970779	-83.644653
10298.186409	-11.434250	232.704834	-87.911163
10298.189737	-11.609585	238.783173	-93.580360
10298.193074	-12.369375	244.043243	-98.022209
10298.196400	-11.609585	249.127991	-103.925186
10298.199764	-12.135593	255.264740	-110.237289
10298.203068	-12.661602	260.933960	-117.075394
10298.207281	-13.070719	272.389252	-130.167145
10298.210661	-13.187609	278.526001	-137.940384
10298.213996	-13.246054	284.487427	-145.304504
10298.217340	-14.005844	291.033295	-153.253067
10298.220167	-13.888954	297.228516	-162.078308
