time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10297.349849	91.821838	1.744595	-0.020670	41
10299.441185	91.733185	1.741782	-0.020640	43
10301.532058	91.711098	1.738928	-0.020976	45
10303.623972	91.623848	1.735213	-0.021253	47
10305.714803	91.420135	1.733363	-0.021257	49
10307.806678	91.468414	1.729490	-0.022208	51
10309.897794	91.363297	1.727988	-0.023027	53
10311.988838	91.308952	1.727731	-0.023043	55
10314.079671	91.279572	1.726444	-0.023292	57
10316.169746	91.355309	1.726355	-0.023593	59
10318.259814	91.415154	1.726368	-0.023904	61
10320.349650	91.424454	1.722565	-0.024379	63
10322.439957	91.358467	1.720359	-0.025057	65
10324.530566	91.277977	1.717046	-0.025648	67
10326.621695	91.155952	1.717915	-0.025984	69
10328.713053	91.109894	1.715556	-0.026543	71
10330.804808	91.118752	1.713505	-0.026767	73
10332.896651	91.095322	1.710961	-0.026864	75
10334.988208	91.006821	1.708127	-0.027455	77
10337.079730	91.061104	1.703804	-0.027979	79
10339.171227	91.047699	1.700284	-0.028096	81
10341.262609	90.997734	1.699657	-0.028506	83
10343.353684	90.908371	1.699508	-0.029116	85
10345.444562	90.851601	1.698819	-0.029653	87
10347.535257	90.734039	1.696050	-0.029762	89
10349.626277	90.575523	1.691797	-0.030193	91
10351.717111	90.464867	1.689042	-0.030653	93
10353.808235	90.412277	1.685283	-0.031059	95
10355.899649	90.446106	1.681966	-0.031152	97
10357.991622	90.530334	1.676437	-0.031460	99
10360.083867	90.609436	1.671709	-0.031782	101
10362.176264	90.728020	1.667402	-0.032380	103
10364.268547	90.785477	1.664429	-0.032704	105
10366.360949	90.830635	1.662305	-0.033454	107
10368.452717	90.841522	1.659689	-0.033939	109
10370.544478	90.804588	1.658612	-0.034480	111
10372.635892	90.776367	1.655734	-0.035107	113
10374.727236	90.728493	1.653846	-0.035347	115
10376.818395	90.733376	1.652675	-0.035964	117
10378.909704	90.593147	1.651867	-0.036287	119
10381.000994	90.544579	1.651466	-0.036554	121
10383.092341	90.568062	1.650596	-0.037618	123
10385.183007	90.453262	1.649360	-0.037343	125
10387.273976	90.420685	1.648123	-0.037635	127
10389.364303	90.381531	1.649725	-0.038183	129
10391.454586	90.396660	1.647747	-0.038425	131
10393.544928	90.377525	1.647602	-0.038825	133
10395.634860	90.339554	1.644730	-0.039338	135
10397.725157	90.401405	1.645606	-0.040196	137
10399.815903	90.262062	1.643252	-0.040580	139
10401.907140	90.096642	1.641535	-0.040772	141
10403.998347	90.107559	1.644157	-0.041043	143
10406.089974	89.995331	1.647197	-0.041361	145
10408.181298	89.948929	1.647695	-0.041341	147
10410.272975	89.955612	1.646394	-0.041972	149
10412.364615	89.927711	1.648478	-0.042132	151
10414.455963	89.971466	1.649414	-0.042271	153
10416.547375	89.900803	1.650247	-0.042600	155
10418.638650	89.815712	1.650603	-0.042812	157
10420.729809	89.733803	1.651493	-0.042930	159
10422.820905	89.589508	1.651157	-0.043261	161
10424.912112	89.515091	1.651391	-0.043448	163
10427.003496	89.444466	1.648477	-0.043686	165
10429.094896	89.453995	1.650850	-0.043757	167
10431.186682	89.565575	1.651430	-0.044495	169
10433.278761	89.657738	1.653365	-0.044519	171
10435.371011	89.794807	1.654527	-0.045004	173
10437.463384	89.919914	1.657386	-0.045555	175
10439.555614	89.944725	1.661487	-0.045938	177
10441.647784	90.038902	1.663442	-0.046746	179
10443.739899	90.065979	1.670362	-0.047106	181
10445.831831	90.105797	1.670091	-0.047681	183
10447.923416	90.089020	1.670644	-0.047886	185
10450.015052	90.038727	1.671312	-0.048112	187
10452.106457	90.003761	1.675450	-0.048797	189
10454.198010	89.975426	1.679304	-0.048869	191
10456.289340	89.919296	1.680237	-0.049130	193
10458.380295	89.905998	1.680237	-0.049542	195
10460.471444	89.851631	1.678688	-0.049295	197
10462.562355	89.766121	1.680461	-0.049530	199
10464.652957	89.713844	1.680578	-0.049550	201
10466.743622	89.684982	1.682181	-0.050075	203
10468.834068	89.633987	1.678678	-0.050081	205
10470.924591	89.487267	1.677319	-0.050044	207
10473.015232	89.309395	1.675584	-0.050251	209
10475.106392	89.200684	1.673745	-0.050461	211
10477.197266	89.117760	1.672722	-0.050713	213
10479.288609	89.003845	1.670944	-0.050975	215
10481.379888	88.929176	1.672054	-0.051061	217
10483.471582	88.887535	1.672968	-0.051611	219
10485.563187	88.859650	1.675494	-0.051954	221
10487.654567	88.831223	1.677437	-0.052532	223
10489.745898	88.766869	1.680662	-0.052742	225
10491.837408	88.741867	1.682383	-0.053507	227
10493.928922	88.687027	1.681061	-0.053698	229
10496.020128	88.616753	1.682771	-0.053835	231
10498.111464	88.526451	1.680022	-0.053938	233
10500.202866	88.487297	1.680702	-0.054097	235
10502.294767	88.468910	1.682124	-0.054800	237
10504.386501	88.544304	1.685967	-0.055120	239
10506.477997	88.556816	1.686254	-0.055866	241
