crossing time (s)	slope (V/s)	crossing number
10984.082572	27.310386	952
10985.140747	27.259220	953
10986.177604	27.060126	954
10987.225950	27.081794	955
10988.265908	27.151912	956
10989.314389	26.994760	957
10990.363227	26.754813	958
10991.403790	26.723047	959
10992.450334	26.821722	960
10993.495285	26.877666	961
10994.539903	26.722759	962
10995.591911	26.872776	963
10996.634122	27.068089	964
10997.681078	26.766365	965
10998.724878	26.915996	966
10999.777790	26.578113	967
11000.813611	26.632617	968
11001.863427	26.492625	969
11002.902712	26.645118	970
11003.953597	26.535514	971
11004.994815	26.392445	972
11006.041103	26.562771	973
11007.085113	26.644564	974
11008.131049	26.645259	975
11009.179570	26.510679	976
11010.230110	26.295164	977
11011.269793	26.201154	978
11012.317291	26.022294	979
11013.357702	26.344818	980
11014.407767	26.152792	981
11015.448890	25.878484	982
11016.499152	26.128012	983
11017.543906	26.048396	984
11018.589820	25.866402	985
11019.635560	25.982165	986
11020.678117	25.842805	987
11021.724580	26.025195	988
11022.768340	25.988520	989
11023.812249	26.013975	990
11024.864614	25.765788	991
11025.906212	25.996618	992
11026.951161	25.357566	993
11027.990257	25.819499	994
11029.050222	25.688146	995
11030.082947	25.835887	996
11031.141829	25.687475	997
11032.173565	25.769901	998
11033.230893	25.494879	999
11034.263940	25.493855	1000
11035.327004	25.449392	1001
11036.354605	25.633808	1002
11037.410809	25.395572	1003
11038.446973	25.276003	1004
11039.504854	25.501890	1005
11040.538918	25.151015	1006
11041.597324	25.132628	1007
11042.629656	25.218993	1008
11043.686209	25.218394	1009
11044.711640	25.258828	1010
11045.775247	25.124730	1011
11046.806185	24.988177	1012
11047.869603	25.009329	1013
11048.900988	25.047571	1014
11049.963397	25.025926	1015
11050.988260	24.958001	1016
11052.050712	24.993659	1017
11053.084075	24.934869	1018
11054.138278	25.211096	1019
11055.173495	25.154597	1020
11056.226641	24.807071	1021
11057.261720	24.724547	1022
11058.317591	24.828656	1023
11059.358090	24.832186	1024
11060.408925	24.935531	1025
11061.449620	24.534601	1026
11062.499778	24.527207	1027
11063.540129	24.694052	1028
11064.584745	24.571893	1029
11065.634774	24.412873	1030
11066.680244	24.692703	1031
11067.723168	24.802329	1032
11068.770446	24.418120	1033
11069.817560	24.494095	1034
11070.859414	24.443958	1035
11071.904814	24.221088	1036
11072.950061	24.128905	1037
11073.995178	24.487352	1038
11075.044101	24.210428	1039
11076.085427	24.103612	1040
11077.134826	24.064557	1041
11078.176607	24.239924	1042
11079.223993	24.007610	1043
11080.271715	24.092035	1044
11081.317793	24.106544	1045
11082.355548	24.286605	1046
11083.407625	23.857359	1047
11084.456090	24.043514	1048
11085.498969	24.033196	1049
11086.541548	23.867424	1050
11087.590609	23.800810	1051
11088.629965	24.138547	1052
11089.683033	23.769709	1053
11090.724638	23.798979	1054
11091.771109	23.546993	1055
11092.815733	23.672828	1056
11093.856009	23.702770	1057
11094.903278	23.400606	1058
11095.958577	23.613684	1059
11096.999574	23.701378	1060
11098.039150	23.519854	1061
11099.091027	23.640521	1062
11100.135862	23.525450	1063
11101.176038	23.366204	1064
11102.225725	23.256293	1065
11103.266964	23.276939	1066
11104.320624	23.385488	1067
11105.358444	23.234405	1068
11106.409324	23.139663	1069
11107.446711	23.511023	1070
11108.499700	23.008151	1071
11109.540438	23.094442	1072
11110.592801	23.059006	1073
11111.625424	23.239310	1074
11112.688344	23.437091	1075
11113.713600	23.036353	1076
11114.771031	23.391699	1077
11115.807322	22.911299	1078
11116.875528	23.244361	1079
11117.897120	23.119617	1080
11118.957222	22.705887	1081
11119.984786	22.949692	1082
11121.049885	22.821812	1083
11122.080171	22.932498	1084
11123.139993	22.739090	1085
11124.169598	22.611982	1086
11125.228581	22.896891	1087
11126.260621	22.668359	1088
11127.319420	22.637863	1089
11128.356002	22.598861	1090
11129.407412	22.751401	1091
11130.445047	22.794366	1092
11131.496258	22.588483	1093
11132.534778	22.626389	1094
11133.590189	22.348481	1095
11134.626801	22.582913	1096
11135.680288	22.499150	1097
11136.717080	22.278671	1098
11137.766183	22.318194	1099
11138.815644	22.326322	1100
11139.862454	22.256378	1101
11140.902842	22.318922	1102
11141.948190	22.012019	1103
11142.997561	22.395764	1104
11144.035099	22.039247	1105
11145.079686	21.891133	1106
11146.139282	22.334716	1107
11147.176835	22.129977	1108
11148.215235	22.061706	1109
11149.263599	22.030930	1110
11150.318798	22.066812	1111
11151.360214	22.080767	1112
11152.402316	21.940799	1113
11153.445808	21.812866	1114
11154.498914	21.893131	1115
11155.538498	22.154029	1116
11156.580836	21.802014	1117
11157.631737	21.956843	1118
11158.681198	22.058956	1119
11159.722388	22.098447	1120
11160.767262	21.894120	1121
11161.809743	21.618159	1122
11162.862537	21.650424	1123
11163.904294	21.697609	1124
11164.948493	21.657456	1125
11165.988740	21.876217	1126
11167.042999	21.654682	1127
11168.088369	21.377903	1128
11169.133718	21.365072	1129
11170.172002	21.685146	1130
11171.221653	21.622385	1131
11172.256648	21.169431	1132
11173.312708	21.518925	1133
11174.359974	21.518561	1134
11175.404185	21.286827	1135
11176.447588	21.292194	1136
11177.491593	21.139518	1137
11178.534555	21.386331	1138
11179.593568	21.420933	1139
11180.625508	21.385682	1140
11181.679666	21.339096	1141
11182.717709	21.413442	1142
11183.769258	21.042163	1143
11184.806083	21.234785	1144
11185.861296	21.207963	1145
11186.889113	20.878339	1146
11187.949194	20.932660	1147
11188.991076	21.311760	1148
11190.049871	21.102865	1149
11191.071923	21.127768	1150
11192.140700	20.906371	1151
11193.165110	20.975325	1152
11194.221439	20.822995	1153
11195.258664	20.658510	1154
11196.323099	20.896337	1155
11197.345318	20.849573	1156
11198.408819	20.790398	1157
11199.441458	20.686359	1158
11200.498411	20.933350	1159
11201.530790	20.875968	1160
11202.588926	20.728291	1161
11203.619609	20.387023	1162
11204.680054	20.733097	1163
11205.715044	20.416461	1164
11206.767420	21.011585	1165
11207.805582	20.572400	1166
11208.857802	20.311552	1167
11209.896623	20.825903	1168
