time (s)	det(V)
10984.550333	-0.003362	
10984.551870	-0.002435	
10984.553569	-0.003225	
10984.555146	-0.003998	
10984.556634	-0.002000	
10984.558291	-0.000264	
10984.559785	-0.002496	
10984.561434	-0.001146	
10984.562931	-0.000566	
10984.564563	0.000385	
10984.566052	-0.005678	
10984.567677	-0.001251	
10984.569161	-0.002359	
10984.570861	-0.004752	
10984.572350	-0.005831	
10984.574048	0.006705	
10984.575525	-0.000949	
10984.577199	-0.000888	
10984.578697	0.000659	
10984.580334	0.004417	
10984.581866	-0.006806	
10984.583545	-0.001843	
10984.585091	0.000215	
10984.586776	-0.002383	
10984.588358	-0.002282	
10984.590019	-0.000026	
10984.591607	0.001154	
10984.593241	-0.001674	
10984.594831	0.002048	
10984.596444	0.001271	
10984.598058	0.002052	
10984.599644	-0.004723	
10984.601303	0.000369	
10984.602870	-0.001303	
10984.604549	-0.000643	
10984.606112	-0.002290	
10984.607784	0.005561	
10984.609329	-0.000421	
10984.611040	0.002411	
10984.612571	0.002338	
10984.614295	0.004731	
10984.615787	-0.005336	
10984.617554	-0.000618	
10984.619038	-0.000389	
10984.620810	-0.000312	
10984.622292	-0.005408	
10984.624072	0.008325	
10984.625561	0.001251	
10984.627305	0.002020	
10984.628795	0.002657	
10984.630538	0.007692	
10984.632042	-0.006592	
10984.633752	0.001190	
10984.635280	0.001666	
10984.636988	0.000973	
10984.638537	-0.001376	
10984.640215	0.006560	
10984.641775	0.002641	
10984.643460	0.002959	
10984.645028	0.003777	
10984.646700	0.002951	
10984.648284	0.003051	
10984.649933	-0.000385	
10984.651531	0.003027	
10984.653152	0.001170	
10984.654780	0.001794	
10984.656393	0.002499	
10984.658039	0.007781	
10984.659518	0.001754	
10984.661149	0.003982	
10984.662630	0.005505	
10984.664255	0.008292	
10984.665743	-0.003825	
10984.667362	0.002939	
10984.668866	0.002777	
10984.670446	0.001895	
10984.671972	0.001617	
10984.673612	0.006584	
10984.675154	0.006020	
10984.676755	0.004075	
10984.678331	0.005489	
10984.679911	0.006496	
10984.681519	0.006786	
10984.683071	-0.000707	
10984.684708	0.004723	
10984.686292	0.004973	
10984.687966	0.002765	
10984.689538	0.002733	
10984.691213	0.008695	
10984.692770	0.004336	
10984.694446	0.006165	
10984.696001	0.007491	
10984.697676	0.009706	
10984.699204	-0.000812	
10984.700938	0.005243	
10984.702434	0.005009	
10984.704204	0.003422	
10984.705685	-0.000502	
10984.707463	0.013876	
10984.708947	0.006048	
10984.710719	0.006342	
10984.712211	0.006983	
10984.713992	0.014850	
10984.715473	-0.001613	
10984.717215	0.005960	
10984.718724	0.006214	
10984.720437	0.005186	
10984.721951	0.004739	
10984.723641	0.011173	
10984.725176	0.007873	
10984.726882	0.007446	
10984.728443	0.009553	
10984.730127	0.008135	
10984.731689	0.007080	
10984.733357	0.004614	
10984.734937	0.009179	
10984.736573	0.005730	
10984.738162	0.004957	
10984.739779	0.006250	
10984.741406	0.011027	
10984.743000	0.006979	
10984.744650	0.008171	
10984.746236	0.008667	
10984.747896	0.011495	
10984.749482	0.001891	
10984.751166	0.007910	
10984.752721	0.007003	
10984.754435	0.005388	
10984.755908	0.002423	
10984.757548	0.015301	
10984.759028	0.008719	
10984.760647	0.008292	
10984.762129	0.009307	
10984.763709	0.013779	
10984.765253	0.002810	
10984.766780	0.006919	
10984.768364	0.009247	
10984.769935	0.005799	
10984.771551	0.006214	
10984.773094	0.006991	
10984.774731	0.012574	
10984.776228	0.008284	
10984.777919	0.009916	
10984.779393	0.010322	
10984.781079	0.012800	
10984.782618	0.001944	
10984.784314	0.007938	
10984.785837	0.008397	
10984.787569	0.006205	
10984.789041	0.002790	
10984.790819	0.015813	
10984.792301	0.007764	
10984.794074	0.007817	
10984.795556	0.009746	
10984.797347	0.013449	
10984.798833	0.000771	
10984.800606	0.007458	
10984.802099	0.006564	
10984.803846	0.006572	
10984.805349	0.004256	
10984.807065	0.010741	
10984.808591	0.008304	
10984.810285	0.006141	
10984.811823	0.009517	
10984.813508	0.007620	
10984.815077	0.006536	
10984.816752	0.003418	
10984.818320	0.006020	
10984.819976	0.004683	
10984.821555	0.003225	
10984.823201	0.004691	
10984.824805	0.009243	
10984.826413	0.004788	
10984.828030	0.005295	
10984.829615	0.005847	
10984.831274	0.005480	
10984.832869	-0.000892	
10984.834524	0.004139	
10984.836088	0.001839	
10984.837792	-0.000127	
10984.839330	-0.002621	
10984.841043	0.006568	
10984.842577	0.000639	
10984.844287	-0.000131	
10984.845784	0.000453	
10984.847539	0.004804	
10984.849022	-0.009086	
10984.850793	-0.004486	
10984.852284	-0.003893	
10984.854061	-0.005118	
10984.855539	-0.007861	
10984.857146	-0.002359	
10984.858663	-0.005775	
10984.860206	-0.007217	
10984.861794	-0.006423	
10984.863287	-0.008067	
10984.864931	-0.009247	
10984.866476	-0.014335	
10984.868093	-0.012188	
10984.869600	-0.013658	
10984.871281	-0.017231	
10984.872757	-0.018476	
10984.874466	-0.012623	
10984.875935	-0.019084	
10984.877622	-0.018875	
10984.879104	-0.020615	
10984.880799	-0.017267	
10984.882282	-0.031975	
10984.884049	-0.027371	
10984.885544	-0.028168	
10984.887339	-0.031705	
10984.888807	-0.037107	
10984.890567	-0.027612	
10984.892070	-0.036503	
10984.893805	-0.039955	
10984.895316	-0.040011	
10984.897033	-0.043629	
10984.898571	-0.049015	
10984.900291	-0.051544	
10984.901827	-0.052398	
10984.903521	-0.057309	
10984.905079	-0.060677	
10984.906760	-0.063343	
10984.908335	-0.064483	
10984.909999	-0.069769	
10984.911595	-0.073414	
10984.913257	-0.077551	
10984.914870	-0.079279	
10984.916499	-0.090748	
10984.918097	-0.091352	
10984.919710	-0.098297	
10984.921360	-0.104251	
10984.922956	-0.109359	
10984.924629	-0.107945	
10984.926199	-0.118918	
10984.927888	-0.124042	
10984.929478	-0.128248	
10984.931154	-0.134117	
10984.932728	-0.149465	
10984.934424	-0.151322	
10984.935979	-0.158996	
10984.937657	-0.166895	
10984.939168	-0.178509	
10984.940912	-0.175057	
10984.942413	-0.190300	
10984.944163	-0.200226	
10984.945649	-0.208375	
10984.947415	-0.215473	
10984.948913	-0.235498	
10984.950408	-0.239804	
10984.951975	-0.249391	
10984.953525	-0.262085	
10984.955110	-0.273884	
10984.956604	-0.286891	
10984.958269	-0.294907	
10984.959768	-0.310872	
10984.961396	-0.323025	
10984.962896	-0.334941	
10984.964567	-0.348573	
10984.966052	-0.372473	
10984.967777	-0.382999	
10984.969251	-0.396659	
10984.970957	-0.410770	
10984.972440	-0.430098	
10984.974124	-0.434307	
10984.975611	-0.460979	
10984.977379	-0.482277	
10984.978861	-0.498346	
10984.980601	-0.517593	
10984.982098	-0.545215	
10984.983867	-0.564708	
10984.985364	-0.585869	
10984.987096	-0.609974	
10984.988615	-0.633886	
10984.990336	-0.654121	
10984.991861	-0.679588	
10984.993572	-0.708096	
10984.995114	-0.730236	
10984.996793	-0.757918	
10984.998362	-0.785081	
10985.000044	-0.816925	
10985.001608	-0.840519	
10985.003260	-0.870180	
10985.004853	-0.897955	
10985.006493	-0.927370	
10985.008089	-0.949373	
10985.009717	-0.984455	
10985.011361	-1.012013	
10985.012950	-1.039877	
10985.014637	-1.069388	
10985.016238	-1.106799	
10985.017885	-1.132004	
10985.019479	-1.160489	
10985.021165	-1.191837	
10985.022722	-1.219306	
10985.024427	-1.234280	
10985.025968	-1.264798	
10985.027671	-1.291876	
10985.029227	-1.314882	
10985.030942	-1.338532	
10985.032473	-1.373035	
10985.034217	-1.390341	
10985.035714	-1.411836	
10985.037486	-1.434991	
10985.038967	-1.459301	
10985.040745	-1.461831	
10985.042219	-1.484672	
10985.043993	-1.501409	
10985.045480	-1.513096	
10985.047064	-1.524391	
10985.048608	-1.535678	
10985.050150	-1.547413	
10985.051744	-1.550358	
10985.053230	-1.555941	
10985.054851	-1.559933	
10985.056370	-1.563599	
10985.058015	-1.553504	
10985.059491	-1.555405	
10985.061187	-1.551788	
10985.062669	-1.544001	
10985.064396	-1.531155	
10985.065877	-1.534337	
10985.067592	-1.514022	
10985.069075	-1.499403	
10985.070774	-1.485067	
10985.072254	-1.469767	
10985.074044	-1.440211	
10985.075522	-1.425496	
10985.077286	-1.401938	
10985.078772	-1.377414	
10985.080549	-1.349308	
10985.082049	-1.330347	
10985.083810	-1.297419	
10985.085313	-1.269064	
10985.087026	-1.239758	
10985.088551	-1.215511	
10985.090271	-1.176477	
10985.091805	-1.143711	
10985.093505	-1.107005	
10985.095064	-1.069525	
10985.096766	-1.030551	
10985.098326	-0.995166	
10985.099995	-0.958497	
