time (s)	det(V)
5909.518247	0.569707	
5909.519725	0.612016	
5909.521408	0.653577	
5909.522922	0.696897	
5909.524564	0.728262	
5909.526105	0.774088	
5909.527735	0.814750	
5909.529295	0.854876	
5909.530988	0.895248	
5909.532553	0.943020	
5909.534207	0.975210	
5909.535784	1.015324	
5909.537437	1.054580	
5909.539045	1.095238	
5909.540678	1.119263	
5909.542298	1.161407	
5909.543915	1.194467	
5909.545567	1.228442	
5909.547161	1.249027	
5909.548808	1.293556	
5909.550390	1.312207	
5909.552091	1.341771	
5909.553645	1.370122	
5909.555366	1.403815	
5909.556909	1.410079	
5909.558631	1.439075	
5909.560184	1.461654	
5909.561880	1.477038	
5909.563405	1.489324	
5909.565168	1.520201	
5909.566649	1.522135	
5909.568416	1.532488	
5909.569899	1.544045	
5909.571662	1.550462	
5909.573148	1.553032	
5909.574935	1.554180	
5909.576421	1.555191	
5909.578220	1.553661	
5909.579697	1.550160	
5909.581475	1.548629	
5909.582975	1.545044	
5909.584709	1.531001	
5909.586224	1.523416	
5909.587957	1.511428	
5909.589486	1.502654	
5909.591234	1.475862	
5909.592767	1.466846	
5909.594472	1.447277	
5909.596020	1.429117	
5909.597722	1.407280	
5909.599327	1.395106	
5909.600811	1.366807	
5909.602461	1.344607	
5909.603960	1.323821	
5909.605618	1.305061	
5909.607097	1.264508	
5909.608742	1.249788	
5909.610221	1.232869	
5909.611866	1.202588	
5909.613342	1.178773	
5909.614980	1.155449	
5909.616466	1.130232	
5909.618156	1.096913	
5909.619660	1.073408	
5909.621304	1.045242	
5909.622837	1.019610	
5909.624464	0.984910	
5909.626012	0.963419	
5909.627616	0.935056	
5909.629190	0.905210	
5909.630879	0.878740	
5909.632461	0.862139	
5909.634098	0.829095	
5909.635707	0.802955	
5909.637330	0.776279	
5909.638960	0.756637	
5909.640587	0.718167	
5909.642229	0.699471	
5909.643829	0.677106	
5909.645475	0.650281	
5909.647065	0.624319	
5909.648760	0.614893	
5909.650319	0.587315	
5909.652017	0.562210	
5909.653576	0.543527	
5909.655277	0.528135	
5909.656825	0.495783	
5909.658540	0.478615	
5909.660071	0.463762	
5909.661817	0.442791	
5909.663299	0.425735	
5909.665095	0.419749	
5909.666577	0.403031	
5909.668348	0.382358	
5909.669838	0.369190	
5909.671616	0.354490	
5909.673108	0.339207	
5909.674894	0.321015	
5909.676376	0.311053	
5909.678139	0.297356	
5909.679630	0.282202	
5909.681362	0.270757	
5909.682873	0.262938	
5909.684592	0.247313	
5909.686131	0.238865	
5909.687860	0.227590	
5909.689413	0.217878	
5909.691118	0.202034	
5909.692656	0.196205	
5909.694343	0.187766	
5909.695897	0.177304	
5909.697571	0.167951	
5909.699188	0.168273	
5909.700672	0.154500	
5909.702309	0.148510	
5909.703830	0.143358	
5909.705478	0.141601	
5909.706954	0.119007	
5909.708587	0.122249	
5909.710058	0.116259	
5909.711694	0.109165	
5909.713173	0.101782	
5909.714776	0.099304	
5909.716289	0.097830	
5909.717953	0.088838	
5909.719483	0.086808	
5909.721108	0.083497	
5909.722677	0.080029	
5909.724292	0.066868	
5909.725862	0.071013	
5909.727446	0.066522	
5909.729053	0.061273	
5909.730702	0.054658	
5909.732325	0.062626	
5909.733933	0.051492	
5909.735594	0.050126	
5909.737199	0.047899	
5909.738863	0.051029	
5909.740458	0.032434	
5909.742103	0.037042	
5909.743676	0.035910	
5909.745380	0.033675	
5909.746923	0.024301	
5909.748630	0.039351	
5909.750161	0.028635	
5909.751842	0.026371	
5909.753346	0.026432	
5909.755109	0.026234	
5909.756588	0.019511	
5909.758358	0.018335	
5909.759846	0.018544	
5909.761614	0.017549	
5909.763089	0.014971	
5909.764881	0.013944	
5909.766357	0.014383	
5909.768069	0.011447	
5909.769577	0.011281	
5909.771306	0.009227	
5909.772830	0.009501	
5909.774534	0.003374	
5909.776076	0.006351	
5909.777772	0.002858	
5909.779325	0.002943	
5909.781010	0.003176	
5909.782575	0.007491	
5909.784250	0.003241	
5909.785833	0.002991	
5909.787474	0.003088	
5909.789075	0.005823	
5909.790705	-0.005396	
5909.792308	-0.000272	
5909.793930	-0.001134	
5909.795587	-0.001839	
5909.797199	-0.006822	
5909.798862	0.005549	
5909.800431	-0.001291	
5909.802105	-0.002326	
5909.803577	-0.001215	
5909.805215	0.001025	
5909.806698	-0.007309	
5909.808322	-0.005509	
5909.809797	-0.004554	
5909.811408	-0.006886	
5909.812929	-0.005924	
5909.814476	-0.004969	
5909.816046	-0.001138	
5909.817634	-0.006004	
5909.819216	-0.005638	
5909.820776	-0.005066	
5909.822385	-0.000953	
5909.823928	-0.013904	
5909.825579	-0.006556	
5909.827057	-0.008232	
5909.828764	-0.008663	
5909.830338	-0.011338	
5909.832029	-0.000534	
5909.833569	-0.007088	
5909.835269	-0.007978	
5909.836816	-0.006327	
5909.838523	-0.004248	
5909.840028	-0.011003	
5909.841770	-0.008325	
5909.843252	-0.008176	
5909.845032	-0.010210	
5909.846520	-0.009485	
5909.848296	-0.005940	
5909.849772	-0.006850	
5909.851542	-0.008723	
5909.853027	-0.007241	
5909.854772	-0.006854	
5909.856281	-0.007160	
5909.858012	-0.010194	
5909.859528	-0.006975	
5909.861253	-0.009340	
5909.862783	-0.009380	
5909.864500	-0.008675	
5909.866038	-0.003172	
5909.867747	-0.008482	
5909.869299	-0.009150	
5909.870972	-0.006496	
5909.872545	-0.004482	
5909.874181	-0.012832	
5909.875782	-0.009082	
5909.877417	-0.008719	
5909.879015	-0.008643	
5909.880635	-0.012381	
5909.882261	-0.000852	
5909.883856	-0.007007	
5909.885527	-0.006806	
5909.887119	-0.006556	
5909.888806	-0.001118	
5909.890364	-0.013996	
5909.892067	-0.007954	
5909.893634	-0.007491	
5909.895315	-0.008167	
5909.896868	-0.012019	
5909.898568	-0.000465	
5909.900112	-0.006572	
5909.901825	-0.007104	
5909.903305	-0.006584	
5909.904846	-0.005662	
5909.906359	-0.005416	
5909.907960	-0.008429	
5909.909498	-0.006157	
5909.911043	-0.006484	
5909.912652	-0.007148	
5909.914137	-0.006717	
5909.915777	0.000336	
5909.917322	-0.005654	
5909.918952	-0.004437	
5909.920443	-0.005223	
5909.922133	0.001074	
5909.923606	-0.012006	
5909.925311	-0.005489	
5909.926786	-0.005094	
5909.928483	-0.005215	
5909.929997	-0.006604	
5909.931750	-0.000828	
5909.933228	-0.003414	
5909.935003	-0.004755	
5909.936481	-0.002149	
5909.938243	-0.003720	
5909.939728	-0.003966	
5909.941471	-0.006101	
5909.942961	-0.003829	
5909.944704	-0.005932	
5909.946218	-0.006024	
5909.947954	-0.004047	
5909.949471	0.000683	
5909.951167	-0.003994	
5909.952712	-0.002306	
5909.954423	-0.001235	
5909.955976	-0.001130	
5909.957649	-0.008429	
5909.959214	-0.002157	
5909.960848	-0.003176	
5909.962448	-0.003970	
5909.964088	-0.005521	
5909.965691	0.002890	
5909.967316	-0.003531	
5909.968933	-0.002407	
5909.970541	-0.001968	
5909.972218	0.003829	
5909.973815	-0.009767	
5909.975488	-0.002423	
5909.977066	-0.002576	
5909.978730	-0.003466	
5909.980303	-0.008131	
5909.981983	0.006371	
5909.983532	-0.001247	
5909.985214	-0.002383	
5909.986751	-0.001174	
5909.988470	-0.000111	
5909.989956	-0.003889	
5909.991721	-0.002693	
5909.993198	-0.002036	
5909.994959	-0.002302	
5909.996439	-0.002371	
5909.998199	0.000143	
5909.999692	0.000191	
5910.001288	-0.001400	
5910.002810	-0.001408	
5910.004364	0.001392	
5910.005940	0.001110	
5910.007442	-0.006484	
5910.009096	-0.000953	
5910.010596	-0.001017	
5910.012224	-0.000457	
5910.013711	-0.007176	
5910.015408	0.007547	
5910.016881	0.001343	
5910.018589	-0.000349	
5910.020067	0.000808	
5910.021768	0.000844	
5910.023248	-0.001303	
5910.024939	0.000107	
5910.026420	0.001794	
5910.028204	-0.001501	
5910.029682	-0.000429	
5910.031431	0.002318	
5910.032929	0.004171	
5910.034669	0.000131	
5910.036181	0.001919	
5910.037894	0.001694	
5910.039417	0.001859	
5910.041118	-0.002818	
5910.042671	0.002048	
5910.044337	0.000828	
5910.045900	0.000087	
5910.047565	-0.000373	
5910.049149	0.008018	
5910.050805	-0.000111	
5910.052405	0.002443	
5910.054037	0.003829	
5910.055624	0.008482	
5910.057248	-0.003817	
5910.058906	0.001605	
5910.060480	0.002475	
5910.062138	0.002040	
5910.063713	-0.002387	
5910.065397	0.011720	
5910.066965	0.004477	
5910.068653	0.002419	
5910.070207	0.003507	
5910.071909	0.005928	
5910.073442	0.000638	
5910.075150	0.002874	
5910.076655	0.003817	
5910.078403	0.002753	
5910.079887	0.002616	
5910.081657	0.006516	
5910.083144	0.005396	
5910.084923	0.004755	
5910.086404	0.006161	
5910.088160	0.005505	
5910.089650	0.005601	
5910.091388	0.001581	
5910.092893	0.005803	
5910.094601	0.004465	
5910.096127	0.004477	
5910.097841	0.006189	
5910.099394	0.008747	
5910.100913	0.005138	
5910.102484	0.006979	
5910.103981	0.006906	
5910.105621	0.011354	
5910.107140	-0.002077	
5910.108769	0.005867	
5910.110252	0.006379	
5910.111877	0.003881	
5910.113372	0.004038	
5910.114988	0.009215	
5910.116492	0.007563	
5910.118201	0.006911	
5910.119685	0.007362	
5910.121352	0.009489	
5910.122864	0.007636	
5910.124502	0.002121	
5910.126038	0.006786	
5910.127742	0.006012	
5910.129300	0.004344	
5910.130959	0.005178	
5910.132517	0.012538	
5910.134175	0.006729	
5910.135772	0.007607	
5910.137421	0.008357	
5910.139007	0.012361	
5910.140631	-0.000389	
5910.142233	0.005158	
5910.143849	0.006770	
5910.145521	0.005424	
5910.147097	0.001911	
5910.148774	0.016212	
5910.150355	0.008018	
5910.152025	0.008018	
5910.153592	0.008981	
5910.155269	0.012321	
5910.156811	0.004058	
5910.158510	0.007752	
5910.160031	0.008067	
5910.161742	0.006169	
5910.163220	0.007913	
5910.164998	0.011342	
5910.166480	0.009658	
5910.168238	0.009424	
5910.169719	0.010935	
5910.171484	0.009299	
5910.172980	0.010145	
5910.174745	0.006008	
5910.176237	0.009444	
5910.177969	0.007458	
5910.179484	0.007837	
5910.181188	0.009332	
5910.182716	0.013590	
5910.184390	0.009231	
5910.185944	0.009279	
5910.187614	0.011193	
5910.189186	0.013038	
5910.190845	0.004083	
5910.192433	0.010065	
5910.194082	0.008655	
5910.195662	0.008933	
5910.197186	0.006322	
5910.198823	0.017553	
5910.200304	0.010419	
5910.201958	0.010733	
5910.203430	0.012147	
5910.205066	0.011596	
5910.206544	0.011156	
5910.208194	0.011052	
5910.209681	0.011898	
5910.211332	0.012623	
5910.212845	0.012252	
5910.214493	0.009964	
5910.216041	0.014254	
5910.217651	0.010782	
5910.219236	0.010061	
5910.220813	0.013038	
5910.222412	0.012760	
5910.224068	0.002733	
5910.225676	0.009432	
5910.227313	0.008542	
5910.228932	0.008050	
5910.230551	0.004703	
5910.232223	0.015616	
5910.233810	0.008880	
5910.235470	0.009142	
5910.237069	0.009203	
5910.238735	0.012490	
5910.240316	0.000945	
5910.241999	0.006653	
5910.243580	0.006044	
5910.245287	0.005094	
5910.246830	0.002943	
5910.248531	0.010931	
5910.250062	0.005319	
5910.251774	0.003922	
5910.253275	0.004876	
5910.255037	0.003901	
5910.256520	0.001859	
5910.258301	0.001355	
5910.259781	0.002294	
5910.261543	-0.000091	
5910.263022	-0.000663	
5910.264779	0.001061	
5910.266270	0.001605	
5910.268010	-0.001799	
5910.269529	-0.001130	
5910.271247	-0.002749	
5910.272777	-0.002073	
5910.274468	-0.008276	
5910.276012	-0.005614	
5910.277690	-0.007877	
5910.279252	-0.010323	
5910.280924	-0.010879	
5910.282491	-0.006121	
5910.284144	-0.012276	
5910.285749	-0.013050	
5910.287388	-0.012446	
5910.288985	-0.009908	
5910.290610	-0.022956	
5910.292214	-0.019556	
5910.293830	-0.020430	
5910.295471	-0.022673	
5910.296948	-0.025900	
5910.298522	-0.019906	
5910.300008	-0.025256	
5910.301630	-0.028515	
5910.303109	-0.030553	
5910.304731	-0.030194	
5910.306230	-0.031963	
5910.307805	-0.039854	
5910.309353	-0.037941	
5910.310983	-0.041385	
5910.312571	-0.044612	
5910.314146	-0.048330	
5910.315747	-0.041707	
5910.317286	-0.050114	
5910.318917	-0.053522	
5910.320410	-0.054570	
5910.322124	-0.054529	
5910.323718	-0.067400	
5910.325365	-0.065414	
5910.326944	-0.069607	
5910.328626	-0.074172	
5910.330190	-0.079416	
5910.331899	-0.076919	
5910.333433	-0.084778	
5910.335137	-0.090446	
5910.336644	-0.093346	
5910.338377	-0.099248	
5910.339863	-0.105899	
5910.341627	-0.113323	
5910.343121	-0.117065	
5910.344895	-0.124534	
5910.346377	-0.129545	
5910.348171	-0.134258	
5910.349646	-0.139660	
5910.351396	-0.150339	
5910.352901	-0.155777	
5910.354634	-0.163640	
5910.356152	-0.171008	
5910.357890	-0.185256	
5910.359415	-0.189651	
5910.361120	-0.200387	
5910.362659	-0.209801	
5910.364348	-0.221000	
5910.365902	-0.224750	
5910.367590	-0.240473	
5910.369160	-0.250620	
5910.370831	-0.263458	
5910.372418	-0.272236	
5910.374058	-0.296551	
5910.375657	-0.303572	
5910.377290	-0.318348	
5910.378902	-0.334204	
5910.380534	-0.354003	
5910.382193	-0.357443	
5910.383789	-0.379961	
5910.385461	-0.396675	
5910.387047	-0.407624	
5910.388734	-0.423761	
5910.390320	-0.451122	
5910.391989	-0.466312	
5910.393486	-0.484573	
5910.395128	-0.506636	
5910.396626	-0.526145	
5910.398268	-0.545421	
5910.399746	-0.567641	
5910.401365	-0.591637	
5910.402869	-0.612810	
5910.404455	-0.635143	
5910.406010	-0.658608	
5910.407636	-0.691769	
5910.409213	-0.712632	
5910.410798	-0.738909	
5910.412391	-0.767542	
5910.413939	-0.796107	
5910.415567	-0.810714	
5910.417074	-0.844290	
5910.418782	-0.874526	
5910.420382	-0.901903	
5910.422036	-0.924933	
5910.423612	-0.967762	
5910.425286	-0.991215	
5910.426842	-1.016972	
5910.428552	-1.049790	
5910.430088	-1.079511	
5910.431802	-1.099790	
5910.433316	-1.133036	
5910.435046	-1.162660	
5910.436526	-1.187382	
5910.438315	-1.215914	
5910.439808	-1.238872	
5910.441597	-1.263324	
5910.443070	-1.286168	
5910.444858	-1.313807	
5910.446336	-1.336526	
5910.448098	-1.359020	
5910.449586	-1.375259	
5910.451311	-1.400621	
5910.452822	-1.418938	
5910.454531	-1.437693	
5910.456068	-1.451349	
5910.457780	-1.474641	
5910.459326	-1.485312	
5910.461025	-1.498259	
5910.462579	-1.510622	
5910.464260	-1.521958	
5910.465819	-1.518731	
5910.467492	-1.532431	
5910.469095	-1.535811	
5910.470752	-1.539409	
5910.472348	-1.535098	
5910.473999	-1.549355	
5910.475593	-1.541757	
5910.477228	-1.536988	
5910.478874	-1.531179	
5910.480474	-1.530285	
5910.482125	-1.507810	
5910.483712	-1.505446	
5910.485388	-1.493901	
5910.486863	-1.479951	
5910.488426	-1.465509	
5910.489921	-1.453597	
5910.491563	-1.435260	
5910.493069	-1.414208	
5910.494658	-1.394526	
5910.496198	-1.372608	
5910.497756	-1.348893	
5910.499303	-1.318826	
5910.500907	-1.297605	
5910.502494	-1.270280	
5910.504094	-1.242123	
5910.505692	-1.213546	
5910.507239	-1.197799	
5910.508885	-1.158773	
5910.510379	-1.126647	
5910.512096	-1.093494	
5910.513664	-1.064180	
5910.515351	-1.011529	
5910.516907	-0.983794	
5910.518595	-0.944901	
5910.520162	-0.907385	
5910.521856	-0.864000	
5910.523404	-0.831294	
5910.525112	-0.787454	
5910.526633	-0.745636	
5910.528400	-0.704676	
5910.529884	-0.664498	
5910.531656	-0.615650	
5910.533142	-0.576076	
5910.534901	-0.533706	
5910.536383	-0.491425	
5910.538168	-0.444777	
5910.539651	-0.406488	
5910.541430	-0.369040	
5910.542918	-0.323943	
5910.544666	-0.278883	
5910.546176	-0.235107	
5910.547911	-0.189184	
5910.549430	-0.141424	
5910.551120	-0.101641	
5910.552653	-0.058614	
5910.554368	-0.011652	
5910.555917	0.034452	
5910.557603	0.070683	
5910.559167	0.120167	
5910.560844	0.162605	
5910.562423	0.204230	
5910.564094	0.249174	
5910.565688	0.299121	
5910.567307	0.337193	
5910.568923	0.381182	
5910.570552	0.421018	
5910.572176	0.465519	
5910.573798	0.492456	
5910.575433	0.541731	
5910.577021	0.582344	
5910.578715	0.622990	
5910.580297	0.657263	
5910.581994	0.714171	
5910.583465	0.741620	
5910.585104	0.779567	
5910.586590	0.815531	
5910.588224	0.852402	
5910.589713	0.886873	
5910.591323	0.919695	
5910.592859	0.958915	
5910.594411	0.989534	
5910.595958	1.022531	
5910.597550	1.058056	
5910.599126	1.096986	
5910.600715	1.122924	
5910.602328	1.157185	
5910.603874	1.187970	
5910.605523	1.220265	
5910.607015	1.232301	
5910.608717	1.260294	
5910.610312	1.288831	
5910.612003	1.312844	
5910.613573	1.333324	
5910.615264	1.369252	
5910.616801	1.383645	
5910.618506	1.402808	
5910.620041	1.423860	
5910.621766	1.442467	
5910.623286	1.451696	
5910.625043	1.468067	
5910.626521	1.480051	
5910.628293	1.492756	
5910.629772	1.501458	
5910.631548	1.512423	
5910.633032	1.518449	
5910.634823	1.520395	
5910.636314	1.525430	
5910.638096	1.525418	
5910.639582	1.525189	
5910.641318	1.518816	
5910.642831	1.516435	
5910.644558	1.511130	
5910.646075	1.501200	
5910.647776	1.494932	
5910.649306	1.490762	
5910.651019	1.473634	
5910.652573	1.461839	
5910.654254	1.446495	
5910.655825	1.432489	
5910.657494	1.407501	
5910.659088	1.392185	
5910.660753	1.371556	
5910.662346	1.351020	
5910.663962	1.325412	
5910.665579	1.313597	
5910.667218	1.281926	
5910.668840	1.257772	
5910.670448	1.240032	
5910.672102	1.218730	
5910.673704	1.178128	
5910.675377	1.158394	
5910.676953	1.130490	
5910.678644	1.099165	
5910.680113	1.074806	
5910.681687	1.052513	
5910.683169	1.023824	
5910.684794	0.993523	
5910.686274	0.969784	
5910.687859	0.939668	
5910.689405	0.913267	
5910.690948	0.881100	
5910.692527	0.858646	
5910.694102	0.831407	
5910.695702	0.804860	
5910.697258	0.774547	
5910.698876	0.760106	
5910.700381	0.728612	
5910.702075	0.701905	
5910.703554	0.680764	
5910.705269	0.658580	
5910.706843	0.626712	
5910.708555	0.606832	
5910.710095	0.585849	
5910.711800	0.561626	
5910.713324	0.539555	
5910.715053	0.522789	
5910.716544	0.501770	
5910.718312	0.478043	
5910.719795	0.463303	
5910.721575	0.443842	
