time (s)	magX	magY	magZ
5909.519088	-88.118057	-155.534775	-1010.481018
5909.522407	-87.884277	-176.282867	-1005.454712
5909.525735	-87.066048	-195.686737	-998.265869
5909.528646	-86.014030	-214.272354	-991.427734
5909.531982	-85.429573	-231.864395	-980.264709
5909.535312	-84.143768	-249.924011	-969.277039
5909.538647	-82.331970	-266.230255	-959.224365
5909.542004	-80.520164	-283.296326	-944.145508
5909.545340	-79.409706	-298.725891	-930.819946
5909.548645	-78.182350	-312.285217	-916.208618
5909.551980	-76.253654	-327.305664	-899.726990
5909.555347	-75.844536	-339.345398	-883.128601
5909.558651	-73.389832	-350.976044	-863.783142
5909.561994	-71.694916	-361.437744	-847.827576
5909.565307	-70.175331	-372.776154	-828.306824
5909.568638	-68.538864	-381.659851	-808.961365
5909.571973	-67.019287	-389.082397	-789.031555
5909.575307	-64.389244	-395.978943	-768.575684
5909.578640	-62.460548	-403.109283	-748.412048
5909.581978	-61.174751	-409.772095	-727.663879
5909.585312	-59.772064	-413.804779	-706.565125
5909.588634	-58.252487	-417.369965	-685.641724
5909.591978	-56.674458	-421.344269	-665.010498
5909.595313	-54.862652	-424.091156	-644.963745
5909.599598	-52.232609	-426.721222	-602.766174
5909.602904	-51.180595	-428.240784	-581.784302
5909.606195	-49.135006	-427.948547	-562.088196
5909.609490	-48.492107	-427.714813	-542.041504
5909.612817	-46.680305	-427.539459	-521.819397
5909.615726	-45.452953	-425.201630	-503.818268
5909.619064	-44.634716	-424.266510	-484.940369
5909.622420	-43.465809	-421.052002	-465.828796
5909.625752	-42.121563	-418.655762	-448.061371
5909.628642	-41.420219	-415.850372	-430.118652
5909.631973	-40.017532	-412.694336	-413.344849
5909.635300	-38.731735	-410.765625	-396.921692
5909.638632	-37.679718	-404.395081	-380.790771
5909.642002	-36.335476	-401.355896	-365.302765
5909.645303	-34.815899	-397.030975	-349.697845
5909.648638	-34.056107	-393.115143	-335.904755
5909.651969	-32.594975	-387.504395	-321.059631
5909.655300	-32.010521	-383.121002	-306.915833
5909.658639	-30.607830	-378.328461	-293.940979
5909.661971	-29.906487	-372.776154	-281.316772
5909.665296	-29.380478	-368.977203	-269.978394
5909.668629	-27.860901	-362.723541	-257.237305
5909.671965	-27.919346	-356.353027	-245.606674
5909.675301	-26.107538	-352.320282	-233.859161
5909.678633	-25.113968	-346.300415	-223.864990
5909.681965	-24.938631	-340.923431	-213.637070
5909.685316	-23.243717	-334.786682	-203.116898
5909.688636	-22.483927	-330.169495	-193.824081
5909.691961	-21.957918	-324.266510	-184.823502
5909.695293	-21.081238	-318.363525	-175.998245
5909.699547	-19.970778	-308.603180	-159.984222
5909.702893	-19.327879	-302.583282	-152.678558
5909.706146	-17.925190	-297.615417	-144.671539
5909.709492	-17.632963	-292.764465	-137.716537
5909.712807	-16.990065	-287.621277	-131.170670
5909.715722	-16.814728	-281.075409	-125.150787
5909.719054	-15.762712	-277.334869	-119.014030
5909.722402	-15.879602	-272.250153	-112.818825
5909.725746	-15.061367	-267.632965	-107.734077
5909.728659	-14.652250	-262.197540	-103.233780
5909.731960	-14.418468	-258.398590	-97.389252
5909.735320	-14.418468	-253.372284	-93.531860
5909.738630	-13.483343	-249.807114	-88.856232
5909.741958	-13.191116	-244.547058	-84.239044
