time (s)	coil I (A)	last det (V)	int current (uC)
10847.389184	1.512935	0.006355	698.975769
10847.390045	1.905839	0.006355	2339.902832
10847.391087	1.851859	0.006355	4269.540039
10847.391992	1.792408	0.006355	5891.669922
10847.392867	1.736942	0.006355	7411.494141
10847.393754	1.682040	0.006355	8903.463867
10847.394803	1.623922	0.006355	10606.958008
10847.395698	1.157586	0.006355	11642.997070
10847.396569	0.102426	0.006355	11732.209961
10847.397662	0.090450	0.006355	11831.072266
10847.398562	0.090476	0.006355	11912.500977
10847.399431	0.090564	0.006355	11991.201172
10847.400433	0.090608	0.006355	12081.990234
10847.401417	0.090443	0.006355	12170.986328
10847.402303	0.090597	0.006355	12251.254883
10847.403158	0.090564	0.006355	12328.687500
10847.404251	0.090564	0.006355	12427.673828
10847.405146	0.090560	0.006355	12508.725586
10848.420437	1.599712	-0.003454	913.435486
10848.421426	1.897661	-0.003454	2790.222412
10848.422302	1.847809	-0.003454	4408.902832
10848.423179	1.788142	-0.003454	5977.103516
10848.424282	1.722788	-0.003454	7877.338867
10848.425175	1.668549	-0.003454	9367.352539
10848.426045	1.617092	-0.003454	10774.222656
10848.427157	0.697764	-0.003454	11550.135742
10848.428115	0.090333	-0.003454	11636.674805
10848.428972	0.090469	-0.003454	11714.206055
10848.430020	0.090681	-0.003454	11809.240234
10848.431055	0.090641	-0.003454	11903.053711
10848.431948	0.090553	-0.003454	11983.917969
10848.432874	0.090615	-0.003454	12067.828125
10848.433937	0.090630	-0.003454	12164.167969
10848.434872	0.090520	-0.003454	12248.803711
10848.435741	0.090549	-0.003454	12327.491211
10848.436771	0.090725	-0.003454	12420.938477
10849.482171	1.444717	0.006085	612.559937
10849.483200	1.900272	0.006085	2567.939941
10849.484259	1.844330	0.006085	4521.084961
10849.485147	1.785110	0.006085	6106.262695
10849.486041	1.726838	0.006085	7650.056152
10849.487136	1.663330	0.006085	9471.402344
10849.488092	1.610120	0.006085	11010.676758
10849.488965	0.775247	0.006085	11687.466797
10849.489997	0.090743	0.006085	11781.114258
10849.491027	0.090513	0.006085	11874.342773
10849.491926	0.090564	0.006085	11955.759766
10849.492872	0.090641	0.006085	12041.505859
10849.493927	0.090667	0.006085	12137.159180
10849.494859	0.090520	0.006085	12221.523437
10849.495721	0.090579	0.006085	12299.602539
10849.496783	0.090677	0.006085	12395.902344
10849.497790	0.090483	0.006085	12487.019531
10849.498685	0.090531	0.006085	12568.044922
10850.510377	1.560447	0.001633	811.432312
10850.511327	1.901045	0.001633	2617.424805
10850.512192	1.853082	0.001633	4220.340820
10850.513243	1.785454	0.001633	6096.853027
10850.514264	1.721832	0.001633	7854.843750
10850.515147	1.668926	0.001633	9328.504883
10850.516116	1.615419	0.001633	10893.845703
10850.517168	0.643272	0.001633	11570.567383
10850.518088	0.090458	0.001633	11653.788086
10850.518944	0.090443	0.001633	11731.207031
10850.520014	0.090714	0.001633	11828.271484
10850.521018	0.090454	0.001633	11919.087891
10850.521891	0.090516	0.001633	11998.108398
10850.522850	0.090619	0.001633	12085.011719
10850.523902	0.090557	0.001633	12180.277344
10850.524809	0.090494	0.001633	12262.355469
10850.525680	0.090542	0.001633	12341.217773
10850.526760	0.090571	0.001633	12439.035156
10851.573276	1.543916	0.006117	782.765381
10851.574287	1.898240	0.006117	2701.885742
10851.575170	1.849442	0.006117	4334.943359
10851.576176	1.784799	0.006117	6130.450684
10851.577234	1.718800	0.006117	7948.941406
10851.578136	1.664689	0.006117	9450.490234
10851.579004	1.613478	0.006117	10850.989258
10851.580107	0.617999	0.006117	11532.642578
10851.581068	0.090330	0.006117	11619.449219
10851.581970	0.090553	0.006117	11701.127930
10851.582851	0.090564	0.006117	11780.915039
10851.583847	0.090571	0.006117	11871.124023
10851.584764	0.090443	0.006117	11954.060547
10851.585675	0.090597	0.006117	12036.594727
10851.586537	0.090502	0.006117	12114.607422
10851.587572	0.090604	0.006117	12208.382812
10851.588460	0.090505	0.006117	12288.751953
10851.589336	0.090542	0.006117	12368.066406
10852.600348	1.547058	0.003704	806.017273
10852.601270	1.902209	0.003704	2559.854248
10852.602135	1.853910	0.003704	4163.486328
10852.603218	1.785278	0.003704	6096.942871
10852.604208	1.723231	0.003704	7802.941895
10852.605104	1.670497	0.003704	9299.707031
10852.606111	1.614122	0.003704	10925.127930
10852.607166	0.612023	0.003704	11570.811523
10852.608060	0.090399	0.003704	11651.627930
10852.608916	0.090586	0.003704	11729.169922
10852.610018	0.090612	0.003704	11829.023437
10852.610977	0.090469	0.003704	11915.783203
10852.611834	0.090498	0.003704	11993.339844
10852.612926	0.090634	0.003704	12092.311523
10852.613953	0.090549	0.003704	12185.305664
10852.614830	0.090557	0.003704	12264.723633
10852.615743	0.090564	0.003704	12347.408203
10852.616810	0.090586	0.003704	12444.063477
10853.666339	1.536837	0.006157	782.250122
10853.667341	1.898665	0.006157	2684.711914
10853.668239	1.848658	0.006157	4344.807129
10853.669202	1.786501	0.006157	6065.208008
10853.670246	1.721093	0.006157	7862.028809
10853.671160	1.666439	0.006157	9385.154297
10853.672082	1.614994	0.006157	10874.178711
10853.672954	0.912059	0.006157	11669.494141
10853.674009	0.090853	0.006157	11765.344727
10853.674891	0.090461	0.006157	11845.131836
10853.675754	0.090641	0.006157	11923.354492
10853.676716	0.090571	0.006157	12010.484375
10853.677675	0.090579	0.006157	12097.349609
10853.678590	0.090520	0.006157	12180.175781
10853.679468	0.090516	0.006157	12259.649414
10853.680493	0.090535	0.006157	12352.447266
10853.681385	0.090498	0.006157	12433.171875
10853.682256	0.090483	0.006157	12511.983398
10854.692284	1.442563	0.002923	607.319214
10854.693226	1.902275	0.002923	2399.262695
10854.694187	1.854163	0.002923	4181.113281
10854.695109	1.794686	0.002923	5835.813965
10854.695988	1.738780	0.002923	7364.202148
10854.697030	1.677722	0.002923	9112.388672
10854.697926	1.625621	0.002923	10568.945312
10854.698805	1.231717	0.002923	11651.625000
10854.699695	0.111837	0.002923	11751.160156
10854.700734	0.090425	0.002923	11845.111328
10854.701610	0.090593	0.002923	11924.470703
10854.702487	0.090586	0.002923	12003.915039
10854.703474	0.090538	0.002923	12093.276367
10854.704392	0.090469	0.002923	12176.327148
10854.705272	0.090601	0.002923	12256.055664
10854.706247	0.090714	0.002923	12344.501953
10854.707252	0.090560	0.002923	12435.514648
10854.708141	0.090527	0.002923	12515.993164
10855.756301	1.521325	0.013420	769.790222
10855.757292	1.898983	0.013420	2651.682373
10855.758188	1.849914	0.013420	4309.205566
10855.759175	1.786022	0.013420	6072.008789
10855.760239	1.720814	0.013420	7902.955078
10855.761130	1.666600	0.013420	9387.896484
10855.761996	1.615433	0.013420	10786.861328
10855.763103	0.651127	0.013420	11507.658203
10855.764057	0.090355	0.013420	11593.857422
10855.764915	0.090428	0.013420	11671.445312
10855.765939	0.090652	0.013420	11764.272461
10855.766974	0.090557	0.013420	11857.999023
10855.767860	0.090560	0.013420	11938.235352
10855.768769	0.090586	0.013420	12020.578125
10855.769854	0.090575	0.013420	12118.851562
10855.770789	0.090509	0.013420	12203.477539
10855.771646	0.090542	0.013420	12281.072266
10855.772677	0.090626	0.013420	12374.507812
10856.782400	1.580511	0.012876	881.925415
10856.783473	1.894215	0.012876	2914.417969
10856.784356	1.842089	0.012876	4540.982422
10856.785225	1.782224	0.012876	6089.735352
10856.786347	1.715182	0.012876	8014.169434
10856.787314	1.658976	0.012876	9618.399414
10856.788182	1.609764	0.012876	11015.674805
10856.789205	0.576211	0.012876	11605.138672
10856.790247	0.090374	0.012876	11699.307617
10856.791134	0.090549	0.012876	11779.625000
10856.792070	0.090575	0.012876	11864.403320
10856.793131	0.090619	0.012876	11960.549805
10856.794070	0.090546	0.012876	12045.572266
10856.794934	0.090568	0.012876	12123.822266
10856.795979	0.090630	0.012876	12218.530273
10856.796983	0.090535	0.012876	12309.426758
10856.797863	0.090549	0.012876	12389.110352
10856.798816	0.090619	0.012876	12475.469727
10857.846281	1.519805	0.009440	756.862671
10857.847227	1.901840	0.009440	2556.002930
10857.848095	1.854694	0.009440	4165.876953
10857.849143	1.786813	0.009440	6038.457031
10857.850171	1.722751	0.009440	7809.445312
10857.851073	1.668992	0.009440	9314.875977
10857.852028	1.615789	0.009440	10857.954102
10857.853088	0.656594	0.009440	11553.944336
10857.854012	0.090406	0.009440	11637.479492
10857.854871	0.090524	0.009440	11715.239258
10857.855924	0.090560	0.009440	11810.599609
10857.856937	0.090579	0.009440	11902.355469
10857.857812	0.090494	0.009440	11981.538086
10857.858778	0.090670	0.009440	12069.125000
10857.859831	0.090597	0.009440	12164.523437
10857.860746	0.090538	0.009440	12247.366211
10857.861602	0.090538	0.009440	12324.867187
10857.862652	0.090645	0.009440	12420.043945
10858.876444	1.537951	0.003607	785.892700
10858.877341	1.902579	0.003607	2492.506348
10858.878213	1.854104	0.003607	4109.285156
10858.879296	1.785798	0.003607	6043.304687
10858.880294	1.722759	0.003607	7762.618164
10858.881197	1.670175	0.003607	9270.786133
10858.882188	1.614221	0.003607	10870.479492
10858.883251	0.635625	0.003607	11546.148437
10858.884141	0.090399	0.003607	11626.603516
10858.885004	0.090469	0.003607	11704.677734
10858.886095	0.090593	0.003607	11803.514648
10858.887054	0.090520	0.003607	11890.323242
10858.887919	0.090549	0.003607	11968.648437
10858.888962	0.090623	0.003607	12063.167969
10858.890001	0.090498	0.003607	12157.195312
10858.890887	0.090608	0.003607	12237.473633
10858.891805	0.090527	0.003607	12320.578125
10858.892848	0.090652	0.003607	12415.127930
10859.938230	1.455220	0.009187	611.192322
10859.939326	1.897599	0.009187	2690.960693
10859.940299	1.843883	0.009187	4485.059082
10859.941172	1.786435	0.009187	6044.617187
10859.942197	1.722367	0.009187	7810.043457
10859.943241	1.661393	0.009187	9544.537109
10859.944134	1.610863	0.009187	10983.038086
10859.945072	0.754047	0.009187	11690.333984
10859.946136	0.090465	0.009187	11786.588867
10859.947080	0.090480	0.009187	11872.001953
10859.947941	0.090527	0.009187	11949.946289
10859.948974	0.090659	0.009187	12043.597656
10859.949986	0.090553	0.009187	12135.237305
10859.950864	0.090513	0.009187	12214.707031
10859.951820	0.090608	0.009187	12301.328125
10859.952869	0.090601	0.009187	12396.368164
10859.953795	0.090560	0.009187	12480.226562
10859.954652	0.090538	0.009187	12557.818359
10860.967367	1.450408	0.011346	630.927368
10860.968233	1.905557	0.011346	2281.139404
10860.969182	1.857810	0.011346	4044.201172
10860.970159	1.795430	0.011346	5798.335937
10860.971075	1.737678	0.011346	7390.049316
10860.971951	1.684753	0.011346	8865.893555
10860.972998	1.626094	0.011346	10568.414062
10860.973913	1.172798	0.011346	11641.524414
10860.974793	0.102045	0.011346	11731.324219
10860.975653	0.090483	0.011346	11809.139648
10860.976708	0.090516	0.011346	11904.634766
10860.977593	0.090538	0.011346	11984.760742
10860.978450	0.090564	0.011346	12062.374023
10860.979541	0.090623	0.011346	12161.243164
10860.980445	0.090472	0.011346	12243.030273
10860.981311	0.090531	0.011346	12321.429687
10860.982294	0.090645	0.011346	12410.533203
10860.983301	0.090571	0.011346	12501.738281
10862.028297	1.490435	0.008514	751.179016
10862.029380	1.895006	0.008514	2803.470703
10862.030301	1.842209	0.008514	4500.145508
10862.031170	1.784066	0.008514	6050.499023
10862.032233	1.718998	0.008514	7877.793945
10862.033232	1.659836	0.008514	9535.970703
10862.034126	1.610284	0.008514	10975.564453
10862.035121	0.634867	0.008514	11607.256836
10862.036178	0.090396	0.008514	11702.804687
10862.037085	0.090542	0.008514	11784.925781
10862.037946	0.090571	0.008514	11862.907227
10862.039026	0.090630	0.008514	11960.787109
10862.040015	0.090513	0.008514	12050.303711
10862.040908	0.090513	0.008514	12131.131836
10862.041911	0.090699	0.008514	12222.103516
10862.042954	0.090612	0.008514	12316.611328
10862.043843	0.090568	0.008514	12397.125977
10862.044724	0.090579	0.008514	12476.925781
10863.060415	1.446486	0.001609	613.309937
10863.061316	1.902470	0.001609	2327.435059
10863.062411	1.848179	0.001609	4351.190918
10863.063365	1.785817	0.001609	6054.859863
10863.064234	1.730988	0.001609	7559.087891
10863.065279	1.669420	0.001609	9303.631836
10863.066312	1.611471	0.001609	10968.281250
10863.067192	0.799526	0.001609	11671.864258
10863.068140	0.091498	0.001609	11758.604492
10863.069193	0.090443	0.001609	11853.840820
10863.070122	0.090476	0.001609	11937.893555
10863.070983	0.090491	0.001609	12015.805664
10863.072008	0.090586	0.001609	12108.656250
10863.073029	0.090425	0.001609	12200.980469
10863.073912	0.090549	0.001609	12280.935547
10863.074854	0.090491	0.001609	12366.177734
10863.075904	0.090491	0.001609	12461.193359
10863.076836	0.090432	0.001609	12545.476562
10864.117180	1.443754	0.008554	606.376587
10864.118135	1.901060	0.008554	2421.888672
10864.119184	1.846988	0.008554	4359.379395
10864.120110	1.786538	0.008554	6013.713867
10864.120979	1.730585	0.008554	7517.591797
10864.122043	1.668640	0.008554	9293.025391
10864.123043	1.611940	0.008554	10904.964844
10864.123948	0.826458	0.008554	11652.909180
10864.124930	0.091608	0.008554	11742.868164
10864.125993	0.090472	0.008554	11839.040039
10864.126893	0.090626	0.008554	11920.603516
10864.127755	0.090505	0.008554	11998.619141
10864.128848	0.090461	0.008554	12097.493164
10864.129832	0.090494	0.008554	12186.540039
10864.130696	0.090531	0.008554	12264.758789
10864.131799	0.090557	0.008554	12364.642578
10864.132831	0.090450	0.008554	12457.987305
10864.133719	0.090472	0.008554	12538.327148
10865.153498	1.499861	0.003805	667.438110
10865.154364	1.902462	0.003805	2314.970215
10865.155468	1.847512	0.003805	4354.624023
10865.156430	1.785132	0.003805	6071.920898
10865.157295	1.730541	0.003805	7568.838867
10865.158369	1.667622	0.003805	9359.865234
10865.159408	1.608900	0.003805	11031.512695
10865.160305	0.713741	0.003805	11671.739258
10865.161251	0.090905	0.003805	11757.735352
10865.162306	0.090502	0.003805	11853.214844
10865.163239	0.090458	0.003805	11937.612305
10865.164099	0.090465	0.003805	12015.412109
10865.165125	0.090557	0.003805	12108.323242
10865.166142	0.090443	0.003805	12200.303711
10865.167032	0.090461	0.003805	12280.814453
10865.167982	0.090590	0.003805	12366.875000
10865.169027	0.090520	0.003805	12461.468750
