time (s)	det(V)
5144.671548	-0.008711	
5144.673033	-0.008671	
5144.674796	-0.014782	
5144.676279	-0.002109	
5144.678053	-0.009436	
5144.679545	-0.009650	
5144.681292	-0.009984	
5144.682796	-0.005468	
5144.684537	-0.019640	
5144.686060	-0.012212	
5144.687784	-0.011463	
5144.689313	-0.013823	
5144.691021	-0.019229	
5144.692577	-0.005614	
5144.694270	-0.011608	
5144.695831	-0.013682	
5144.697324	-0.011140	
5144.698953	-0.012172	
5144.700471	-0.012587	
5144.702120	-0.017010	
5144.703624	-0.013594	
5144.705253	-0.014705	
5144.706742	-0.016216	
5144.708376	-0.016981	
5144.709857	-0.008067	
5144.711503	-0.013255	
5144.712985	-0.013771	
5144.714670	-0.012055	
5144.716158	-0.007974	
5144.717828	-0.021541	
5144.719347	-0.014053	
5144.720979	-0.013283	
5144.722537	-0.013602	
5144.724126	-0.014814	
5144.725718	-0.012095	
5144.727368	-0.010955	
5144.728955	-0.012490	
5144.730590	-0.012039	
5144.732197	-0.011624	
5144.733823	-0.013549	
5144.735451	-0.014762	
5144.737065	-0.012244	
5144.738728	-0.013646	
5144.740313	-0.015535	
5144.741973	-0.013859	
5144.743542	-0.008602	
5144.745234	-0.011652	
5144.746797	-0.010363	
5144.748476	-0.010081	
5144.750032	-0.010198	
5144.751744	-0.015507	
5144.753285	-0.011301	
5144.755012	-0.011716	
5144.756498	-0.012329	
5144.758256	-0.016204	
5144.759734	-0.004550	
5144.761498	-0.011487	
5144.762975	-0.009855	
5144.764760	-0.009130	
5144.766239	-0.004739	
5144.768010	-0.017259	
5144.769500	-0.010544	
5144.771227	-0.009839	
5144.772741	-0.011273	
5144.774454	-0.015729	
5144.775977	-0.002830	
5144.777676	-0.009235	
5144.779226	-0.008602	
5144.780927	-0.007740	
5144.782480	-0.007378	
5144.784153	-0.010733	
5144.785720	-0.011177	
5144.787366	-0.009090	
5144.788943	-0.011511	
5144.790593	-0.010584	
5144.792210	-0.008292	
5144.793818	-0.006202	
5144.795450	-0.009448	
5144.797064	-0.007148	
5144.798720	-0.006528	
5144.800200	-0.005597	
5144.801846	-0.012393	
5144.803335	-0.008699	
5144.804967	-0.009078	
5144.806461	-0.009767	
5144.808093	-0.013799	
5144.809585	0.000236	
5144.811181	-0.007318	
5144.812694	-0.007507	
5144.814241	-0.007330	
5144.815811	-0.005593	
5144.817413	-0.008196	
5144.818996	-0.009179	
5144.820548	-0.008018	
5144.822158	-0.007640	
5144.823677	-0.009489	
5144.825353	-0.007910	
5144.826932	-0.003346	
5144.828611	-0.007402	
5144.830166	-0.006198	
5144.831862	-0.005041	
5144.833419	-0.004808	
5144.835095	-0.010734	
5144.836636	-0.006399	
5144.838342	-0.006838	
5144.839840	-0.007809	
5144.841586	-0.009847	
5144.843064	0.001263	
5144.844827	-0.004913	
5144.846310	-0.004240	
5144.848065	-0.003571	
5144.849541	-0.001541	
5144.851269	-0.011600	
5144.852785	-0.004691	
5144.854526	-0.005267	
5144.856039	-0.006218	
5144.857753	-0.006198	
5144.859279	-0.002286	
5144.860969	-0.003092	
5144.862516	-0.005283	
5144.864193	-0.003499	
5144.865760	-0.002713	
5144.867413	-0.005191	
5144.869007	-0.005617	
5144.870664	-0.003321	
5144.872256	-0.005428	
5144.873886	-0.004320	
5144.875497	-0.004002	
5144.877132	-0.000187	
5144.878765	-0.003841	
5144.880356	-0.000731	
5144.882023	-0.001295	
5144.883607	-0.002383	
5144.885271	-0.006596	
5144.886850	-0.003531	
5144.888524	-0.004727	
5144.890098	-0.003176	
5144.891785	-0.003954	
5144.893324	0.002983	
5144.895031	-0.001891	
5144.896519	-0.001307	
5144.898068	-0.000880	
5144.899564	0.002910	
5144.901162	-0.006983	
5144.902689	-0.002483	
5144.904234	-0.002008	
5144.905842	-0.003293	
5144.907328	-0.002270	
5144.908961	-0.001142	
5144.910508	0.001492	
5144.912121	-0.001766	
5144.913619	-0.000248	
5144.915323	0.000107	
5144.916798	0.000614	
5144.918498	-0.004361	
5144.919970	-0.000707	
5144.921668	-0.000224	
5144.923175	-0.002480	
5144.924897	-0.004816	
