time (s)	coil I (A)	last det (V)	int current (uC)
1061.671983	1.630759	0.096881	949.101868
1061.673042	1.901235	0.096881	2962.510010
1061.673931	1.849336	0.096881	4606.569824
1061.674884	1.787768	0.096881	6310.313477
1061.675961	1.720770	0.096881	8163.583008
1061.676901	1.664696	0.096881	9728.397461
1061.677763	1.615162	0.096881	11120.667969
1061.678826	1.559000	0.096881	12777.884766
1061.679851	0.408699	0.096881	13196.800781
1061.680727	0.090846	0.096881	13276.381836
1061.681604	0.090853	0.096881	13356.060547
1061.682573	0.091011	0.096881	13444.250000
1061.683517	0.090941	0.096881	13530.098633
1061.684430	0.090963	0.096881	13613.148437
1061.685304	0.090798	0.096881	13692.505859
1061.686330	0.091000	0.096881	13785.872070
1061.687221	0.090897	0.096881	13866.861328
1061.688093	0.090974	0.096881	13946.190430
1061.688992	0.090978	0.096881	14027.979492
1062.702277	1.591399	0.120056	888.000610
1062.703259	1.906663	0.120056	2760.343262
1062.704143	1.856041	0.120056	4401.083496
1062.705005	1.796913	0.120056	5950.022461
1062.706150	1.729541	0.120056	7930.346680
1062.707049	1.674895	0.120056	9436.077148
1062.707919	1.625321	0.120056	10850.106445
1062.709007	1.566544	0.120056	12554.506836
1062.709990	0.680944	0.120056	13223.874023
1062.710855	0.091091	0.120056	13302.667969
1062.711903	0.090963	0.120056	13397.997070
1062.712927	0.090934	0.120056	13491.113281
1062.713811	0.090916	0.120056	13571.482422
1062.714747	0.090948	0.120056	13656.610352
1062.715806	0.090948	0.120056	13752.924805
1062.716749	0.090879	0.120056	13838.624023
1062.717605	0.090875	0.120056	13916.413086
1062.718637	0.090996	0.120056	14010.321289
1062.719651	0.090912	0.120056	14102.505859
1063.759646	1.495096	0.098069	683.259094
1063.760523	1.913771	0.098069	2361.635986
1063.761504	1.862304	0.098069	4188.555664
1063.762573	1.793481	0.098069	6105.787109
1063.763494	1.735272	0.098069	7703.972656
1063.764361	1.681824	0.098069	9162.113281
1063.765452	1.621139	0.098069	10930.775391
1063.766450	1.566504	0.098069	12494.146484
1063.767356	0.838400	0.098069	13253.736328
1063.768357	0.092153	0.098069	13345.981445
1063.769402	0.090806	0.098069	13440.873047
1063.770292	0.090923	0.098069	13521.793945
1063.771171	0.090820	0.098069	13601.625000
1063.772263	0.091069	0.098069	13701.072266
1063.773228	0.090912	0.098069	13788.801758
1063.774095	0.090912	0.098069	13867.622070
1063.775135	0.090927	0.098069	13962.185547
1063.776161	0.090864	0.098069	14055.412109
1063.777043	0.090890	0.098069	14135.577148
1064.790784	1.457095	0.107588	619.265259
1064.791862	1.906875	0.107588	2674.876465
1064.792867	1.850753	0.107588	4534.883789
1064.793748	1.792980	0.107588	6114.499023
1064.794631	1.737623	0.107588	7648.820312
1064.795623	1.679810	0.107588	9315.191406
1064.796565	1.624673	0.107588	10845.632812
1064.797474	1.575187	0.107588	12277.477539
1064.798352	1.102192	0.107588	13245.202148
1064.799382	0.094036	0.107588	13342.058594
1064.800280	0.090791	0.107588	13423.588867
1064.801150	0.090791	0.107588	13502.577148
1064.802085	0.090963	0.107588	13587.627930
1064.803067	0.090813	0.107588	13676.806641
1064.803976	0.090853	0.107588	13759.392578
1064.804858	0.090923	0.107588	13839.586914
1064.805878	0.090820	0.107588	13932.223633
1064.806770	0.090802	0.107588	14013.218750
1064.807643	0.090981	0.107588	14092.645508
1065.848290	1.546428	0.097598	796.410522
1065.849310	1.905604	0.097598	2740.126953
1065.850209	1.854675	0.097598	4407.479980
1065.851173	1.792895	0.097598	6135.831055
1065.852226	1.725941	0.097598	7953.247070
1065.853166	1.670607	0.097598	9523.617187
1065.854033	1.620626	0.097598	10928.700195
1065.855096	1.563721	0.097598	12590.935547
1065.856117	0.538846	0.097598	13141.097656
1065.857008	0.090817	0.097598	13222.015625
1065.857984	0.090919	0.097598	13310.752930
1065.859039	0.090934	0.097598	13406.688477
1065.859953	0.090861	0.097598	13489.735352
1065.860814	0.090912	0.097598	13568.010742
1065.861894	0.090978	0.097598	13666.266602
1065.862878	0.090908	0.097598	13755.720703
1065.863756	0.090883	0.097598	13835.515625
1065.864754	0.090916	0.097598	13926.249023
1065.865803	0.090850	0.097598	14021.549805
1066.877435	1.468107	0.105163	623.945374
1066.878526	1.906395	0.105163	2703.822510
1066.879513	1.851427	0.105163	4531.180664
1066.880381	1.794423	0.105163	6088.739258
1066.881407	1.730695	0.105163	7864.431641
1066.882471	1.668018	0.105163	9639.202148
1066.883358	1.616957	0.105163	11073.442383
1066.884260	1.566800	0.105163	12486.696289
1066.885367	0.591379	0.105163	13141.353516
1066.886300	0.090747	0.105163	13226.020508
1066.887203	0.090897	0.105163	13308.100586
