time (s)	magX	magY	magZ
975.301979	-1.011689	34.291641	-12.082409
975.305307	-0.368790	33.590298	-12.140854
975.309510	-0.310345	33.122734	-12.549969
975.312924	-0.894798	33.298069	-12.959087
975.316232	-0.544126	32.596725	-12.725307
975.319500	-1.070134	32.538280	-12.842197
975.322400	-0.661017	32.655170	-12.783752
975.325735	-0.427236	32.479836	-12.725307
975.329067	-1.011689	32.070717	-12.783752
975.332396	-0.894798	32.421391	-13.894215
975.335308	-0.719462	32.479836	-12.433079
975.338654	-0.953244	32.421391	-13.426651
975.341969	-0.836353	32.187611	-12.140854
975.345302	-0.018118	31.778492	-13.426651
975.348638	-0.777908	32.421391	-13.368206
975.351967	-0.485681	32.479836	-13.485096
975.355300	-1.070134	32.830509	-13.017532
975.358649	-0.602572	32.246056	-13.835766
975.361982	-0.310345	32.362946	-13.426651
975.365298	-0.719462	32.012272	-13.192867
975.368639	-0.602572	32.421391	-12.725307
975.371968	-0.193454	32.012272	-13.251316
975.375329	-0.894798	32.362946	-12.257744
975.378634	-1.070134	32.655170	-12.900642
975.381972	-1.070134	32.362946	-12.842197
975.385301	-0.719462	32.362946	-13.192867
975.388637	-0.661017	32.888954	-13.601986
975.391966	-0.836353	32.421391	-13.309761
975.395296	-0.193454	32.479836	-13.017532
975.398634	-0.836353	32.655170	-13.017532
975.401965	-0.427236	32.772064	-12.725307
975.405296	0.098773	32.830509	-12.666862
975.409609	0.098773	33.707188	-13.192867
975.412877	-0.310345	33.648743	-12.783752
975.416144	-0.544126	33.414963	-13.134422
975.419504	0.098773	33.707188	-12.140854
975.422809	-0.602572	34.291641	-13.601986
975.425735	-0.310345	34.174751	-12.666862
975.429061	-0.485681	34.700760	-12.900642
975.432384	-0.310345	34.759205	-12.257744
975.435296	-0.485681	34.817650	-13.485096
975.438624	-0.602572	35.635883	-12.433079
975.441967	-0.836353	35.986557	-13.777321
975.445291	-0.427236	35.811218	-12.199299
975.448653	-0.251899	36.395672	-12.257744
975.451962	0.040327	36.454117	-12.666862
975.455291	-0.018118	36.687904	-12.374634
975.458630	0.215663	36.804794	-13.777321
975.461993	-0.193454	37.447693	-12.959087
975.465292	0.157218	37.447693	-12.900642
975.468630	-0.135009	37.681473	-12.900642
975.471963	-0.076563	38.265926	-13.368206
975.475293	0.215663	38.499706	-11.790180
975.478625	0.098773	39.259499	-11.030392
975.481960	0.332554	39.493279	-12.491524
975.485289	-0.076563	40.019287	-12.549969
975.488624	0.449445	40.311512	-12.666862
975.491959	0.332554	41.246639	-12.140854
975.495286	0.449445	41.714199	-12.082409
975.498620	0.157218	41.714199	-10.913502
975.501951	0.449445	42.298653	-11.673290
975.505309	0.449445	43.701344	-12.608414
975.509502	0.566335	44.461132	-12.725307
975.512815	0.157218	45.337811	-12.082409
975.516139	0.741672	45.688488	-11.322617
975.519483	0.449445	46.389832	-11.731735
975.522825	0.683226	47.383400	-12.491524
975.525737	0.800117	48.435417	-11.965515
975.529076	0.566335	49.195206	-11.030392
975.532393	0.858562	50.188778	-11.731735
975.535343	0.858562	50.948566	-12.140854
975.538616	1.209234	51.766800	-12.199299
975.541953	0.683226	52.585037	-11.965515
975.545285	0.917008	52.994152	-11.030392
975.548657	1.209234	54.046169	-10.387493
975.551952	1.150789	54.864407	-11.030392
975.555286	1.384570	56.150204	-11.381062
975.558619	1.092344	57.669785	-10.679718
975.561945	1.384570	58.721798	-10.153713
975.565283	1.267680	59.656925	-9.919930
975.568613	1.092344	61.293392	-9.569260
975.571948	0.800117	62.696083	-9.861485
975.575279	1.267680	63.864990	-9.393921
975.578611	1.969024	65.150787	-8.692577
975.581947	1.092344	66.670364	-8.225014
975.585277	1.559906	68.365288	-8.341908
975.588613	1.618352	70.001755	-7.465225
975.591952	1.676797	71.053764	-7.991234
975.595278	1.793688	73.274689	-7.056110
975.598625	1.735243	74.268265	-6.354763
975.601949	2.144360	76.021622	-6.120983
975.605275	1.852133	77.599648	-5.594975
975.609903	2.319696	81.281708	-4.309174
975.612804	2.670368	82.567505	-3.490940
975.616162	3.021040	84.846870	-3.607830
975.619474	3.021040	87.243134	-1.912918
975.622436	3.430157	89.405609	-2.029812
975.625721	2.962595	90.866745	-0.393333
975.629049	2.611923	93.672119	-0.568672
975.632389	3.196376	95.542374	0.541790
975.635705	3.488603	98.698418	1.827587
975.638606	3.722385	101.386902	3.522499
975.641947	3.839275	103.198715	4.516075
975.645273	4.189947	106.120979	5.918762
975.648609	3.897721	108.809471	6.503216
975.651942	4.131502	111.673286	8.139683
975.655270	4.131502	115.004669	9.717709
975.658609	4.365283	118.043831	10.828167
975.661940	4.774401	120.966103	13.224430
975.665290	4.715956	124.589722	14.860897
975.668603	4.891292	127.979538	16.906483
975.671939	5.300409	131.720047	19.068966
975.675274	5.183518	136.044998	20.354763
975.678616	5.826417	139.434830	24.153713
975.681940	5.417299	144.168900	25.264172
975.685273	5.358854	147.500290	28.478664
975.688611	6.001753	152.292816	29.998241
975.691947	6.352426	156.617767	33.621853
975.695313	6.586207	161.001175	37.362362
975.698603	6.703098	165.033905	41.161304
975.701937	7.053770	170.410873	44.200466
975.705268	7.170661	175.144943	47.999416
975.709475	7.462888	186.483337	55.363529
975.712804	8.222676	191.509644	60.272938
975.716144	8.398013	196.009933	64.714798
975.719481	8.807131	201.679138	70.091766
975.722390	9.099358	207.173004	76.520752
975.725710	9.508475	213.718872	81.839279
975.729035	9.742256	219.154297	88.443604
975.732364	9.917592	225.291046	94.463470
975.735692	10.794272	231.720062	100.950912
975.738631	11.028054	238.090607	108.782578
975.741930	12.080070	244.344254	115.562241
975.745270	12.372297	249.662766	123.803040
975.748594	12.898305	256.150208	131.868500
975.751938	13.482759	262.637634	142.271774
975.755257	14.184102	269.884857	151.097031
975.758594	15.119229	275.378723	160.565186
975.761931	16.405025	282.216827	170.500870
975.765265	16.697252	288.879608	183.534180
975.768598	17.223261	294.607239	194.814148
975.771923	17.924604	300.919342	205.568085
975.775259	19.444185	307.114532	218.484528
975.778590	20.203974	313.075989	232.628296
975.781940	20.496201	319.095825	246.713623
975.785277	21.314436	323.479248	261.850983
975.788587	22.892460	329.791351	275.702515
975.791930	23.418468	333.473419	292.710114
975.795262	23.944477	338.090607	310.886627
975.798590	25.054937	339.843964	330.115143
975.801921	25.873173	345.454712	345.486267
975.805257	26.749853	345.863831	363.604340
975.809884	28.912331	348.610748	403.873199
975.812804	29.321447	347.032715	424.504364
975.816133	30.081236	346.798950	447.882538
975.819561	30.548803	344.402679	468.747528
975.822373	32.419056	340.837524	489.086456
975.825720	33.178844	336.395691	511.646393
975.829022	33.938633	331.895386	537.070068
975.832347	35.282875	323.011688	558.168884
975.835674	36.218002	315.764465	580.553467
975.838593	37.386909	306.939209	601.009338
975.841919	38.205143	294.373444	622.517212
975.845260	39.607834	281.749268	643.966614
975.848590	39.841614	268.423737	666.409668
975.851922	40.835186	253.169495	686.514893
975.855251	42.646992	237.915237	705.217346
975.858585	43.640564	219.388062	724.913452
975.861923	44.517242	200.218002	742.973083
975.865249	45.686150	180.521912	763.253601
975.868607	46.095268	160.066040	775.527100
975.871920	47.439510	137.739914	789.495544
975.875253	47.907070	115.180016	803.756226
975.878578	49.368206	91.626534	813.867310
975.881916	50.654003	67.897720	825.380981
975.885279	51.180012	43.409115	828.127991
975.888595	52.524254	19.680304	835.258301
975.891916	52.641144	-5.743425	839.817078
975.895247	53.400936	-29.589130	838.122070
975.898580	53.459385	-54.019291	835.258301
975.901919	53.284046	-77.748100	834.323120
975.905283	53.634716	-100.775574	830.231995
975.909904	52.816483	-143.791351	811.178772
975.912817	52.232029	-164.773239	802.470520
975.916125	51.472237	-184.586197	789.437134
975.919522	50.946232	-202.353577	772.429565
975.922352	49.894215	-218.893631	755.714172
975.925744	49.134422	-234.147873	739.817078
975.929002	47.790180	-248.934540	720.939148
975.932337	46.036819	-261.734070	698.905273
975.935671	44.926361	-273.423126	680.904114
975.938572	43.523670	-283.826416	658.636414
975.941915	41.594975	-294.112793	634.732300
975.945244	40.133842	-303.054932	611.821716
975.948576	39.023376	-309.776154	588.209778
975.951912	37.270020	-314.919342	565.532959
975.955256	35.633549	-317.783173	543.966614
975.958574	34.581532	-323.160126	519.945618
975.961914	33.237289	-324.913513	497.035065
975.965241	31.367037	-327.660431	474.358246
975.968576	30.139683	-326.959106	452.090607
975.971908	29.204557	-324.504395	430.056702
975.975240	27.684978	-322.575714	409.074829
975.978578	27.158970	-322.400330	388.969604
975.981907	26.048510	-320.413208	368.572174
975.985241	25.054937	-315.854462	349.519012
975.988580	23.769140	-311.529510	331.926941
975.991906	22.950905	-308.782593	312.406189
975.995240	21.606663	-304.106964	294.814148
975.998594	21.197544	-299.139099	278.858551
976.001907	21.080654	-294.346588	264.071899
976.005234	20.203974	-288.560486	247.531860
976.009859	19.385738	-277.105194	219.302734
976.012785	18.099939	-271.786682	206.620117
976.016122	18.041494	-265.416138	194.814148
976.019494	17.164816	-259.162476	183.943314
976.022357	16.580362	-252.791931	173.189377
976.025712	16.171244	-246.888962	162.201630
976.029017	15.119229	-242.505554	152.032150
976.032337	15.353011	-236.661011	143.499130
976.035274	14.827003	-230.933365	134.030975
976.038563	14.359439	-224.971954	125.790192
976.041900	13.541203	-219.887192	118.075394
976.045231	13.248977	-212.581528	111.237289
976.048567	13.073641	-207.087677	104.340744
976.051902	12.606078	-202.587372	96.333725
976.055235	11.846289	-196.450623	91.248978
976.058562	11.670953	-191.541199	85.346008
976.061904	11.437172	-185.872009	81.021042
976.065236	10.326710	-181.547043	75.877853
976.068565	10.092928	-176.520752	69.799530
976.071897	9.742256	-171.436005	66.409698
976.075233	9.333138	-165.708359	60.272938
976.078586	8.865576	-161.617187	56.532436
976.081914	8.573350	-157.350677	52.908825
976.085238	8.631795	-153.025726	48.876095
976.088565	8.456458	-148.116302	46.246052
976.091893	8.047340	-144.726471	42.739330
976.095230	7.345997	-140.927536	39.466396
976.098562	6.995325	-136.777908	36.368786
976.101892	6.527762	-132.745178	33.855640
976.105229	5.767972	-130.232025	31.634716
976.109854	5.884862	-122.517242	26.725307
976.112763	5.534190	-119.010521	24.621273
976.116094	5.651081	-116.964935	22.283459
976.119479	4.891292	-113.282867	20.004093
976.122363	4.657511	-109.659264	18.426067
976.125647	4.891292	-107.438339	16.789593
976.128986	4.599065	-104.516075	15.737576
976.132325	4.306838	-102.236702	14.393337
976.135639	4.482174	-99.489769	12.698421
976.138554	4.131502	-97.327293	11.587963
976.141888	4.599065	-94.755699	10.360607
976.145228	4.248393	-92.008766	9.074810
976.148560	4.365283	-89.963181	7.555229
976.151891	3.780830	-87.391586	6.912331
976.155222	4.131502	-85.462883	5.801872
976.158554	4.131502	-83.183517	5.392750
976.161893	3.371712	-81.547050	3.873173
976.165231	3.371712	-79.852135	3.054935
976.168556	3.079486	-78.449448	2.879604
976.171888	2.904150	-75.936295	1.593807
976.175232	3.254822	-74.592056	1.769138
976.178548	3.371712	-72.955582	0.191120
976.181889	2.728813	-72.254242	-0.159554
976.185219	2.553478	-70.617767	-0.276443
976.188551	2.495032	-69.098190	-1.445358
976.191884	3.254822	-67.111046	-1.737579
976.195253	2.261250	-65.766808	-1.503799
976.198555	2.495032	-64.422562	-1.971363
976.201886	2.728813	-63.604324	-2.964935
976.205215	2.436587	-61.617180	-3.198715
976.209432	2.261250	-58.987144	-4.075394
976.212755	2.261250	-58.110462	-4.601406
976.216142	1.852133	-56.766216	-5.419640
976.219471	2.085915	-56.006432	-5.594975
976.222733	1.676797	-55.129749	-6.413212
976.225638	1.793688	-54.253071	-6.179428
976.228975	1.384570	-52.850384	-6.588547
976.232319	1.092344	-51.564587	-6.822327
976.235643	1.209234	-50.921684	-6.939217
976.238552	1.150789	-49.694328	-7.056110
976.241881	0.507890	-49.226765	-7.114555
976.245214	0.975453	-48.408531	-7.465225
976.248548	0.449445	-47.707188	-7.582115
976.251879	0.332554	-47.590298	-8.400352
976.255211	0.507890	-46.538280	-7.348335
976.258547	0.683226	-46.187611	-7.231445
976.261893	1.033898	-45.427822	-7.523670
976.265210	0.800117	-44.668030	-8.575687
976.268583	0.507890	-44.083576	-8.634132
976.271881	0.741672	-43.265343	-8.341908
976.275209	0.683226	-42.856224	-8.341908
976.278545	0.449445	-42.271770	-7.932789
976.281905	1.209234	-42.096436	-8.751022
976.285211	0.566335	-41.453537	-7.815899
976.288547	0.917008	-41.219757	-9.393921
976.291878	0.624781	-40.401520	-8.341908
976.295210	1.092344	-39.583286	-8.809467
976.298540	0.332554	-39.817066	-8.575687
976.301877	0.741672	-38.531269	-8.809467
976.305213	0.975453	-38.823498	-9.160141
976.309462	0.624781	-37.362362	-9.043251
976.312821	0.391000	-37.537701	-9.218586
976.316097	0.566335	-37.245472	-9.335476
976.319382	0.507890	-36.719463	-9.101696
976.322298	0.917008	-36.836357	-9.510815
976.325660	0.975453	-35.842781	-9.335476
976.328961	0.800117	-36.193459	-9.861485
976.332289	0.215663	-35.550556	-10.095264
976.335203	0.858562	-35.609001	-10.445938
976.338537	0.800117	-35.258327	-10.738163
976.341869	0.098773	-35.082993	-10.445938
976.345206	0.624781	-35.024548	-10.679718
976.348537	0.332554	-34.732319	-10.855057
976.351875	0.332554	-34.323204	-10.153713
976.355225	0.332554	-34.323204	-9.978374
976.358538	-0.310345	-34.089420	-10.329048
976.361867	-0.368790	-33.914085	-10.095264
976.365204	-0.076563	-33.680305	-9.919930
976.368539	-0.427236	-33.446522	-10.095264
976.371872	0.040327	-33.212742	-10.329048
976.375202	-0.310345	-34.030975	-10.329048
976.378535	-0.193454	-33.329632	-10.445938
976.381868	-0.368790	-33.972530	-9.861485
976.385200	-0.193454	-33.212742	-9.861485
976.388537	-0.018118	-33.680305	-10.445938
976.391894	-0.368790	-33.154297	-10.153713
976.395196	-0.719462	-33.446522	-10.036819
976.398531	-0.193454	-33.212742	-10.504383
976.401863	-0.368790	-32.862068	-10.504383
976.405195	-0.135009	-32.686733	-10.679718
976.409450	-1.011689	-33.095852	-11.030392
976.412720	-0.427236	-33.621861	-10.738163
976.416061	-0.135009	-33.271187	-10.329048
976.419382	-0.602572	-33.212742	-10.329048
976.422298	-0.485681	-33.037407	-10.562828
976.425621	-0.427236	-33.563416	-10.270603
976.428953	0.157218	-33.797195	-10.270603
976.432312	-0.251899	-33.446522	-10.212158
976.435229	0.098773	-33.797195	-9.744595
976.438532	-0.076563	-33.972530	-9.686150
976.441915	-0.076563	-34.440094	-10.036819
976.445197	-0.310345	-33.738750	-9.803040
976.448530	-0.777908	-34.381649	-9.335476
976.451859	-0.427236	-34.673874	-9.510815
976.455198	-0.602572	-34.498539	-10.329048
976.458528	-0.544126	-35.258327	-9.978374
976.461861	-0.076563	-34.907658	-10.621273
976.465196	-0.661017	-35.492111	-9.861485
976.468525	0.215663	-35.550556	-8.692577
976.471859	0.332554	-35.784336	-9.277031
976.475192	-0.018118	-36.719463	-8.458797
976.478537	0.858562	-36.427238	-7.991234
976.481856	-0.076563	-36.661018	-8.692577
976.485194	0.157218	-36.953247	-8.517242
976.488521	0.215663	-37.070137	-9.569260
976.491853	0.332554	-38.122154	-8.634132
976.495215	0.507890	-37.537701	-8.400352
976.498522	-0.018118	-38.472824	-8.984806
976.501880	-0.135009	-38.881943	-9.744595
976.505195	0.157218	-38.472824	-8.692577
976.509383	0.098773	-39.875511	-8.575687
976.512702	-0.427236	-39.875511	-8.166569
976.516036	0.215663	-40.226185	-8.341908
976.519393	-0.251899	-39.933960	-8.751022
976.522286	-0.076563	-40.518410	-8.517242
976.525648	0.391000	-41.687317	-7.991234
976.528963	0.566335	-42.213326	-8.517242
976.532417	0.391000	-42.447109	-7.289890
976.535185	0.449445	-43.499123	-8.458797
976.538549	0.157218	-43.966686	-7.932789
976.541857	0.215663	-44.375805	-7.932789
976.545184	0.683226	-45.369373	-7.991234
976.548517	0.741672	-45.778496	-7.815899
976.551859	0.040327	-46.304501	-7.932789
976.555186	0.858562	-46.479839	-6.939217
976.558518	0.566335	-47.765636	-6.237873
976.561846	0.741672	-48.817654	-6.646992
976.565183	1.150789	-49.518997	-6.120983
976.568515	1.033898	-50.045006	-6.296318
976.571846	0.800117	-51.155464	-6.004093
976.575186	1.092344	-51.915257	-6.354763
976.578516	1.326125	-52.499710	-5.185860
976.581858	1.267680	-54.077732	-4.659847
976.585182	1.618352	-53.960842	-4.484512
976.588516	1.793688	-55.246639	-5.536530
976.591847	1.910578	-57.058449	-4.542957
976.595182	1.676797	-58.110462	-4.484512
976.598512	1.735243	-58.519577	-3.724720
976.601841	1.735243	-60.682060	-4.426067
976.605181	2.202805	-61.091179	-2.789597
976.609358	1.852133	-63.779663	-1.912918
976.612704	2.202805	-66.000587	-1.445358
976.616050	2.319696	-66.351257	-1.386909
976.619427	1.910578	-67.929276	-0.919346
976.622283	1.793688	-69.624199	-0.101112
976.625628	2.670368	-70.909996	1.184685
976.629001	2.144360	-72.721802	0.483341
976.632266	3.021040	-74.066040	1.710697
976.635175	2.904150	-75.760963	2.470486
976.638504	2.670368	-77.631210	3.405609
976.641847	2.611923	-79.267677	3.171829
976.645170	2.495032	-81.313271	4.808296
976.648505	3.021040	-82.306839	5.684978
976.651846	3.137931	-84.410873	6.152542
976.655176	2.962595	-86.631798	7.321449
976.658505	3.430157	-89.086502	7.789013
976.661859	3.897721	-91.307426	10.126827
976.665171	3.663939	-93.236115	11.295734
976.668508	3.780830	-96.041504	12.932201
976.671837	3.897721	-98.496201	13.224430
976.675164	3.663939	-101.009354	14.217999
976.678501	4.423729	-103.288719	16.614262
