crossing time (s)	slope (V/s)	crossing number
4102.041390	8.313661	1267
4103.117124	8.527355	1268
4104.130486	9.233052	1269
4105.207532	8.123509	1270
4106.222529	8.443895	1271
4107.300011	8.403033	1272
4108.321284	8.975090	1273
4109.390528	8.700550	1274
4110.413505	9.089615	1275
4111.476415	8.436145	1276
4112.508835	9.701507	1277
4113.570527	8.501372	1278
4114.595261	9.116655	1279
4115.658170	9.151220	1280
4116.691768	9.198902	1281
4117.749445	9.098070	1282
4118.777252	9.508526	1283
4119.845015	9.118057	1284
4120.874026	9.601175	1285
4121.928131	8.695730	1286
4122.962060	9.427857	1287
4124.034019	9.811107	1288
4125.051335	10.322876	1289
4126.121274	9.444771	1290
4127.145144	9.700404	1291
4128.219693	9.789470	1292
4129.236875	10.110949	1293
4130.302303	9.895871	1294
4131.329090	9.785787	1295
4132.393397	10.020664	1296
4133.425152	10.431879	1297
4134.480523	10.031818	1298
4135.519927	10.508351	1299
4136.565017	10.156563	1300
4137.617611	10.651738	1301
4138.658935	10.670884	1302
4139.704336	10.592993	1303
4140.752177	10.368283	1304
4141.796806	10.508673	1305
4142.842716	10.804544	1306
4143.882614	10.804349	1307
4144.932319	10.362973	1308
4145.981755	11.110258	1309
4147.031651	11.065646	1310
4148.067051	11.139435	1311
4149.126924	10.958733	1312
4150.155905	11.581659	1313
4151.214328	10.951356	1314
4152.248844	11.509783	1315
4153.306581	11.202030	1316
4154.340639	11.351131	1317
4155.396887	11.351481	1318
4156.434520	11.801852	1319
4157.491330	11.487906	1320
4158.531263	12.100522	1321
4159.576589	12.059323	1322
4160.618694	11.989211	1323
4161.667974	11.889640	1324
4162.714969	11.857667	1325
4163.759236	12.510318	1326
4164.804670	12.209097	1327
4165.854080	12.207454	1328
4166.897701	12.385391	1329
4167.942360	11.913522	1330
4168.980995	12.546573	1331
4170.035109	12.145377	1332
4171.073325	12.650359	1333
4172.131554	12.339064	1334
4173.163603	13.108866	1335
4174.225522	12.562425	1336
4175.250972	12.865112	1337
4176.313763	12.885391	1338
4177.344406	13.154454	1339
4178.414502	13.027261	1340
4179.433179	13.399402	1341
4180.503485	12.881242	1342
4181.526454	13.052099	1343
4182.594160	13.317813	1344
4183.620976	13.681156	1345
4184.684829	13.326513	1346
4185.709284	13.442595	1347
4186.776004	13.231454	1348
4187.804899	13.774526	1349
4188.867782	13.578595	1350
4189.894250	13.856185	1351
4190.958404	13.537016	1352
4191.987130	13.691915	1353
4193.050182	14.036968	1354
4194.076929	14.347099	1355
4195.142297	13.708809	1356
4196.168482	14.656418	1357
4197.236284	13.962843	1358
4198.258887	14.681078	1359
4199.327594	14.078915	1360
4200.348647	14.796125	1361
4201.420345	14.232820	1362
4202.439711	14.674121	1363
4203.507153	14.591056	1364
4204.535193	15.019066	1365
4205.598437	14.674845	1366
4206.627581	15.129106	1367
4207.685390	14.916734	1368
4208.718764	15.009204	1369
4209.774902	14.942785	1370
