time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4102.043087	265.206665	0.816625	-0.020798	243
4104.133896	265.350098	0.814529	-0.020576	245
4106.227330	265.510651	0.818168	-0.020565	247
4108.321977	265.616852	0.824495	-0.020328	249
4110.414237	265.693634	0.831643	-0.020452	251
4112.507205	265.701569	0.836868	-0.020525	253
4114.598626	265.710052	0.843933	-0.020466	255
4116.690293	265.707306	0.849674	-0.020548	1
4118.780258	265.696960	0.854986	-0.020585	3
4120.871144	265.736267	0.861568	-0.020721	5
4122.961036	265.686768	0.864891	-0.020712	7
4125.051344	265.644714	0.869379	-0.020752	9
4127.142411	265.626404	0.873777	-0.021108	11
4129.235464	265.586761	0.880471	-0.021052	13
4131.328914	265.559753	0.887142	-0.021431	15
4133.424279	265.529297	0.893665	-0.021811	17
4135.518659	265.458252	0.900773	-0.021897	19
4137.613661	265.405579	0.907256	-0.021890	21
4139.705253	265.338593	0.913503	-0.021904	23
4141.796884	265.352600	0.921268	-0.021730	25
4143.886953	265.462982	0.928490	-0.021832	27
4145.978346	265.505646	0.933847	-0.022082	29
4148.068360	265.565277	0.938546	-0.021989	31
4150.158697	265.561127	0.942710	-0.021933	33
4152.250413	265.588806	0.947932	-0.022401	35
4154.342589	265.559479	0.953216	-0.022086	37
4156.434669	265.550110	0.959087	-0.022433	39
4158.527880	265.579742	0.965824	-0.022472	41
4160.619952	265.593689	0.970236	-0.022483	43
4162.712975	265.661926	0.975061	-0.022792	45
4164.804551	265.729919	0.981027	-0.022912	47
4166.895789	265.732605	0.987646	-0.022941	49
4168.985481	265.714233	0.993293	-0.023303	51
4171.074403	265.537750	0.998495	-0.023244	53
4173.163586	265.293243	1.002034	-0.023335	55
4175.253100	265.008057	1.006107	-0.023441	57
4177.342985	264.916199	1.009994	-0.023218	59
4179.433776	264.848297	1.013111	-0.023273	61
4181.525882	264.888214	1.015830	-0.023356	63
4183.618187	264.982056	1.018956	-0.023449	65
4185.710118	265.096069	1.024642	-0.023628	67
4187.802279	265.131073	1.030364	-0.023747	69
4189.893826	265.193390	1.036045	-0.023730	71
4191.985190	265.192474	1.039137	-0.023963	73
4194.076301	265.140137	1.043167	-0.023694	75
4196.167377	265.138428	1.047058	-0.023713	77
4198.258363	265.113342	1.051046	-0.023912	79
4200.349123	265.094360	1.055657	-0.024025	81
4202.441047	265.051819	1.060958	-0.024363	83
4204.533777	265.084869	1.067105	-0.024557	85
4206.627200	265.066681	1.073543	-0.024599	87
4208.720370	265.087769	1.079634	-0.024964	89
4210.814295	265.068604	1.086214	-0.025025	91
4212.907435	264.954742	1.089854	-0.025050	93
4214.999137	264.883728	1.090029	-0.025809	95
4217.089598	264.893555	1.089444	-0.025852	97
4219.180758	264.880493	1.089757	-0.026186	99
4221.271233	264.920258	1.090279	-0.026470	101
4223.359960	264.897430	1.089495	-0.026761	103
4225.451083	264.882812	1.089365	-0.027125	105
4227.541525	264.901428	1.086782	-0.027606	107
4229.632025	264.906311	1.086374	-0.027726	109
4231.721988	264.893341	1.084777	-0.027899	111
4233.814155	264.886322	1.081754	-0.028398	113
4235.904925	264.909302	1.080066	-0.028529	115
4237.995878	264.923431	1.078564	-0.028995	117
4240.086135	264.896210	1.077229	-0.029153	119
4242.175992	264.885712	1.075938	-0.029386	121
4244.264865	264.809387	1.073954	-0.029755	123
4246.353512	264.677582	1.074900	-0.030189	125
4248.442432	264.427032	1.073903	-0.030632	127
4250.530979	264.233398	1.072055	-0.031042	129
4252.619634	264.041595	1.068811	-0.030986	131
4254.709416	263.935333	1.066896	-0.031492	133
4256.799529	263.933075	1.063282	-0.031740	135
4258.890069	263.919189	1.061927	-0.032152	137
4260.980657	263.968262	1.060607	-0.032407	139
4263.071345	263.953156	1.058759	-0.032724	141
4265.161695	263.985840	1.057485	-0.032959	143
4267.252383	263.984497	1.056320	-0.033325	145
4269.343020	263.971436	1.055598	-0.033501	147
4271.433396	263.924347	1.054145	-0.034053	149
4273.523687	263.905853	1.053611	-0.034152	151
4275.614895	263.877899	1.051785	-0.034405	153
4277.706053	263.899902	1.049542	-0.034554	155
4279.798408	263.903625	1.048839	-0.035042	157
4281.889398	263.922363	1.046298	-0.035227	159
4283.982699	263.943085	1.046176	-0.035607	161
4286.075330	263.942780	1.045680	-0.035916	163
4288.167403	263.945251	1.043670	-0.036184	165
4290.258911	263.895721	1.043493	-0.036505	167
4292.350130	263.850830	1.043234	-0.036651	169
4294.440467	263.854675	1.040885	-0.036814	171
4296.530775	263.840179	1.040274	-0.037470	173
4298.621067	263.817474	1.039971	-0.037489	175
4300.712070	263.829590	1.039345	-0.037852	177
4302.801718	263.815216	1.036582	-0.037901	179
4304.892867	263.811493	1.034179	-0.038267	181
4306.983106	263.856598	1.032505	-0.038437	183
4309.074078	263.814178	1.030838	-0.038708	185
4311.164923	263.841187	1.030105	-0.038967	187
4313.254989	263.834351	1.029325	-0.039412	189
4315.345309	263.864838	1.027371	-0.039437	191
4317.434620	263.752441	1.027523	-0.039895	193
