time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10088.204537	92.212082	1.836486	0.031364	97
10090.294394	92.952644	1.831377	0.029088	99
10092.384059	92.957077	1.827168	0.028086	101
10094.475683	92.760849	1.831041	0.026614	103
10096.567849	92.691025	1.825783	0.027702	105
10098.659345	92.660255	1.827535	0.026545	107
10100.751937	92.556000	1.824781	0.025466	109
10102.842380	92.559624	1.821668	0.025918	111
10104.932791	92.387192	1.823467	0.024907	113
10107.024205	92.271645	1.816811	0.024484	115
10109.116049	92.269638	1.812289	0.024913	117
10111.210015	92.451363	1.802781	0.024223	119
10113.303832	92.752533	1.796451	0.023555	121
10115.395626	92.928520	1.795435	0.021718	123
10117.484213	92.840256	1.803148	0.020549	125
10119.573147	92.158005	1.804021	0.020753	127
10121.663609	92.031296	1.791768	0.022201	129
10123.757858	92.372284	1.786327	0.021997	131
10125.851594	92.716103	1.778144	0.020791	133
10127.943807	92.840950	1.778211	0.019695	135
10130.033020	92.755890	1.785215	0.018635	137
10132.122013	92.457306	1.790142	0.018654	139
10134.211800	92.277512	1.786027	0.018050	141
10136.302928	92.257851	1.779399	0.018301	143
10138.394251	92.355721	1.777013	0.017750	145
10140.485850	92.478127	1.773793	0.016766	147
10142.577591	92.562485	1.768851	0.015894	149
10144.668596	92.613342	1.765381	0.015681	151
10146.759639	92.634094	1.761902	0.014661	153
10148.850944	92.677223	1.762088	0.014330	155
10150.942122	92.701683	1.759868	0.013690	157
10153.034933	92.607880	1.756006	0.013103	159
10155.127977	92.501358	1.747505	0.012257	161
10157.221136	92.186340	1.742192	0.012044	163
10159.313583	91.866615	1.762956	0.012658	165
10161.403886	92.111931	1.769054	0.012415	167
10163.493099	92.699158	1.761503	0.011158	169
10165.582162	92.895653	1.754317	0.010031	171
10167.673146	92.923187	1.750095	0.009077	173
10169.765669	92.691475	1.756045	0.008853	175
10171.859078	92.556870	1.764625	0.008102	177
10173.952348	92.375900	1.762684	0.008293	179
10176.044750	92.301201	1.766713	0.007490	181
10178.136658	92.217735	1.770203	0.007553	183
10180.228125	92.248337	1.770817	0.006849	185
10182.319850	92.306885	1.774156	0.006103	187
10184.411284	92.375389	1.776284	0.005608	189
10186.502940	92.402382	1.774909	0.005099	191
10188.594170	92.534096	1.776604	0.004253	193
10190.685678	92.603119	1.777756	0.003954	195
10192.776693	92.702774	1.777573	0.003324	197
10194.866759	92.687286	1.777716	0.002571	199
10196.956590	92.528702	1.777543	0.002075	201
10199.046492	92.160278	1.770873	0.001364	203
10201.137373	91.922859	1.765903	0.001281	205
10203.228702	92.028793	1.761645	0.001167	207
10205.321817	92.254692	1.766217	0.000654	209
10207.415236	92.406914	1.771858	-0.000024	211
10209.508405	92.514877	1.777653	-0.000655	213
10211.600523	92.533325	1.780312	-0.001422	215
10213.691913	92.574089	1.783493	-0.002099	217
10215.782706	92.564751	1.782028	-0.002147	219
10217.873536	92.503487	1.781330	-0.002430	221
10219.964243	92.457001	1.784380	-0.002899	223
10222.055323	92.378807	1.786025	-0.002921	225
10224.146599	92.372322	1.784665	-0.003549	227
10226.238232	92.314125	1.783667	-0.004027	229
10228.330195	92.311859	1.781577	-0.004334	231
10230.422423	92.254906	1.782771	-0.004951	233
10232.514600	92.131927	1.783560	-0.005129	235
10234.606741	91.960884	1.786856	-0.005659	237
10236.698434	91.880493	1.788767	-0.005705	239
10238.789178	91.937317	1.789073	-0.006359	241
10240.879369	92.137962	1.787128	-0.006683	243
10242.969114	92.370483	1.781918	-0.007258	245
10245.059001	92.376816	1.775829	-0.008130	247
10247.149829	92.261520	1.776072	-0.008856	249
10249.241107	92.169106	1.773905	-0.009459	251
10251.333335	92.086845	1.777562	-0.009790	253
10253.425606	92.107178	1.782245	-0.010379	255
10255.518133	92.145912	1.783570	-0.010820	1
10257.610444	92.099304	1.785974	-0.011124	3
10259.702445	92.173645	1.788451	-0.011734	5
10261.794420	92.199219	1.787920	-0.012102	7
10263.885844	92.205879	1.786625	-0.012471	9
10265.977212	92.209465	1.789817	-0.012851	11
10268.068309	92.138603	1.789298	-0.013476	13
