time (s)	det(V)
10088.802073	0.000751	
10088.803814	0.005493	
10088.805292	0.003386	
10088.807053	0.003406	
10088.808545	0.002653	
10088.810306	0.011032	
10088.811788	0.005049	
10088.813540	0.006306	
10088.815025	0.007615	
10088.816754	0.009839	
10088.818272	-0.000949	
10088.819973	0.005940	
10088.821491	0.005593	
10088.823213	0.004933	
10088.824764	0.000421	
10088.826459	0.014939	
10088.828014	0.005899	
10088.829669	0.006141	
10088.831244	0.008538	
10088.832892	0.013831	
10088.834473	-0.001388	
10088.836101	0.005662	
10088.837717	0.008611	
10088.839318	0.006294	
10088.840970	0.006604	
10088.842577	0.009714	
10088.844221	0.009440	
10088.845805	0.007660	
10088.847489	0.008667	
10088.849057	0.009299	
10088.850751	0.007841	
10088.852288	0.005327	
10088.853983	0.008933	
10088.855535	0.007209	
10088.857243	0.006999	
10088.858775	0.007744	
10088.860495	0.014073	
10088.861986	0.008760	
10088.863754	0.011176	
10088.865237	0.011857	
10088.867002	0.013110	
10088.868481	0.005045	
10088.870235	0.010669	
10088.871732	0.010033	
10088.873465	0.007720	
10088.874984	0.005650	
10088.876726	0.015978	
10088.878243	0.009916	
10088.879799	0.010222	
10088.881394	0.010874	
10088.882887	0.015882	
10088.884545	0.002129	
10088.886038	0.009738	
10088.887670	0.012647	
10088.889195	0.010379	
10088.890825	0.010899	
10088.892307	0.010826	
10088.893941	0.015088	
10088.895423	0.010810	
10088.897129	0.012723	
10088.898610	0.012103	
10088.900313	0.012993	
10088.901793	0.005871	
10088.903472	0.012232	
10088.904982	0.011487	
10088.906626	0.010689	
10088.908169	0.007632	
10088.909873	0.019700	
10088.911424	0.012647	
10088.913121	0.013412	
10088.914681	0.014468	
10088.916343	0.018125	
10088.917910	0.005287	
10088.919581	0.013187	
10088.921172	0.012695	
10088.922797	0.012482	
10088.924399	0.012047	
10088.926031	0.015459	
10088.927649	0.015422	
10088.929254	0.014303	
10088.930886	0.015789	
10088.932470	0.016498	
10088.934156	0.014745	
10088.935715	0.016023	
10088.937409	0.018516	
10088.938959	0.015579	
10088.940664	0.017360	
10088.942218	0.015245	
10088.943913	0.019334	
10088.945441	0.016135	
10088.947155	0.018879	
10088.948637	0.018448	
10088.950416	0.019225	
10088.951901	0.015185	
10088.953674	0.020430	
10088.955156	0.018605	
10088.956921	0.018838	
10088.958402	0.018057	
10088.960173	0.024136	
10088.961677	0.020148	
10088.963427	0.021030	
10088.964934	0.020671	
10088.966656	0.024941	
10088.968179	0.012933	
10088.969893	0.020136	
10088.971435	0.021231	
10088.973130	0.018903	
10088.974688	0.015060	
10088.976381	0.027346	
10088.977939	0.019277	
10088.979603	0.019040	
10088.981207	0.020184	
10088.982698	0.021312	
10088.984314	0.013602	
10088.985841	0.015257	
10088.987478	0.017469	
10088.988959	0.015370	
10088.990610	0.014548	
10088.992090	0.013046	
10088.993724	0.020333	
10088.995205	0.014657	
10088.996885	0.014202	
10088.998375	0.013779	
10089.000036	0.016873	
10089.001556	0.005303	
10089.003174	0.009904	
10089.004731	0.010089	
10089.006309	0.008727	
10089.007907	0.003168	
10089.009546	0.014270	
10089.011139	0.007640	
10089.012774	0.005521	
10089.014372	0.005831	
10089.015993	0.004683	
10089.017620	0.001053	
10089.019219	-0.001219	
10089.020872	-0.001215	
10089.022438	-0.004208	
10089.024110	-0.006895	
10089.025656	-0.005767	
10089.027347	-0.005082	
10089.028900	-0.009855	
10089.030578	-0.010782	
10089.032115	-0.013150	
10089.033843	-0.015024	
10089.035326	-0.023737	
10089.037107	-0.021356	
10089.038586	-0.025026	
10089.040344	-0.030037	
10089.041824	-0.032394	
10089.043583	-0.027435	
10089.045060	-0.037115	
10089.046797	-0.040060	
10089.048308	-0.042928	
10089.050028	-0.044571	
10089.051544	-0.059380	
10089.053235	-0.056515	
10089.054766	-0.060636	
10089.056468	-0.066945	
10089.058030	-0.074458	
10089.059722	-0.070147	
10089.061289	-0.080661	
10089.062948	-0.086120	
10089.064532	-0.091558	
10089.066186	-0.098358	
10089.067777	-0.110523	
10089.069425	-0.114592	
10089.071029	-0.121263	
10089.072658	-0.130500	
10089.074288	-0.139209	
10089.075895	-0.144280	
10089.077571	-0.153968	
10089.079164	-0.165610	
10089.080825	-0.173280	
10089.082302	-0.183186	
10089.083869	-0.194336	
10089.085376	-0.211944	
10089.086983	-0.218506	
10089.088490	-0.231884	
10089.090071	-0.246672	
10089.091603	-0.263869	
10089.093145	-0.265537	
10089.094732	-0.288796	
10089.096224	-0.305832	
10089.097856	-0.320959	
10089.099433	-0.339187	
10089.101044	-0.361548	
10089.102565	-0.380626	
10089.104250	-0.398632	
10089.105738	-0.416696	
10089.107472	-0.441071	
10089.108944	-0.464512	
10089.110678	-0.485717	
10089.112150	-0.515321	
10089.113858	-0.543559	
10089.115351	-0.571842	
10089.117109	-0.604045	
10089.118592	-0.642310	
10089.120367	-0.672425	
10089.121857	-0.708096	
10089.123627	-0.746655	
10089.125106	-0.783390	
10089.126863	-0.815910	
10089.128353	-0.859714	
10089.130097	-0.902422	
10089.131612	-0.944937	
10089.133341	-0.987488	
10089.134855	-1.042266	
10089.136569	-1.083536	
10089.138108	-1.128492	
10089.139814	-1.179732	
10089.141358	-1.227371	
10089.143048	-1.260145	
10089.144609	-1.313375	
10089.146284	-1.365264	
10089.147864	-1.411002	
10089.149509	-1.460308	
10089.151112	-1.512133	
10089.152755	-1.557810	
10089.154367	-1.598641	
10089.156004	-1.618847	
10089.157624	-1.619592	
10089.159237	-1.619451	
10089.160887	-1.619612	
10089.162467	-1.619359	
10089.164143	-1.619451	
10089.165706	-1.619524	
10089.167396	-1.619395	
10089.168953	-1.619375	
10089.170630	-1.619471	
10089.172191	-1.619492	
10089.173911	-1.619492	
10089.175436	-1.619407	
10089.177165	-1.619447	
10089.178650	-1.619484	
10089.180432	-1.619532	
10089.181916	-1.619504	
10089.183677	-1.619355	
10089.185168	-1.619367	
10089.186939	-1.619463	
10089.188424	-1.619516	
10089.190037	-1.619431	
10089.191556	-1.619520	
10089.193113	-1.619375	
10089.194709	-1.619447	
10089.196206	-1.619371	
10089.197860	-1.619455	
10089.199354	-1.619455	
10089.200977	-1.603556	
10089.202481	-1.551280	
10089.204191	-1.492716	
10089.205665	-1.445762	
10089.207398	-1.388588	
10089.208864	-1.334935	
10089.210570	-1.266812	
10089.212052	-1.221328	
10089.213759	-1.160420	
10089.215240	-1.100821	
10089.217012	-1.034084	
10089.218503	-0.983557	
10089.220268	-0.911099	
10089.221740	-0.850973	
10089.223511	-0.786064	
10089.225004	-0.727094	
10089.226754	-0.648936	
10089.228263	-0.593720	
10089.229993	-0.526443	
10089.231514	-0.464427	
10089.233253	-0.395490	
10089.234787	-0.353036	
10089.236489	-0.278488	
10089.238037	-0.217342	
10089.239735	-0.151701	
10089.241285	-0.093588	
10089.242965	-0.015318	
10089.244547	0.043419	
10089.246218	0.109895	
10089.247810	0.179049	
10089.249462	0.245077	
10089.251057	0.307403	
10089.252691	0.373182	
10089.254311	0.437582	
10089.255933	0.500795	
10089.257597	0.568285	
10089.259184	0.636054	
10089.260859	0.708527	
10089.262443	0.771337	
10089.264102	0.841127	
10089.265686	0.905846	
10089.267359	0.975677	
10089.268920	1.032569	
10089.270620	1.109139	
10089.272167	1.170777	
10089.273893	1.235347	
10089.275433	1.289145	
10089.277172	1.361699	
10089.278672	1.412569	
10089.280443	1.476756	
10089.281931	1.531984	
10089.283705	1.589638	
10089.285188	1.619403	
10089.286959	1.634735	
10089.288431	1.634811	
10089.290209	1.634851	
10089.291694	1.634730	
10089.293445	1.634839	
10089.294953	1.634658	
10089.296515	1.634763	
10089.298070	1.634606	
10089.299567	1.634630	
10089.301219	1.634710	
10089.302702	1.634819	
10089.304343	1.634557	
10089.305869	1.634727	
10089.307495	1.634686	
10089.308973	1.634787	
10089.310618	1.634714	
10089.312104	1.634803	
10089.313825	1.634694	
10089.315319	1.634662	
10089.317027	1.634843	
10089.318514	1.634698	
10089.320228	1.634618	
10089.321703	1.634598	
10089.323384	1.634771	
10089.324893	1.634690	
10089.326607	1.634694	
10089.328127	1.634614	
10089.329825	1.634723	
10089.331371	1.616482	
10089.333084	1.559514	
10089.334632	1.503713	
10089.336333	1.457348	
10089.337903	1.410321	
10089.339590	1.357413	
10089.341175	1.306777	
10089.342826	1.263376	
10089.344418	1.221042	
10089.346046	1.169870	
10089.347661	1.125752	
10089.349297	1.078379	
10089.350917	1.031570	
10089.352532	0.984137	
10089.354188	0.944196	
10089.355775	0.898833	
10089.357455	0.857096	
10089.359022	0.820140	
10089.360726	0.784658	
10089.362299	0.743585	
10089.363979	0.710795	
10089.365527	0.675112	
10089.367233	0.642281	
10089.368769	0.605144	
10089.370512	0.577707	
10089.372019	0.549590	
10089.373771	0.517697	
10089.375249	0.491388	
10089.377019	0.473938	
10089.378505	0.444112	
10089.380282	0.423761	
10089.381765	0.407728	
10089.383565	0.388046	
10089.385043	0.357503	
10089.386803	0.343888	
10089.388298	0.326405	
10089.390027	0.306545	
10089.391540	0.286436	
10089.393253	0.283866	
10089.394783	0.261565	
10089.396302	0.249323	
10089.397907	0.237717	
10089.399394	0.224263	
10089.401033	0.207968	
10089.402559	0.198920	
10089.404201	0.188584	
10089.405680	0.177063	
10089.407320	0.166867	
10089.408798	0.156031	
10089.410446	0.154291	
10089.411939	0.142210	
10089.413660	0.134572	
10089.415151	0.128207	
10089.416834	0.122970	
10089.418321	0.102785	
10089.420009	0.102704	
10089.421510	0.097020	
10089.423145	0.090184	
10089.424689	0.082719	
10089.426299	0.084037	
10089.427877	0.075718	
10089.429534	0.069764	
10089.431123	0.064580	
10089.432785	0.061015	
10089.434377	0.053361	
10089.436002	0.048056	
10089.437613	0.047153	
10089.439229	0.043020	
10089.440890	0.037784	
10089.442481	0.038166	
10089.444153	0.036088	
10089.445735	0.028075	
10089.447420	0.029767	
10089.449005	0.026005	
10089.450673	0.024301	
10089.452229	0.015596	
10089.453925	0.017638	
10089.455468	0.014947	
10089.457196	0.010806	
10089.458715	0.008034	
10089.460440	0.010625	
10089.461923	0.003849	
10089.463682	0.004304	
10089.465171	0.001960	
10089.466935	0.003257	
10089.468423	-0.008385	
10089.470210	-0.003334	
10089.471685	-0.004127	
10089.473419	-0.006625	
10089.474915	-0.010730	
10089.476627	-0.001126	
10089.478150	-0.006814	
10089.479861	-0.008715	
10089.481400	-0.008502	
10089.483097	-0.003644	
10089.484650	-0.017731	
10089.486337	-0.012172	
10089.487902	-0.011298	
10089.489561	-0.013227	
10089.491146	-0.013106	
10089.492798	-0.010685	
10089.494396	-0.010959	
10089.496018	-0.013183	
10089.497635	-0.012510	
10089.499238	-0.013066	
10089.500911	-0.014097	
10089.502509	-0.016994	
10089.504147	-0.012921	
10089.505634	-0.016111	
10089.507193	-0.016079	
10089.508696	-0.017658	
10089.510314	-0.009279	
10089.511810	-0.014971	
10089.513411	-0.013638	
10089.514911	-0.014238	
10089.516474	-0.010576	
10089.518009	-0.019926	
10089.519616	-0.015499	
10089.521188	-0.013642	
10089.522758	-0.015511	
10089.524356	-0.015012	
10089.525891	-0.014593	
10089.527558	-0.011600	
10089.529036	-0.015076	
10089.530755	-0.013146	
10089.532317	-0.012671	
10089.534023	-0.012264	
10089.535583	-0.017795	
10089.537259	-0.014323	
10089.538813	-0.014214	
10089.540520	-0.015620	
10089.542046	-0.015193	
10089.543791	-0.008192	
10089.545279	-0.012989	
10089.547050	-0.013146	
10089.548531	-0.011479	
10089.550317	-0.008687	
10089.551808	-0.018863	
10089.553583	-0.011551	
10089.555073	-0.011575	
10089.556862	-0.012635	
10089.558341	-0.015664	
10089.560083	-0.005070	
10089.561585	-0.011998	
10089.563294	-0.011253	
10089.564813	-0.009900	
10089.566535	-0.005916	
10089.568076	-0.017819	
10089.569805	-0.011555	
10089.571352	-0.010447	
10089.573031	-0.012055	
10089.574595	-0.013827	
10089.576262	-0.006363	
10089.577842	-0.009505	
10089.579485	-0.010113	
10089.581080	-0.009340	
10089.582704	-0.008175	
10089.584314	-0.009074	
10089.585927	-0.012015	
10089.587568	-0.008945	
10089.589144	-0.010834	
10089.590797	-0.011314	
10089.592402	-0.008558	
10089.594085	-0.006802	
10089.595647	-0.009642	
10089.597347	-0.009126	
10089.598884	-0.006898	
10089.600567	-0.007136	
10089.602099	-0.013948	
10089.603826	-0.007930	
10089.605360	-0.009163	
10089.607108	-0.010182	
10089.608586	-0.012510	
10089.610223	-0.002870	
10089.611705	-0.008482	
10089.613299	-0.007724	
10089.614837	-0.005597	
10089.616390	-0.003462	
10089.617981	-0.014496	
10089.619470	-0.009654	
10089.621092	-0.007499	
10089.622648	-0.008788	
10089.624272	-0.008244	
10089.625778	-0.007777	
10089.627468	-0.005223	
10089.628946	-0.007164	
10089.630673	-0.005424	
10089.632144	-0.006109	
10089.633846	-0.004119	
10089.635323	-0.011563	
10089.637018	-0.006214	
10089.638512	-0.007326	
10089.640265	-0.008087	
10089.641759	-0.010121	
10089.643532	-0.000280	
10089.645013	-0.006568	
10089.646779	-0.005738	
10089.648271	-0.004582	
10089.650026	-0.000796	
10089.651548	-0.012780	
10089.653272	-0.005146	
10089.654802	-0.005303	
10089.656516	-0.006766	
10089.658049	-0.008151	
10089.659739	-0.000848	
10089.661292	-0.005267	
10089.662981	-0.005078	
10089.664545	-0.003801	
10089.666206	-0.002822	
10089.667788	-0.006947	
10089.669422	-0.006391	
10089.671024	-0.004312	
10089.672648	-0.005243	
10089.674257	-0.006717	
10089.675867	-0.003003	
10089.677505	-0.001472	
10089.679106	-0.004328	
10089.680774	-0.002053	
10089.682345	-0.002065	
10089.684030	-0.001194	
10089.685589	-0.007712	
10089.687280	-0.001940	
10089.688829	-0.004425	
10089.690520	-0.005267	
10089.692067	-0.004449	
10089.693793	0.001867	
10089.695279	-0.003289	
10089.697036	-0.001823	
10089.698517	-0.001750	
10089.700287	0.001883	
