time (s)	magX	magY	magZ
10088.804006	-5.648159	58.011692	12.614845
10088.807366	-5.881940	58.070133	11.329048
10088.810674	-6.174167	58.537697	12.205727
10088.814006	-6.524839	59.005260	11.796608
10088.817347	-6.349503	58.771477	11.387497
10088.820676	-7.109293	59.472820	11.971947
10088.824012	-6.524839	60.349506	11.270607
10088.827345	-6.232613	60.817066	11.212158
10088.830670	-6.466393	61.109291	11.621277
10088.834009	-6.817066	61.518410	11.738167
10088.837351	-7.167738	62.687317	11.153709
10088.840671	-7.226183	63.154881	11.329048
10088.844010	-7.343074	63.914669	11.212158
10088.847338	-7.810637	64.382233	10.452370
10088.850674	-7.343074	64.966682	11.212158
10088.854008	-7.167738	66.252487	10.861481
10088.857338	-7.167738	66.310928	10.803040
10088.860677	-6.524839	67.713623	11.036819
10088.864004	-6.933957	67.947403	10.803040
10088.867333	-6.817066	68.765640	10.043251
10088.870673	-7.226183	69.934540	10.160141
10088.874010	-6.817066	70.811226	9.751026
10088.878206	-7.459965	72.915260	9.984802
10088.881616	-7.635301	73.850380	8.757450
10088.884936	-8.102863	74.843948	8.172997
10088.888257	-7.869082	76.129753	8.815895
10088.891518	-7.985973	77.532440	7.530098
10088.894433	-7.635301	78.818237	7.588543
10088.897756	-8.687317	80.337822	6.770309
10088.901087	-8.511982	81.097603	6.711861
10088.904431	-8.745763	82.383400	6.361191
10088.907337	-8.336645	84.078323	5.367622
10088.910664	-8.921099	85.890129	5.893627
10088.913998	-8.687317	87.117477	4.257156
10088.917326	-8.687317	88.403275	3.672703
10088.920667	-9.037990	90.390419	3.848042
10088.923997	-8.979544	92.260666	2.854469
10088.927337	-9.213326	93.897141	1.685562
10088.930671	-9.856224	96.001175	1.159557
10088.934000	-9.797779	97.696083	0.049095
10088.937335	-11.142021	99.274117	0.458206
10088.940665	-10.966686	101.611923	-0.944481
10088.943996	-10.791349	103.189949	-2.054939
10088.947334	-10.849795	105.410873	-1.236706
10088.950661	-10.791349	107.222679	-2.347168
10088.954000	-11.551140	109.443611	-3.866749
10088.957332	-11.375803	111.839867	-4.626537
10088.960700	-12.252483	113.768555	-5.737000
10088.963994	-12.720047	116.223267	-6.964352
10088.967329	-12.544710	118.619530	-7.841030
10088.970664	-12.486265	120.548225	-8.308594
10088.973991	-13.246054	123.762718	-9.652836
10088.977325	-13.129164	127.152542	-11.347752
10088.981573	-13.655172	131.886612	-14.211575
10088.984933	-13.772064	134.750427	-15.205147
10088.988178	-14.181181	138.257156	-17.309177
10088.991512	-14.648743	140.594971	-18.127411
10088.994418	-14.648743	144.393921	-20.289890
10088.997767	-14.531853	147.725296	-21.634132
10089.001090	-15.350088	150.589127	-24.030394
10089.004471	-15.525423	154.212738	-26.134426
10089.007331	-15.466978	158.596146	-28.296904
10089.010663	-15.700760	162.161316	-30.576273
10089.013987	-15.992987	166.135590	-33.089424
10089.017329	-16.226768	170.402100	-35.544128
10089.020657	-16.343658	174.668610	-39.459969
10089.023992	-16.694330	179.052017	-43.083580
10089.027323	-17.337229	183.902969	-45.830509
10089.030654	-17.395676	189.163055	-48.635887
10089.033993	-18.506136	193.838684	-52.668617
10089.037325	-18.681473	199.507889	-56.526009
10089.040655	-19.207479	203.189957	-60.675629
10089.043990	-19.733490	208.508469	-66.403275
10089.047354	-20.142607	213.768555	-70.845123
10089.050653	-20.493279	219.846878	-75.286972
10089.053992	-20.843950	226.158966	-81.248398
10089.057322	-22.246639	231.009949	-86.099358
10089.060657	-22.889538	237.205124	-91.184105
10089.063986	-23.883110	242.348328	-97.613098
10089.067317	-24.642899	249.011093	-103.574516
10089.070648	-25.285797	255.907654	-109.711281
10089.073990	-26.688486	261.752197	-116.607834
10089.077325	-27.214493	268.064301	-124.264175
10089.081914	-28.850964	281.097595	-139.752197
10089.084856	-29.902981	287.877258	-147.642319
10089.088197	-30.487434	294.598480	-155.649323
10089.091571	-32.007015	301.027466	-164.942139
10089.094907	-32.766804	308.099335	-175.170074
10089.097769	-33.351257	314.236115	-183.995331
10089.101103	-34.286381	321.308014	-194.164825
10089.104440	-35.513737	327.736969	-205.444778
10089.107742	-36.273525	334.925781	-216.490952
10089.111078	-37.559322	340.653412	-228.004684
10089.113976	-38.319111	348.017548	-240.979553
10089.117312	-39.020454	354.388092	-252.727066
10089.120643	-39.254238	359.881927	-267.046143
10089.123980	-40.423145	366.544708	-281.131500
10089.127317	-41.007599	372.564575	-295.801270
10089.130647	-41.475159	377.590881	-311.464661
10089.133985	-42.702511	382.792511	-327.069519
10089.137309	-42.819401	388.111053	-343.960266
10089.140643	-43.754528	392.202209	-361.552307
10089.143972	-44.572765	396.001160	-380.839294
10089.147315	-44.748100	399.566315	-398.781982
10089.150644	-45.858562	402.371735	-418.945618
10089.153979	-46.326126	404.066650	-439.226196
10089.157306	-46.793690	405.527771	-460.500305
10089.160648	-47.611923	406.345978	-482.300415
10089.164003	-48.605492	406.112213	-504.568054
10089.167308	-48.897720	403.774384	-528.004639
10089.170641	-49.657509	402.021027	-550.622986
10089.173982	-50.475742	398.222107	-575.696106
10089.177309	-51.352425	394.014038	-599.658691
10089.180642	-52.229103	386.299225	-623.971924
10089.183977	-52.813557	379.519562	-676.864990
10089.188178	-55.151375	359.589691	-696.619507
10089.191520	-55.560490	348.309753	-721.692566
10089.194944	-56.144943	334.341309	-745.479858
10089.198263	-57.080067	321.366455	-769.500854
10089.201089	-58.482761	305.527771	-792.119202
10089.204398	-59.008766	287.234375	-815.906494
10089.207764	-60.119232	269.291656	-837.472839
10089.211064	-60.645237	250.121552	-858.454651
10089.213969	-60.995907	229.548798	-878.442993
10089.217311	-61.346581	207.456451	-897.788391
10089.220643	-61.638809	185.013443	-916.490906
10089.223967	-61.989479	160.758621	-932.738770
10089.227307	-61.580360	136.620682	-947.408569
10089.230637	-61.697250	110.729401	-961.552307
10089.233964	-60.586792	85.188782	-973.475098
10089.237329	-59.651669	59.414379	-984.521362
10089.240635	-58.950325	33.230858	-992.762146
10089.243965	-57.781410	6.755114	-1000.009277
10089.247300	-56.378723	-20.831093	-1004.275879
10089.250640	-54.859146	-47.774399	-1006.964355
10089.253966	-53.339565	-73.724136	-1009.243713
10089.257342	-51.527760	-100.141441	-1006.555237
10089.260637	-49.131500	-125.915840	-1003.983643
10089.263964	-46.793690	-151.748688	-998.489746
10089.267296	-44.631210	-175.477493	-991.534790
10089.270637	-42.293396	-199.849213	-981.774414
10089.273967	-40.481590	-221.766220	-969.091736
10089.277299	-37.559322	-243.274109	-955.590881
10089.280661	-35.513737	-264.139099	-940.102844
10089.283964	-33.117474	-283.776764	-922.744629
10089.287293	-31.247223	-302.479248	-903.866699
10089.290633	-28.324955	-318.960846	-881.599121
10089.294835	-24.526009	-348.534210	-836.245422
10089.298187	-22.538866	-360.807709	-812.516663
10089.301559	-21.253067	-372.087677	-787.560486
10089.304920	-19.850380	-382.900055	-762.253601
10089.308133	-17.921682	-390.322632	-735.193420
10089.311054	-16.694330	-396.693176	-708.483887
10089.314386	-15.934542	-402.946808	-679.845703
10089.317724	-14.414963	-407.622437	-653.954407
10089.321043	-14.005844	-410.486298	-625.257751
10089.323977	-13.187609	-412.999420	-599.424866
10089.327291	-12.252483	-414.343658	-572.715332
10089.330623	-11.726477	-414.694336	-546.531860
