time (s)	coil I (A)	last det (V)	int current (uC)
10158.339627	1.556532	1.634638	796.944336
10158.340573	1.902506	1.634638	2596.715088
10158.341508	1.851544	1.634638	4327.908691
10158.342383	0.788031	1.634638	5017.435547
10158.343425	0.090630	1.634638	5111.872070
10158.344321	0.090524	1.634638	5192.981445
10158.345204	0.090604	1.634638	5272.984863
10158.346145	0.090652	1.634638	5358.288086
10158.347143	0.090601	1.634638	5448.707520
10158.348061	0.090553	1.634638	5531.834961
10158.348918	0.090557	1.634638	5609.441895
10158.349984	0.090637	1.634638	5706.061035
10158.350881	0.090560	1.634638	5787.293457
10158.351753	0.090586	1.634638	5866.284180
10159.400419	1.485377	1.634549	659.507446
10159.401295	1.907472	1.634549	2330.452881
10159.402159	1.863849	1.634549	3940.818359
10159.403228	0.897913	1.634549	4900.687012
10159.404107	0.091512	1.634549	4981.126465
10159.404963	0.090608	1.634549	5058.687012
10159.406008	0.090699	1.634549	5153.467773
10159.406970	0.090549	1.634549	5240.576172
10159.407846	0.090656	1.634549	5319.990234
10159.408703	0.090634	1.634549	5397.663086
10159.409806	0.090645	1.634549	5497.644043
10159.410706	0.090571	1.634549	5579.158203
10159.411579	0.090564	1.634549	5658.220703
10159.412570	0.090677	1.634549	5748.082031
10160.431566	1.462906	1.634602	649.530457
10160.432652	1.898577	1.634602	2711.384766
10160.433619	1.845018	1.634602	4495.517578
10160.434498	0.583491	1.634602	5008.406250
10160.435508	0.090524	1.634602	5099.834961
10160.436538	0.090571	1.634602	5193.123535
10160.437429	0.090542	1.634602	5273.796387
10160.438335	0.090590	1.634602	5355.870605
10160.439398	0.090597	1.634602	5452.175293
10160.440344	0.090575	1.634602	5537.859375
10160.441204	0.090586	1.634602	5615.763184
10160.442246	0.090677	1.634602	5710.249023
10160.443264	0.090579	1.634602	5802.458008
10160.444140	0.090494	1.634602	5881.730957
10161.491383	1.454517	1.634827	610.896973
10161.492479	1.899232	1.634827	2692.455566
10161.493450	1.846040	1.634827	4484.960449
10161.494328	0.599872	1.634827	5011.647949
10161.495395	0.090560	1.634827	5108.275879
10161.496425	0.090590	1.634827	5201.583008
10161.497312	0.090564	1.634827	5281.913086
10161.498237	0.090597	1.634827	5365.715332
10161.499282	0.090571	1.634827	5460.362305
10161.500228	0.090509	1.634827	5545.983887
10161.501090	0.090535	1.634827	5624.024902
10161.502117	0.090663	1.634827	5717.135742
10161.503137	0.090579	1.634827	5809.525879
10161.504017	0.090612	1.634827	5889.264160
10162.524597	1.450708	1.634880	607.846680
10162.525708	1.898752	1.634880	2717.360596
10162.526678	1.845560	1.634880	4507.554199
10162.527544	0.598425	1.634880	5025.790527
10162.528602	0.090597	1.634880	5121.642090
10162.529656	0.090634	1.634880	5217.169922
10162.530532	0.090538	1.634880	5296.481445
10162.531456	0.090571	1.634880	5380.169434
10162.532510	0.090604	1.634880	5475.666504
10162.533449	0.090546	1.634880	5560.688965
10162.534317	0.090571	1.634880	5639.304687
10162.535357	0.090641	1.634880	5733.571289
10162.536380	0.090560	1.634880	5826.214355
10162.537272	0.090560	1.634880	5906.994141
10163.580343	1.438982	1.634827	602.933411
10163.581219	1.904293	1.634827	2271.094238
10163.582339	1.849567	1.634827	4342.608887
10163.583301	0.589633	1.634827	4909.835449
10163.584174	0.090414	1.634827	4988.766602
10163.585210	0.090637	1.634827	5082.666992
10163.586237	0.090593	1.634827	5175.706055
10163.587128	0.090575	1.634827	5256.408203
10163.588058	0.090659	1.634827	5340.721191
10163.589096	0.090656	1.634827	5434.821777
10163.590042	0.090601	1.634827	5520.529785
10163.590963	0.090601	1.634827	5603.973145
10163.591822	0.090549	1.634827	5681.754883
10163.592871	0.090619	1.634827	5776.813965
10164.620734	1.447126	1.634698	613.581604
10164.621783	1.900587	1.634698	2607.297363
10164.622804	1.845425	1.634698	4491.476074
10164.623697	0.560541	1.634698	4992.039062
10164.624625	0.090487	1.634698	5076.011230
10164.625667	0.090626	1.634698	5170.443848
10164.626608	0.090531	1.634698	5255.633301
10164.627472	0.090590	1.634698	5333.902832
10164.628513	0.090659	1.634698	5428.278809
10164.629529	0.090648	1.634698	5520.377441
10164.630397	0.090612	1.634698	5599.028320
10164.631349	0.090659	1.634698	5685.335937
10164.632396	0.090645	1.634698	5780.240723
10164.633323	0.090575	1.634698	5864.203613
10165.668281	1.441611	1.634594	608.359985
10165.669305	1.902301	1.634594	2556.316406
10165.670214	1.853547	1.634594	4241.190918
10165.671098	0.855776	1.634594	4997.697266
10165.672025	0.091655	1.634594	5082.661621
10165.673017	0.090494	1.634594	5172.432129
10165.673910	0.090546	1.634594	5253.289551
10165.674797	0.090524	1.634594	5333.583984
10165.675805	0.090586	1.634594	5424.894531
10165.676710	0.090491	1.634594	5506.788574
10165.677627	0.090531	1.634594	5589.805664
10165.678487	0.090645	1.634594	5667.759766
10165.679542	0.090564	1.634594	5763.304687
10165.680410	0.090513	1.634594	5841.869629
10166.712784	1.482034	1.634674	659.505005
10166.713663	1.906428	1.634674	2335.255371
10166.714665	1.855792	1.634674	4194.759277
10166.715714	0.633069	1.634674	4858.848633
10166.716614	0.090509	1.634674	4940.306641
10166.717470	0.090619	1.634674	5017.876465
10166.718549	0.090743	1.634674	5115.788574
10166.719546	0.090568	1.634674	5206.084473
10166.720427	0.090575	1.634674	5285.880859
10166.721425	0.090670	1.634674	5376.369629
10166.722463	0.090601	1.634674	5470.413086
10166.723345	0.090590	1.634674	5550.312988
10166.724215	0.090615	1.634674	5629.148437
10166.725315	0.090656	1.634674	5728.869629
10167.760334	1.474296	1.634799	645.741455
10167.761202	1.906827	1.634799	2300.867676
10167.762202	1.856477	1.634799	4157.344727
10167.763121	0.871626	1.634799	4958.369141
10167.764001	0.091384	1.634799	5038.787109
