time (s)	det(V)
6246.617667	-0.001215	
6246.619182	-0.005183	
6246.620892	-0.000429	
6246.622429	-0.002169	
6246.624113	-0.002979	
6246.625670	-0.003426	
6246.627338	0.004268	
6246.628901	-0.001730	
6246.630561	0.001754	
6246.632139	0.000864	
6246.633791	0.003579	
6246.635392	-0.005191	
6246.637029	-0.000248	
6246.638641	-0.001702	
6246.640261	-0.001098	
6246.641908	-0.003756	
6246.643522	0.006709	
6246.645193	-0.000481	
6246.646778	-0.000554	
6246.648458	0.001654	
6246.650009	0.006258	
6246.651686	-0.008760	
6246.653248	-0.000014	
6246.654944	0.001472	
6246.656424	-0.002177	
6246.657980	-0.001428	
6246.659477	0.003317	
6246.661087	0.004711	
6246.662606	-0.000638	
6246.664172	0.001807	
6246.665721	0.003072	
6246.667227	0.003551	
6246.668866	-0.003491	
6246.670355	0.001066	
6246.671987	0.000924	
6246.673521	-0.001932	
6246.675185	-0.005996	
6246.676666	0.010822	
6246.678366	0.001944	
6246.679852	0.002262	
6246.681560	0.002604	
6246.683038	0.007700	
6246.684738	-0.005726	
6246.686219	0.000808	
6246.687996	0.002560	
6246.689478	0.002258	
6246.691247	0.001279	
6246.692724	0.003370	
6246.694491	0.004751	
6246.695978	0.001335	
6246.697725	0.003623	
6246.699228	0.002701	
6246.700983	0.002218	
6246.702502	-0.001033	
6246.704233	0.003164	
6246.705765	0.001823	
6246.707473	-0.000099	
6246.709024	0.001372	
6246.710705	0.007696	
6246.712261	0.003917	
6246.713929	0.004179	
6246.715491	0.003434	
6246.717140	0.007370	
6246.718726	-0.001094	
6246.720352	0.003418	
6246.721982	0.002052	
6246.723584	0.002516	
6246.725220	-0.002451	
6246.726815	0.012147	
6246.728479	0.004381	
6246.730081	0.003490	
6246.731749	0.005529	
6246.733325	0.010516	
6246.735016	-0.003015	
6246.736573	0.003293	
6246.738258	0.004775	
6246.739804	0.002830	
6246.741507	0.003293	
6246.743033	0.006407	
6246.744754	0.005319	
6246.746238	0.004993	
6246.748017	0.006459	
6246.749495	0.005122	
6246.751264	0.002866	
6246.752746	0.003027	
6246.754489	0.005408	
6246.755975	0.002608	
6246.757727	0.003184	
6246.759237	0.002544	
6246.760795	0.010294	
6246.762348	0.003652	
6246.763843	0.007051	
6246.765491	0.006234	
6246.766982	0.008022	
6246.768625	-0.001609	
6246.770141	0.004816	
6246.771759	0.004993	
6246.773234	0.004788	
6246.774933	-0.002536	
6246.776415	0.012284	
6246.778116	0.006012	
6246.779613	0.005037	
6246.781323	0.007060	
6246.782803	0.005948	
6246.784554	0.003708	
6246.786035	0.002391	
6246.787764	0.005525	
6246.789258	0.003325	
6246.790992	0.003615	
6246.792510	0.002209	
6246.794228	0.008038	
6246.795762	0.004453	
6246.797457	0.003523	
6246.798994	0.005770	
6246.800682	0.006061	
6246.802235	-0.000312	
6246.803911	0.004800	
6246.805473	0.003966	
6246.807115	0.001875	
6246.808706	-0.002246	
6246.810323	0.011378	
6246.811949	0.004034	
6246.813568	0.003877	
6246.815199	0.004671	
