time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6247.184239	89.206017	1.268757	-0.025468	31
6249.274176	89.118446	1.268360	-0.025539	33
6251.364649	89.085007	1.267000	-0.025989	35
6253.455031	89.040085	1.266641	-0.026036	37
6255.544362	89.034225	1.266732	-0.026362	39
6257.634119	89.057472	1.266046	-0.026752	41
6259.723331	89.083733	1.265660	-0.026827	43
6261.812039	89.075485	1.266496	-0.027500	45
6263.901615	88.987785	1.263453	-0.027723	47
6265.991357	88.901482	1.262824	-0.028149	49
6268.081842	88.829819	1.260556	-0.028396	51
6270.172673	88.727119	1.259129	-0.028716	53
6272.264201	88.714447	1.257803	-0.029061	55
6274.355002	88.660522	1.258135	-0.029438	57
6276.446374	88.706551	1.257516	-0.029425	59
6278.537511	88.624741	1.255319	-0.029712	61
6280.628271	88.612663	1.252544	-0.029963	63
6282.718838	88.555267	1.252270	-0.030384	65
6284.809200	88.494659	1.251182	-0.030584	67
6286.899848	88.409721	1.247850	-0.030718	69
6288.990195	88.276169	1.245296	-0.031072	71
6291.080662	88.200005	1.243813	-0.031327	73
6293.171104	88.128441	1.240612	-0.031632	75
6295.262090	88.132294	1.238158	-0.031598	77
6297.353954	88.202827	1.234579	-0.032065	79
6299.445331	88.286797	1.232390	-0.032248	81
6301.537924	88.404404	1.231582	-0.032682	83
6303.629835	88.465599	1.229650	-0.033250	85
6305.721929	88.547546	1.227073	-0.033404	87
6307.813898	88.548828	1.225207	-0.033781	89
6309.905772	88.508789	1.222021	-0.034249	91
6311.996786	88.513680	1.219582	-0.034526	93
6314.087628	88.493591	1.216834	-0.034693	95
6316.178826	88.412117	1.215609	-0.035052	97
6318.269366	88.326630	1.214192	-0.035421	99
6320.360679	88.294762	1.213919	-0.035700	101
6322.450853	88.198708	1.213394	-0.036194	103
6324.541051	88.164383	1.214159	-0.036157	105
6326.631167	88.180481	1.213250	-0.036283	107
6328.720723	88.131493	1.212099	-0.036539	109
6330.810709	88.135498	1.211063	-0.036782	111
6332.899757	88.076973	1.209817	-0.036929	113
6334.989084	88.086601	1.207946	-0.037506	115
6337.078549	87.953087	1.207089	-0.037805	117
6340.211506	NaN	1.000000	0.000000	121
6339.169525	19.353926	-0.042850	-0.000000	121
6340.213486	267.917145	1.039507	-0.048275	123
6342.302465	NaN	1.000000	0.000000	127
6341.259597	NaN	1.000000	0.000000	127
6342.303818	267.904480	1.044287	-0.048305	129
6343.350375	88.118866	1.044114	-0.047071	131
6345.441239	87.810913	1.220639	-0.038309	133
6348.575140	NaN	1.000000	0.000000	137
6347.532086	15.974666	-0.074879	-0.000000	137
6349.623403	87.897301	1.227290	-0.038711	139
6352.756513	NaN	1.000000	0.000000	143
6351.714784	341.107758	0.017695	0.000000	143
6354.847208	NaN	1.000000	0.000000	147
6353.805635	343.050812	0.009090	-0.000000	147
6356.938104	NaN	1.000000	0.000000	151
6355.895913	NaN	1.000000	0.000000	151
6357.987339	88.080521	1.244848	-0.039383	153
6360.076139	88.094803	1.247928	-0.039884	155
6361.122045	268.227020	1.248747	-0.039349	157
6362.168032	88.514824	1.070284	-0.049102	159
6364.258690	88.117165	1.253169	-0.040066	161
6365.303973	268.354279	1.253512	-0.039304	163
6366.350013	88.598778	1.072329	-0.049642	165
6369.483878	NaN	1.000000	0.000000	169
6368.440582	NaN	1.000000	0.000000	169
6371.574006	NaN	1.000000	0.000000	173
6370.532430	NaN	1.000000	0.000000	173
6373.664221	NaN	1.000000	0.000000	177
6372.623573	NaN	1.000000	0.000000	177
6374.715570	88.660812	1.267447	-0.041339	179
6375.755807	268.589142	1.273975	-0.040875	181
6377.843784	NaN	1.000000	0.000000	185
6376.808078	12.459589	0.056027	-0.000009	185
6378.900349	88.916702	1.277516	-0.041871	187
6380.992549	89.059929	1.280653	-0.041837	189
6383.083936	89.082542	1.284234	-0.042020	191
6384.115778	268.434906	1.292203	-0.041090	193
6386.203897	NaN	1.000000	0.000000	197
6385.175815	13.609449	-0.041414	-0.035266	197
6387.267263	89.275139	1.292962	-0.042658	199
6389.358575	89.304283	1.297156	-0.042763	201
6391.449079	89.272652	1.302487	-0.042823	203
6394.567463	NaN	1.000000	0.000000	207
6393.538933	NaN	1.000000	0.000000	207
6396.658766	NaN	1.000000	0.000000	211
6395.629362	354.854950	0.056921	0.000003	211
6398.749949	NaN	1.000000	0.000000	215
6397.720007	5.791832	-0.082800	0.000004	215
6399.812080	89.505356	1.318960	-0.043227	217
6400.843238	268.922363	1.323562	-0.041290	219
6401.902261	90.138840	1.122212	-0.053582	221
6403.992326	89.627258	1.330328	-0.043772	223
6406.082316	89.686226	1.336822	-0.043888	225
6408.171788	89.746338	1.340385	-0.043791	227
6410.261837	89.788689	1.345799	-0.043680	229
6412.350516	89.756310	1.347672	-0.043882	231
6414.440616	89.707863	1.350168	-0.043475	233
6415.486679	269.588104	1.352467	-0.044404	235
6416.532398	90.238922	1.148066	-0.053274	237
6418.621678	89.751251	1.358506	-0.043771	239
6420.714386	89.784996	1.358975	-0.043707	241
6421.759505	269.635651	1.363998	-0.044047	243
6422.805729	90.253342	1.153289	-0.053121	245
6424.896618	89.832802	1.370952	-0.044539	247
6425.939278	269.733154	1.372306	-0.044233	249
6426.987728	90.413132	1.157439	-0.053946	251
