time (s)	coil I (A)	last det (V)	int current (uC)
6339.190232	1.485754	0.357048	643.331665
6339.191336	1.880896	0.357048	2719.840820
6339.192333	1.824408	0.357048	4538.775391
6339.193222	1.768022	0.357048	6110.547363
6339.194230	1.707755	0.357048	7831.964355
6339.195286	1.648414	0.357048	9572.689453
6339.196169	1.598536	0.357048	10984.197266
6339.197060	1.547853	0.357048	12363.333984
6339.198153	1.491742	0.357048	13993.807617
6339.199113	1.443801	0.357048	15379.856445
6339.199976	1.402053	0.357048	16589.828125
6339.201014	1.354570	0.357048	17995.871094
6339.202059	1.308369	0.357048	19363.117187
6339.202940	1.271341	0.357048	20483.167969
6339.203894	0.742079	0.357048	21191.111328
6339.204960	0.090857	0.357048	21287.964844
6339.205883	0.090634	0.357048	21371.619141
6339.206750	0.090568	0.357048	21450.140625
6339.207798	0.090637	0.357048	21545.128906
6339.208810	0.090535	0.357048	21636.750000
6339.209697	0.090505	0.357048	21717.027344
6339.210650	0.090641	0.357048	21803.408203
6339.211707	0.090623	0.357048	21899.195312
6339.212638	0.090575	0.357048	21983.521484
6339.213499	0.090590	0.357048	22061.519531
6340.234263	1.478551	0.392981	757.018127
6340.235302	1.881112	0.392981	2711.493408
6340.236196	1.830721	0.392981	4348.158203
6340.237061	1.774482	0.392981	5883.085449
6340.238123	1.711069	0.392981	7700.241211
6340.239068	1.656672	0.392981	9265.796875
6340.239947	1.608593	0.392981	10679.750000
6340.240889	1.556327	0.392981	12145.809570
6340.241948	1.500809	0.392981	13735.166992
6340.242833	1.455081	0.392981	15022.913086
6340.243756	1.409707	0.392981	16324.072266
6340.244841	1.359734	0.392981	17799.382812
6340.245775	1.317781	0.392981	19030.189453
6340.246648	1.280383	0.392981	20147.964844
6340.247705	0.900384	0.392981	21099.671875
6340.248736	0.092838	0.392981	21195.388672
6340.249623	0.090520	0.392981	21275.679687
6340.250586	0.090634	0.392981	21362.958984
6340.251634	0.090630	0.392981	21457.939453
6340.252555	0.090476	0.392981	21541.267578
6340.253414	0.090575	0.392981	21619.072266
6340.254491	0.090656	0.392981	21716.708984
6340.255482	0.090516	0.392981	21806.410156
6340.256370	0.090469	0.392981	21886.746094
6340.257344	0.090612	0.392981	21975.001953
6341.280186	1.433397	0.370877	600.593445
6341.281076	1.885342	0.370877	2278.547607
6341.282133	1.835354	0.370877	4218.516602
6341.283025	1.778276	0.370877	5804.739258
6341.283900	1.724597	0.370877	7313.761719
6341.284920	1.667391	0.370877	9014.500977
