time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2469.549570	91.192841	1.238025	0.038455	13
2471.636537	91.306503	1.236733	0.036373	15
2473.723267	91.384453	1.235842	0.034577	17
2475.810260	91.422867	1.233697	0.032662	19
2477.897519	91.430870	1.230305	0.031006	21
2479.984382	91.468773	1.228098	0.029425	23
2482.071725	91.490601	1.226863	0.028192	25
2484.159257	91.605186	1.223353	0.026346	27
2486.246392	91.727325	1.223166	0.024560	29
2488.332790	91.710747	1.222598	0.022314	31
2490.419845	91.608299	1.221289	0.020392	33
2492.506379	91.559662	1.221041	0.018455	35
2494.592489	91.534943	1.220765	0.016795	37
2496.678660	91.633682	1.219003	0.015164	39
2498.765584	91.667168	1.217181	0.013208	41
2500.852355	91.680061	1.216041	0.011763	43
2502.940178	91.629028	1.213901	0.009813	45
2505.027519	91.611305	1.210842	0.008317	47
2507.114619	91.669922	1.207086	0.006331	49
2509.202113	91.650795	1.201278	0.004677	51
2511.289046	91.736298	1.200589	0.002920	53
2513.376680	91.740150	1.199997	0.001160	55
2515.463521	91.758041	1.199283	-0.000333	57
2517.550861	91.668915	1.198297	-0.002125	59
2519.636875	91.682816	1.198138	-0.003495	61
2521.723495	91.691757	1.198235	-0.005242	63
2523.809710	91.761665	1.199842	-0.006439	65
2525.896498	91.845375	1.200913	-0.008244	67
2527.982956	91.949448	1.198735	-0.009706	69
2530.069493	91.985878	1.196501	-0.011562	71
2532.156995	91.875031	1.193108	-0.013382	73
2534.245053	91.793167	1.192002	-0.014842	75
2536.332412	91.717079	1.190716	-0.016613	77
2538.419891	91.721390	1.187641	-0.018043	79
2540.507604	91.785271	1.185593	-0.019570	81
2542.595170	91.795158	1.182873	-0.021036	83
2544.682307	91.946152	1.191142	-0.023190	85
2546.768932	91.925758	1.191286	-0.024999	87
2548.855727	91.939438	1.192533	-0.026601	89
2550.943148	91.970245	1.191433	-0.028054	91
2553.030909	91.918419	1.192411	-0.029801	93
2555.118205	92.009117	1.192731	-0.031257	95
2557.205434	92.032578	1.194368	-0.032583	97
2559.292535	92.038940	1.196069	-0.034169	99
2561.379964	92.094894	1.199451	-0.035922	101
2563.467550	92.122940	1.200644	-0.037559	103
2565.554481	91.978867	1.201898	-0.038936	105
2567.641598	91.872192	1.203394	-0.040185	107
2569.728419	91.689117	1.201845	-0.041831	109
2571.814714	91.651863	1.201185	-0.043239	111
2573.901224	91.587814	1.200341	-0.044430	113
2575.988199	91.576958	1.200682	-0.045675	115
2578.074923	91.548203	1.200339	-0.046966	117
2580.162432	91.570267	1.197948	-0.048074	119
2582.249950	91.519699	1.197737	-0.049458	121
2584.338060	91.502060	1.197963	-0.051092	123
2586.425572	91.471405	1.199934	-0.052674	125
2588.512933	91.523529	1.201813	-0.054689	127
2590.600390	91.493172	1.202830	-0.055964	129
2592.687672	91.471123	1.202843	-0.057603	131
2594.775019	91.420837	1.202908	-0.058744	133
2596.862165	91.394646	1.203272	-0.060219	135
2598.949017	91.383308	1.205109	-0.061434	137
2601.035897	91.405769	1.205268	-0.062749	139
2603.122693	91.405357	1.205596	-0.064187	141
2605.209870	91.416252	1.207208	-0.065489	143
2607.298016	91.361687	1.207557	-0.066870	145
2609.385821	91.258034	1.208321	-0.068383	147
2611.473339	91.218086	1.208410	-0.069744	149
2613.561448	91.193565	1.210028	-0.071374	151
2615.649333	91.197685	1.210365	-0.072490	153
2617.737446	91.272614	1.211401	-0.073721	155
2619.824927	91.307816	1.210024	-0.074848	157
2621.912163	89.981010	1.186478	-0.100000	159
2623.999737	91.380493	1.213458	-0.077586	161
2626.087308	91.327614	1.213063	-0.078922	163
2628.174333	89.083275	1.194041	-0.100000	165
2630.261572	89.181190	1.195462	-0.100000	167
2632.348918	91.258560	1.211889	-0.082648	169
2634.436490	88.755783	1.202643	-0.100000	171
2636.523950	88.842201	1.205185	-0.100000	173
2638.611236	91.149521	1.216170	-0.086565	175
2640.698385	88.590546	1.208156	-0.100000	177
2642.785023	88.630211	1.206164	-0.100000	179
2644.871964	88.284050	1.211867	-0.100000	181
2646.959021	90.530281	1.217038	-0.091032	183
2649.045702	90.387184	1.214465	-0.092081	185
2651.132556	88.031342	1.211812	-0.100000	187
