time (s)	magX	magY	magZ
3363.123310	-27.627117	-382.536530	-326.319702
3363.126648	-27.919346	-385.049683	-333.800720
3363.129979	-28.562244	-387.445923	-341.340179
3363.133309	-28.211573	-391.011078	-348.236725
3363.136645	-27.860901	-392.413788	-356.945068
3363.139978	-28.445353	-394.634735	-364.309174
3363.143310	-28.270018	-395.394501	-372.433075
3363.146645	-27.802454	-397.849213	-380.206299
3363.149984	-28.445353	-401.531281	-388.447113
3363.153310	-27.860901	-401.180573	-396.804779
3363.156645	-27.685564	-403.226166	-405.045593
3363.159975	-27.919346	-406.089996	-413.169495
3363.163312	-27.685564	-408.194031	-421.760986
3363.166644	-27.276445	-410.064301	-430.352448
3363.169977	-27.627117	-411.174744	-438.593231
3363.173311	-27.101109	-411.934540	-447.827576
3363.176638	-27.510227	-414.447723	-456.243744
3363.180025	-27.276445	-416.025696	-465.887207
3363.183315	-26.750437	-417.545288	-475.355377
3363.186669	-27.393335	-419.532410	-485.057281
3363.189976	-27.276445	-419.532410	-494.467010
3363.193311	-27.276445	-420.818268	-505.045593
3363.197939	-27.685564	-422.162445	-525.735229
3363.200831	-27.451780	-422.104034	-537.015198
3363.204176	-27.919346	-422.513123	-546.892456
3363.207517	-28.211573	-423.389832	-558.289307
3363.210897	-28.211573	-423.915833	-570.095276
3363.213753	-29.146698	-424.032715	-582.368774
3363.217128	-29.029806	-423.156036	-593.999390
3363.220398	-29.146698	-422.922241	-605.980713
3363.223737	-29.263588	-423.974304	-617.435974
3363.226637	-30.081823	-421.578003	-629.417297
3363.229988	-30.607830	-421.578003	-642.976624
3363.233302	-30.666275	-418.305084	-655.542358
3363.236639	-30.666275	-417.837494	-668.575684
3363.239967	-31.133839	-414.564575	-680.615417
3363.243300	-31.250729	-413.454132	-695.051392
3363.246636	-31.718292	-410.590302	-707.850952
3363.249963	-31.718292	-408.194031	-719.364685
3363.253301	-31.250729	-405.271790	-734.034424
3363.256632	-31.250729	-402.817078	-746.541809
3363.259967	-30.783167	-397.498535	-759.925720
3363.263297	-30.724722	-394.926941	-771.264099
