time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3362.325111	266.786285	0.900616	-0.002443	59
3364.412599	266.686829	0.899282	-0.002922	61
3366.503958	266.653748	0.898055	-0.002888	63
3368.593140	266.603485	0.897676	-0.003477	65
3370.682745	266.563354	0.896143	-0.003667	67
3372.774118	266.537598	0.894294	-0.003800	69
3374.863261	266.534241	0.892288	-0.004239	71
3376.955572	266.592499	0.897185	-0.004325	73
3379.046943	266.583893	0.903579	-0.004506	75
3381.138333	266.583435	0.909187	-0.004583	77
3383.231021	266.615906	0.915129	-0.004965	79
3385.322628	266.539185	0.919985	-0.004895	81
3387.414481	266.580170	0.924970	-0.005298	83
3389.507127	266.566071	0.929805	-0.005611	85
3391.598166	266.552673	0.936478	-0.005884	87
3393.691739	266.573181	0.942746	-0.006155	89
3395.783799	266.517639	0.948618	-0.006586	91
3397.876983	266.564941	0.955220	-0.006770	93
3399.969383	266.527496	0.961714	-0.007073	95
3402.062294	266.503082	0.968713	-0.007358	97
3404.154895	266.525665	0.974176	-0.007398	99
3406.247163	266.487000	0.978534	-0.007758	101
3408.339447	266.472412	0.983495	-0.008110	103
3410.431405	266.449890	0.988643	-0.008232	105
3412.523099	266.487823	0.993324	-0.008341	107
3414.614368	266.421570	0.998444	-0.008368	109
3416.706003	266.470520	1.002896	-0.008834	111
3418.797171	266.439819	1.009921	-0.009203	113
3420.888407	266.459656	1.015200	-0.009402	115
3422.979591	266.443604	1.019993	-0.009654	117
3425.070465	266.469116	1.024630	-0.009629	119
3427.161092	266.374939	1.030552	-0.010008	121
3429.251856	266.370300	1.035163	-0.009938	123
3431.342057	266.320770	1.040738	-0.010332	125
3433.432824	266.198517	1.045362	-0.010572	127
3435.523552	266.159546	1.048911	-0.010699	129
3437.613593	266.071533	1.052972	-0.011057	131
3439.704734	265.984192	1.056244	-0.011145	133
3441.796262	265.995422	1.059166	-0.011292	135
3443.886925	265.959717	1.062543	-0.011557	137
3445.978525	265.969147	1.067458	-0.011827	139
3448.069792	265.928497	1.071543	-0.011929	141
3450.161134	265.969330	1.075806	-0.012270	143
3452.252826	265.931213	1.081248	-0.012625	145
3454.344083	265.927032	1.085393	-0.013018	147
3456.435966	265.956970	1.090987	-0.013295	149
3458.527660	265.938477	1.096542	-0.013636	151
3460.619410	265.947113	1.101429	-0.013808	153
3462.711362	265.977844	1.106188	-0.013937	155
3464.803847	265.953613	1.111918	-0.014250	157
3466.896203	265.980377	1.117208	-0.014462	159
3468.988306	265.972534	1.121693	-0.014657	161
3471.080774	265.961395	1.126013	-0.014877	163
3473.173038	265.935272	1.130587	-0.015342	165
3475.264489	265.927887	1.131708	-0.015655	167
3477.355925	265.892487	1.129158	-0.015881	169
3479.446779	265.888245	1.127631	-0.016600	171
3481.538229	265.840179	1.127063	-0.016916	173
3483.628865	265.861755	1.125678	-0.017189	175
3485.719586	265.845703	1.124387	-0.017741	177
3487.810404	265.845978	1.123008	-0.017845	179
3489.900733	265.808990	1.121350	-0.018246	181
3491.991131	265.804657	1.119980	-0.018426	183
3494.081393	265.775208	1.119305	-0.019001	185
3496.171275	265.752716	1.118711	-0.019382	187
3498.261221	265.709106	1.118422	-0.019698	189
3500.351087	265.652649	1.117244	-0.019904	191
3502.440861	265.526245	1.114534	-0.020218	193
3504.530426	265.498352	1.113306	-0.020630	195
3506.620030	265.338562	1.111672	-0.021084	197
3508.710271	265.259888	1.109354	-0.021457	199
3510.799995	265.225189	1.109179	-0.021924	201
3512.890259	265.141571	1.108799	-0.022332	203
3514.980502	265.115753	1.107895	-0.022712	205
3517.070228	265.057312	1.107183	-0.023130	207
3519.160998	265.058838	1.104739	-0.023142	209
3521.252001	265.057526	1.103038	-0.023587	211
3523.342362	265.027679	1.101472	-0.023707	213
3525.432891	265.020111	1.100341	-0.024048	215
3527.523691	265.018036	1.097216	-0.024354	217
3529.614681	265.005371	1.095359	-0.024865	219
3531.705693	265.000092	1.093943	-0.025202	221
3533.796770	265.025024	1.091535	-0.025088	223
3535.888039	265.020905	1.091342	-0.025317	225
3537.979357	265.016693	1.091732	-0.025431	227
3540.070926	265.025360	1.091522	-0.025830	229
3542.162332	265.050232	1.089911	-0.026031	231
3544.253691	265.036987	1.088451	-0.026476	233
3546.344805	265.019196	1.085883	-0.026989	235
3548.436056	265.018097	1.083957	-0.027133	237
3550.527187	264.976929	1.082534	-0.027347	239
3552.617910	264.988068	1.080415	-0.027788	241
3554.708551	264.970642	1.079463	-0.028052	243
3556.799292	264.946014	1.078674	-0.028227	245
3558.889981	264.939178	1.077194	-0.028483	247
3560.980492	264.877777	1.075849	-0.028847	249
3563.070335	264.869171	1.073896	-0.029262	251
3565.160603	264.836792	1.072857	-0.029312	253
3567.250577	264.785980	1.072353	-0.029730	255
3569.340423	264.704285	1.071212	-0.029982	1
3571.430056	264.655975	1.069800	-0.030467	3
3573.519687	264.556061	1.068113	-0.030465	5
3575.609514	264.529358	1.067119	-0.031175	7
