crossing time (s)	slope (V/s)	crossing number
3362.321361	10.080417	571
3363.387268	11.080004	572
3364.406172	10.205538	573
3365.477008	9.663093	574
3366.504027	10.054445	575
3367.576185	10.945031	576
3368.594003	10.709276	577
3369.662469	10.415946	578
3370.684130	9.827528	579
3371.752123	9.805118	580
3372.777085	10.222620	581
3373.843566	10.593786	582
3374.859215	10.924443	583
3375.934261	9.681692	584
3376.956179	10.169992	585
3378.029420	10.506582	586
3379.041801	11.217267	587
3380.117850	10.562746	588
3381.136142	10.543702	589
3382.211290	10.297358	590
3383.228594	10.313509	591
3384.302348	10.978301	592
3385.322842	11.428626	593
3386.393139	10.608069	594
3387.414326	10.877173	595
3388.488742	11.004321	596
3389.511018	11.833595	597
3390.577726	10.968566	598
3391.595118	11.301846	599
3392.661410	10.769532	600
3393.695012	11.229891	601
3394.760308	11.812547	602
3395.784077	12.240204	603
3396.847531	11.304073	604
3397.875307	11.730486	605
3398.935184	11.481718	606
3399.969380	11.828289	607
3401.025723	11.530737	608
3402.062133	12.281462	609
3403.117551	11.626725	610
3404.154129	12.088086	611
3405.207916	12.038139	612
3406.248150	11.943336	613
3407.299279	12.192111	614
3408.338279	12.686282	615
3409.387365	11.991889	616
3410.431827	12.397641	617
3411.481201	12.307334	618
3412.522364	12.303694	619
3413.572136	12.501314	620
3414.610508	12.851165	621
3415.660969	12.356153	622
3416.704603	12.413089	623
3417.758734	12.819156	624
3418.792162	13.053315	625
3419.842254	13.171644	626
3420.887211	13.252877	627
3421.940967	12.680126	628
3422.978453	12.947153	629
3424.033234	13.661166	630
3425.071521	13.595728	631
3426.124468	13.381237	632
3427.160098	13.693590	633
3428.215843	13.389438	634
3429.251663	13.647224	635
3430.308124	13.571651	636
3431.342383	13.819295	637
3432.401631	14.211185	638
3433.432270	14.391746	639
3434.491642	13.474089	640
3435.524852	14.139012	641
3436.586851	14.066267	642
3437.610306	14.562934	643
3438.676867	13.878670	644
3439.703361	14.572417	645
3440.772662	14.298036	646
3441.799697	14.230394	647
3442.860754	14.448315	648
3443.886895	15.159772	649
3444.954870	14.284225	650
3445.978910	14.858117	651
3447.047041	14.595484	652
3448.069775	15.188413	653
3449.136360	15.023663	654
3450.160802	15.019614	655
3451.227266	15.030300	656
3452.253069	15.559238	657
3453.318288	15.118274	658
3454.344393	15.319147	659
3455.412802	15.132183	660
3456.436404	15.408279	661
3457.502774	15.615122	662
3458.527682	15.700640	663
3459.592790	15.235395	664
3460.617724	15.799737	665
3461.682668	15.581964	666
3462.708867	16.007638	667
3463.775873	15.693353	668
3464.805020	16.040915	669
3465.864205	15.594223	670
3466.896629	15.870444	671
3467.956179	16.295089	672
3468.986570	16.396094	673
3470.045307	16.055046	674
3471.080704	16.238499	675
3472.137422	16.168095	676
3473.171741	16.453758	677
3474.229455	16.745562	678
3475.264392	16.531562	679
3476.318736	16.514874	680
3477.356441	16.699397	681
3478.406795	16.391900	682
3479.443559	16.194646	683
3480.498369	16.292072	684
3481.540493	16.249349	685
3482.587303	16.497385	686
3483.628375	16.086976	687
3484.673854	16.206012	688
3485.716407	16.155672	689
3486.766199	16.252998	690
3487.812790	16.416937	691
3488.860179	16.214486	692
3489.902255	16.114607	693
3490.951529	16.095344	694
3491.991481	15.985376	695
3493.041716	16.187455	696
3494.082362	16.062492	697
3495.132668	16.195080	698
3496.171275	16.114005	699
3497.224619	16.187531	700
3498.262036	15.874845	701
3499.317120	15.923555	702
3500.354033	15.765190	703
3501.406302	15.979646	704
3502.442320	15.779354	705
3503.499788	16.098974	706
3504.530130	15.944939	707
3505.588993	16.044132	708
3506.617537	15.848209	709
3507.680423	15.723700	710
3508.713692	15.649761	711
3509.775161	15.843696	712
3510.799478	15.627623	713
3511.863728	15.814177	714
3512.890430	15.683511	715
3513.953998	15.690574	716
3514.980997	15.764989	717
3516.045954	15.515643	718
3517.068899	15.546857	719
3518.136086	15.658414	720
3519.160207	15.264881	721
3520.226294	15.754382	722
3521.255563	15.601468	723
3522.319350	15.571036	724
3523.344099	15.637149	725
3524.408820	15.479269	726
3525.431969	15.417920	727
3526.492154	15.313868	728
3527.524083	15.375354	729
3528.586986	15.428984	730
3529.614648	15.227199	731
3530.678418	15.512526	732
3531.705386	15.299098	733
3532.768479	15.467866	734
3533.795884	15.276824	735
3534.859118	15.398007	736
3535.888041	15.235268	737
3536.949360	15.260823	738
3537.978406	15.193752	739
3539.037812	15.040037	740
3540.072130	15.018983	741
3541.128696	15.429042	742
3542.162409	15.157282	743
3543.217487	15.193083	744
3544.254985	14.927893	745
3545.306759	15.156327	746
3546.345268	15.357660	747
3547.397470	14.963996	748
3548.437652	14.874106	749
3549.488745	14.850118	750
3550.526649	15.073648	751
3551.574538	15.008064	752
3552.618215	15.161098	753
3553.667825	14.989347	754
3554.707495	15.027267	755
3555.759601	14.732697	756
3556.797366	14.917396	757
3557.851411	15.046859	758
3558.891404	14.850840	759
3559.940799	14.995184	760
3560.984035	15.026998	761
3562.031343	14.745056	762
3563.068994	14.868263	763
3564.122888	14.633017	764
3565.161083	14.430532	765
3566.213493	14.680446	766
3567.250970	14.600088	767
3568.305433	14.817101	768
3569.340575	14.592421	769
3570.396010	14.690661	770
3571.429064	14.423830	771
3572.488135	14.696968	772
3573.517628	14.517573	773
3574.575733	14.425663	774
3575.609117	14.779150	775
3576.669887	14.533000	776
