time (s)	det(V)
3363.123366	-0.305683	
3363.124932	-0.311162	
3363.126620	-0.319524	
3363.128177	-0.327202	
3363.129901	-0.329225	
3363.131423	-0.335634	
3363.133156	-0.343432	
3363.134643	-0.349527	
3363.136414	-0.350309	
3363.137904	-0.360029	
3363.139659	-0.364348	
3363.141146	-0.368468	
3363.142933	-0.374443	
3363.144412	-0.387941	
3363.146184	-0.390785	
3363.147679	-0.395305	
3363.149408	-0.401247	
3363.150926	-0.408663	
3363.152657	-0.404530	
3363.154176	-0.414057	
3363.155891	-0.420949	
3363.157436	-0.427153	
3363.159147	-0.428950	
3363.160693	-0.450320	
3363.162387	-0.449744	
3363.163949	-0.455879	
3363.165637	-0.465664	
3363.167218	-0.480863	
3363.168874	-0.472701	
3363.170477	-0.488420	
3363.172126	-0.496464	
3363.173730	-0.506148	
3363.175380	-0.510209	
3363.176992	-0.534593	
3363.178618	-0.534331	
3363.180290	-0.543475	
3363.181888	-0.554815	
3363.183567	-0.568809	
3363.185160	-0.570283	
3363.186834	-0.585096	
3363.188428	-0.596629	
3363.190090	-0.606502	
3363.191659	-0.616960	
3363.193365	-0.633218	
3363.194913	-0.644727	
3363.196624	-0.653649	
3363.198115	-0.666746	
3363.199687	-0.679568	
3363.201183	-0.691826	
3363.202816	-0.695214	
3363.204323	-0.712773	
3363.205900	-0.722816	
3363.207451	-0.735199	
3363.208968	-0.741858	
3363.210594	-0.767071	
3363.212086	-0.771671	
3363.213718	-0.782971	
3363.215258	-0.794077	
3363.216941	-0.811060	
3363.218417	-0.809501	
3363.220107	-0.825977	
3363.221579	-0.836962	
3363.223300	-0.846542	
3363.224788	-0.856282	
3363.226501	-0.867594	
3363.228014	-0.880931	
3363.229779	-0.886664	
3363.231263	-0.896863	
3363.233047	-0.905049	
3363.234529	-0.912864	
3363.236321	-0.912034	
3363.237801	-0.925199	
3363.239562	-0.928699	
3363.241044	-0.933380	
3363.242825	-0.938677	
3363.244323	-0.949767	
3363.246077	-0.948096	
3363.247580	-0.950029	
3363.249312	-0.953711	
3363.250842	-0.960313	
3363.252570	-0.947592	
3363.254123	-0.953183	
3363.255847	-0.952615	
3363.257392	-0.950883	
3363.259092	-0.945445	
3363.260644	-0.956015	
3363.262337	-0.943652	
3363.263913	-0.940256	
3363.265567	-0.936240	
3363.267170	-0.935680	
3363.268810	-0.918685	
3363.270425	-0.918089	
3363.272056	-0.913033	
3363.273658	-0.906229	
3363.275288	-0.895135	
3363.276928	-0.897814	
3363.278528	-0.886136	
3363.280216	-0.877137	
3363.281803	-0.869032	
3363.283486	-0.861205	
3363.285083	-0.848713	
3363.286745	-0.839266	
3363.288317	-0.830908	
3363.290028	-0.818585	
3363.291567	-0.808075	
3363.293274	-0.801050	
3363.294817	-0.791917	
3363.296541	-0.778092	
3363.298055	-0.771143	
3363.299783	-0.760940	
3363.301279	-0.751880	
3363.302827	-0.735602	
3363.304338	-0.731541	
3363.305894	-0.720060	
3363.307431	-0.709345	
3363.308956	-0.694670	
3363.310586	-0.699113	
3363.312078	-0.681940	
3363.313720	-0.669271	
3363.315243	-0.658443	
3363.316884	-0.649259	
3363.318364	-0.635256	
3363.320075	-0.623562	
3363.321557	-0.614607	
3363.323273	-0.601616	
3363.324757	-0.590832	
3363.326472	-0.581530	
3363.327962	-0.574598	
3363.329672	-0.558565	
3363.331150	-0.549300	
3363.332919	-0.538464	
3363.334398	-0.528461	
3363.336155	-0.506966	
3363.337659	-0.499284	
3363.339401	-0.485556	
3363.340908	-0.473664	
3363.342642	-0.456367	
3363.344169	-0.455396	
3363.345902	-0.433026	
3363.347439	-0.421078	
3363.349137	-0.406870	
3363.350673	-0.402435	
3363.352369	-0.375965	
3363.353948	-0.367715	
3363.355626	-0.350925	
3363.357202	-0.335952	
3363.358864	-0.314650	
3363.360454	-0.313478	
3363.362113	-0.287278	
3363.363725	-0.269231	
3363.365336	-0.253935	
3363.366964	-0.237931	
3363.368581	-0.216557	
3363.370230	-0.198707	
3363.371834	-0.183270	
3363.373482	-0.164591	
3363.375078	-0.145545	
3363.376778	-0.133742	
3363.378348	-0.114874	
3363.380048	-0.094978	
3363.381604	-0.076790	
3363.383272	-0.059484	
3363.384835	-0.041973	
3363.386522	-0.019374	
3363.388059	-0.006032	
3363.389783	0.016470	
3363.391262	0.034351	
3363.393027	0.053824	
3363.394507	0.065885	
3363.396265	0.087819	
3363.397751	0.102043	
3363.399516	0.122443	
3363.401007	0.132904	
3363.402770	0.158710	
3363.404276	0.171012	
3363.406019	0.185985	
3363.407536	0.204262	
3363.409253	0.218635	
3363.410773	0.225419	
3363.412303	0.246386	
3363.413920	0.258145	
3363.415410	0.271120	
3363.417044	0.282275	
3363.418569	0.309091	
3363.420203	0.318662	
3363.421683	0.329345	
3363.423334	0.343549	
3363.424808	0.358079	
3363.426449	0.370015	
3363.427930	0.378197	
3363.429586	0.393521	
3363.431084	0.405630	
3363.432781	0.417243	
3363.434285	0.423660	
3363.435945	0.444145	
3363.437477	0.448825	
3363.439102	0.463098	
3363.440654	0.476564	
3363.442259	0.494184	
3363.443832	0.490067	
3363.445500	0.513713	
3363.447096	0.525678	
3363.448758	0.538173	
3363.450367	0.547205	
3363.451983	0.570037	
3363.453616	0.578851	
3363.455226	0.590107	
3363.456883	0.603988	
3363.458491	0.617974	
3363.460152	0.626639	
3363.461742	0.640614	
3363.463429	0.655297	
3363.464999	0.666987	
3363.466709	0.681187	
3363.468256	0.696329	
3363.469969	0.711460	
3363.471523	0.721559	
3363.473228	0.734643	
3363.474775	0.748742	
3363.476491	0.759393	
3363.477988	0.768009	
3363.479760	0.783156	
3363.481241	0.794415	
3363.483019	0.805670	
3363.484512	0.813952	
3363.486289	0.831459	
3363.487791	0.837574	
3363.489596	0.848696	
3363.491077	0.861293	
3363.492867	0.869475	
3363.494356	0.871807	
3363.496112	0.884984	
3363.497615	0.892162	
3363.499345	0.898462	
3363.500868	0.902334	
3363.502608	0.917585	
3363.504139	0.918310	
3363.505837	0.924098	
3363.507376	0.928594	
3363.509080	0.933892	
3363.510642	0.924022	
3363.512313	0.933440	
3363.513888	0.934979	
3363.515558	0.934999	
3363.517147	0.925468	
3363.518825	0.943471	
3363.520419	0.936594	
3363.522060	0.933908	
3363.523655	0.931450	
3363.525283	0.932623	
3363.526951	0.914749	
3363.528442	0.918439	
3363.530081	0.912670	
3363.531557	0.908207	
3363.533197	0.901516	
3363.534676	0.894354	
3363.536326	0.892444	
3363.537809	0.882704	
3363.539431	0.873068	
3363.540951	0.868770	
3363.542509	0.860048	
3363.544066	0.844430	
3363.545568	0.841828	
3363.547206	0.832668	
3363.548785	0.822158	
3363.550392	0.808462	
3363.551947	0.809602	
3363.553602	0.794999	
3363.555106	0.785722	
3363.556797	0.775232	
3363.558285	0.767792	
3363.560009	0.751969	
3363.561483	0.744722	
3363.563210	0.737789	
3363.564757	0.726699	
3363.566470	0.716535	
3363.567978	0.708942	
3363.569743	0.703564	
3363.571220	0.693260	
3363.573006	0.683817	
3363.574500	0.676180	
3363.576291	0.664792	
3363.577776	0.651941	
3363.579576	0.648686	
3363.581051	0.638704	
3363.582813	0.629632	
3363.584312	0.621382	
3363.586084	0.621382	
3363.587592	0.608621	
3363.589353	0.604145	
3363.590869	0.597317	
3363.592599	0.590840	
3363.594120	0.573184	
3363.595824	0.574992	
3363.597362	0.566291	
3363.599053	0.559644	
3363.600607	0.546540	
3363.602288	0.555028	
3363.603853	0.544051	
3363.605521	0.536042	
3363.607111	0.528945	
3363.608762	0.528115	
3363.610353	0.507981	
3363.611991	0.507059	
3363.613610	0.502615	
3363.615221	0.494917	
3363.616901	0.483650	
3363.618496	0.487582	
3363.620159	0.477317	
3363.621765	0.470014	
3363.623435	0.464121	
3363.625018	0.457671	
3363.626717	0.445679	
3363.628290	0.442034	
3363.629999	0.434859	
3363.631566	0.426492	
3363.633270	0.423447	
3363.634820	0.418363	
3363.636539	0.415273	
3363.638096	0.406455	
3363.639826	0.400703	
3363.641337	0.392683	
3363.643087	0.382986	
3363.644572	0.373475	
3363.646355	0.370305	
3363.647837	0.360198	
3363.649368	0.352383	
3363.650917	0.342478	
3363.652479	0.346607	
3363.654023	0.330993	
3363.655518	0.325007	
3363.657183	0.317583	
3363.658678	0.314469	
3363.660323	0.294448	
3363.661856	0.290404	
3363.663470	0.287072	
3363.664951	0.279209	
3363.666668	0.273477	
3363.668156	0.264151	
3363.669880	0.259361	
3363.671363	0.252171	
3363.673098	0.247043	
3363.674586	0.241641	
3363.676285	0.234470	
3363.677768	0.223098	
3363.679543	0.220206	
3363.681029	0.212153	
3363.682783	0.205644	
3363.684287	0.198175	
3363.686078	0.199811	
3363.687583	0.190960	
3363.689311	0.184338	
3363.690826	0.181369	
3363.692563	0.177611	
3363.694090	0.164430	
3363.695808	0.164233	
3363.697357	0.160228	
3363.699061	0.154979	
3363.700619	0.148776	
3363.702312	0.153940	
3363.703874	0.145058	
3363.705552	0.141473	
3363.707136	0.138270	
3363.708791	0.139043	
3363.710399	0.124807	
3363.712040	0.126584	
3363.713655	0.124719	
3363.715293	0.122076	
3363.716902	0.117472	
3363.718514	0.120167	
3363.720169	0.113476	
3363.721768	0.111997	
3363.723442	0.111764	
3363.725016	0.110463	
3363.726711	0.103542	
3363.728277	0.104388	
3363.729964	0.106011	
3363.731528	0.101459	
3363.733234	0.099014	
3363.734790	0.099187	
3363.736513	0.101286	
3363.738039	0.096984	
3363.739783	0.098132	
3363.741286	0.096130	
3363.743024	0.095276	
3363.744503	0.089999	
3363.746290	0.092923	
3363.747780	0.090107	
3363.749561	0.089314	
3363.751043	0.088963	
3363.752801	0.093987	
3363.754294	0.089020	
3363.756036	0.087698	
3363.757572	0.088544	
3363.759057	0.088625	
3363.760660	0.077249	
3363.762145	0.081910	
3363.763806	0.082224	
3363.765304	0.081342	
3363.766949	0.077354	
3363.768476	0.084468	
3363.770111	0.078844	
3363.771601	0.076580	
3363.773245	0.075646	
3363.774734	0.074401	
3363.776438	0.072842	
3363.777925	0.067811	
3363.779632	0.067505	
3363.781136	0.065535	
3363.782837	0.065377	
3363.784321	0.061188	
3363.785999	0.066179	
3363.787526	0.060830	
3363.789256	0.059984	
3363.790784	0.060121	
3363.792484	0.059911	
3363.794023	0.046867	
3363.795710	0.054292	
3363.797281	0.049603	
3363.798933	0.049736	
3363.800507	0.041707	
3363.802158	0.052604	
3363.803733	0.045748	
3363.805367	0.043451	
3363.806977	0.040809	
3363.808589	0.041208	
3363.810226	0.031918	
3363.811822	0.036217	
3363.813481	0.033667	
3363.815077	0.033707	
3363.816730	0.030037	
3363.818318	0.032559	
3363.820004	0.029243	
3363.821552	0.027221	
3363.823254	0.026867	
3363.824804	0.027479	
3363.826513	0.022569	
3363.828047	0.020115	
3363.829769	0.021147	
3363.831260	0.019890	
3363.833031	0.017545	
3363.834524	0.016204	
3363.836288	0.020675	
3363.837776	0.016893	
3363.839549	0.013392	
3363.841030	0.012893	
3363.842807	0.011720	
3363.844299	0.005275	
3363.846043	0.009440	
3363.847555	0.006935	
3363.849301	0.007035	
3363.850815	0.004143	
3363.852526	0.012752	
3363.854058	0.006653	
3363.855755	0.006802	
3363.857312	0.006451	
3363.858988	0.010754	
3363.860545	-0.001174	
3363.862213	0.005041	
3363.863819	0.004244	
3363.865313	0.003986	
3363.866950	0.003172	
3363.868482	0.010347	
3363.870105	0.006782	
3363.871589	0.005847	
3363.873208	0.007607	
3363.874708	0.008570	
3363.876346	0.006898	
3363.877857	0.003321	
3363.879489	0.007378	
3363.880971	0.006222	
3363.882623	0.006359	
3363.884138	0.003539	
3363.885768	0.013573	
3363.887314	0.008776	
3363.888922	0.009178	
3363.890499	0.009807	
3363.892057	0.013843	
3363.893681	0.002145	
3363.895312	0.007483	
3363.896933	0.009223	
3363.898557	0.008268	
3363.900217	0.006282	
3363.901811	0.010907	
3363.903461	0.008715	
3363.905059	0.007990	
3363.906745	0.009549	
3363.908312	0.008405	
3363.910007	0.005001	
3363.911574	0.004332	
3363.913287	0.006032	
3363.914847	0.004373	
3363.916545	0.003563	
3363.918103	0.004635	
3363.919823	0.005654	
3363.921351	0.003313	
3363.923088	0.002999	
3363.924575	0.003712	
3363.926325	0.001017	
3363.927820	-0.003507	
3363.929582	-0.000264	
3363.931077	-0.003088	
3363.932861	-0.004236	
3363.934332	-0.005331	
3363.936107	-0.001654	
3363.937600	-0.007116	
3363.939349	-0.005779	
3363.940861	-0.006826	
3363.942601	-0.007382	
3363.944128	-0.016571	
3363.945821	-0.012828	
3363.947371	-0.014927	
3363.949079	-0.015970	
3363.950626	-0.020091	
3363.952304	-0.009775	
3363.953871	-0.019350	
3363.955540	-0.019257	
3363.957113	-0.019753	
3363.958760	-0.016893	
3363.960368	-0.031056	
3363.961999	-0.024788	
3363.963611	-0.024700	
3363.965228	-0.027769	
3363.966872	-0.029610	
3363.968459	-0.027250	
3363.970097	-0.028249	
3363.971588	-0.032176	
3363.973153	-0.032237	
3363.974638	-0.032305	
3363.976278	-0.034384	
3363.977777	-0.039185	
3363.979377	-0.035866	
3363.980879	-0.038037	
3363.982452	-0.039556	
3363.984005	-0.044443	
3363.985512	-0.032329	
3363.987150	-0.040575	
3363.988637	-0.040700	
3363.990251	-0.039911	
3363.991775	-0.039959	
3363.993447	-0.045349	
3363.994923	-0.045321	
3363.996660	-0.044414	
3363.998132	-0.045119	
3363.999843	-0.045913	
3364.001323	-0.045711	
3364.003030	-0.042255	
3364.004513	-0.046005	
3364.006271	-0.045151	
3364.007762	-0.044688	
3364.009530	-0.045595	
3364.011011	-0.051903	
3364.012774	-0.047548	
3364.014274	-0.049921	
3364.016007	-0.050308	
3364.017517	-0.052362	
3364.019237	-0.043802	
3364.020761	-0.049836	
3364.022460	-0.049236	
3364.024006	-0.048443	
3364.025703	-0.045760	
3364.027251	-0.058187	
3364.028938	-0.051363	
3364.030502	-0.052624	
3364.032160	-0.054207	
3364.033745	-0.057801	
3364.035391	-0.048439	
3364.037000	-0.054380	
3364.038633	-0.055585	
3364.040249	-0.054920	
3364.041864	-0.055867	
3364.043494	-0.062155	
3364.045099	-0.060588	
3364.046778	-0.063335	
3364.048356	-0.063444	
3364.050045	-0.066292	
3364.051619	-0.065156	
3364.053308	-0.067887	
3364.054868	-0.070010	
3364.056547	-0.070921	
3364.058109	-0.074240	
3364.059832	-0.077902	
3364.061360	-0.081326	
3364.063081	-0.081709	
3364.064562	-0.086551	
3364.066339	-0.089237	
3364.067822	-0.091159	
3364.069597	-0.090136	
3364.071083	-0.097483	
3364.072829	-0.099864	
3364.074319	-0.101733	
3364.076084	-0.105584	
3364.077603	-0.116803	
3364.079099	-0.114483	
3364.080665	-0.118052	
3364.082169	-0.122580	
3364.083820	-0.130064	
3364.085323	-0.122685	
3364.086942	-0.131309	
3364.088473	-0.137597	
3364.090116	-0.140852	
3364.091604	-0.143442	
3364.093247	-0.150532	
3364.094726	-0.156651	
3364.096426	-0.157993	
3364.097909	-0.164333	
3364.099615	-0.169042	
3364.101096	-0.174062	
3364.102811	-0.173039	
3364.104300	-0.181728	
3364.105983	-0.185752	
3364.107509	-0.190421	
3364.109258	-0.194018	
3364.110781	-0.206961	
3364.112499	-0.206731	
3364.114027	-0.211932	
3364.115742	-0.216806	
3364.117300	-0.224420	
3364.118995	-0.218547	
3364.120553	-0.229931	
3364.122230	-0.233762	
3364.123803	-0.238193	
3364.125474	-0.238676	
3364.127071	-0.256389	
3364.128723	-0.253065	
3364.130310	-0.256836	
3364.131944	-0.263092	
3364.133577	-0.269738	
3364.135185	-0.267865	
3364.136843	-0.275737	
3364.138467	-0.279596	
3364.140126	-0.282931	
3364.141733	-0.285344	
3364.143394	-0.297393	
3364.144989	-0.299488	
3364.146684	-0.301256	
3364.148239	-0.306150	
3364.149959	-0.312733	
3364.151517	-0.315778	
3364.153188	-0.317381	
3364.154744	-0.324052	
3364.156463	-0.327585	
3364.157997	-0.332790	
3364.159731	-0.337881	
3364.161217	-0.345636	
3364.162990	-0.347529	
3364.164470	-0.354124	
3364.166239	-0.360521	
3364.167723	-0.365741	
3364.169501	-0.366599	
3364.170996	-0.374890	
3364.172774	-0.380610	
3364.174265	-0.386205	
3364.176031	-0.391317	
3364.177536	-0.402709	
3364.179268	-0.403483	
3364.180782	-0.410395	
3364.182515	-0.417090	
3364.184054	-0.427358	
3364.185568	-0.423262	
3364.187180	-0.439592	
3364.188673	-0.447617	
3364.190313	-0.454944	
3364.191843	-0.458272	
3364.193493	-0.482422	
3364.194980	-0.483328	
3364.196618	-0.491916	
3364.198108	-0.502700	
3364.199742	-0.513722	
3364.201240	-0.523776	
3364.202956	-0.530343	
3364.204444	-0.543382	
3364.206155	-0.554839	
3364.207632	-0.564930	
3364.209315	-0.576112	
3364.210816	-0.594514	
3364.212472	-0.602607	
3364.214006	-0.615364	
3364.215695	-0.626386	
3364.217244	-0.642588	
3364.218934	-0.643426	
3364.220511	-0.660381	
3364.222184	-0.674311	
3364.223758	-0.686037	
3364.225423	-0.694158	
3364.227023	-0.720133	
3364.228654	-0.724677	
3364.230266	-0.734792	
3364.231886	-0.747771	
3364.233529	-0.762197	
3364.235156	-0.765528	
3364.236802	-0.779893	
3364.238415	-0.791801	
3364.240052	-0.800933	
3364.241642	-0.809558	
3364.243325	-0.824422	
3364.244884	-0.833474	
3364.246590	-0.838420	
3364.248130	-0.847234	
3364.249838	-0.854779	
3364.251392	-0.860568	
3364.253109	-0.863569	
3364.254633	-0.872053	
3364.256376	-0.876246	
3364.257856	-0.881117	
3364.259651	-0.885959	
3364.261136	-0.892718	
3364.262889	-0.891792	
3364.264368	-0.895296	
3364.266142	-0.897721	
3364.267638	-0.901399	
3364.269407	-0.894136	
3364.270898	-0.899562	
3364.272657	-0.900835	
3364.274163	-0.897657	
3364.275894	-0.894410	
3364.277420	-0.901717	
3364.279142	-0.893568	
3364.280674	-0.892001	
3364.282401	-0.888662	
3364.283941	-0.890217	
3364.285440	-0.872754	
3364.287102	-0.876798	
3364.288603	-0.872254	
3364.290239	-0.866913	
3364.291767	-0.862707	
3364.293399	-0.862582	
3364.294896	-0.855585	
3364.296543	-0.848113	
3364.298025	-0.845144	
3364.299744	-0.839419	
3364.301230	-0.833083	
3364.302949	-0.821985	
3364.304432	-0.821755	
3364.306146	-0.813513	
3364.307625	-0.807157	
3364.309310	-0.798238	
3364.310821	-0.803032	
3364.312561	-0.789283	
3364.314089	-0.784393	
3364.315843	-0.779011	
3364.317366	-0.775353	
3364.319074	-0.757782	
3364.320617	-0.757093	
3364.322314	-0.750353	
3364.323877	-0.742700	
3364.325555	-0.727360	
3364.327133	-0.735706	
3364.328828	-0.718884	
3364.330408	-0.711150	
3364.332055	-0.702279	
3364.333651	-0.698029	
3364.335310	-0.679201	
3364.336921	-0.675096	
3364.338528	-0.668143	
3364.340168	-0.658528	
3364.341754	-0.648973	
3364.343431	-0.645601	
3364.345025	-0.634604	
3364.346686	-0.623018	
3364.348273	-0.614986	
3364.349960	-0.605620	
3364.351526	-0.591492	
3364.353231	-0.578896	
3364.354785	-0.571202	
3364.356500	-0.556893	
3364.358055	-0.543410	
3364.359744	-0.531873	
3364.361260	-0.524099	
3364.362998	-0.504211	
3364.364485	-0.493177	
3364.366256	-0.480839	
3364.367743	-0.468548	
3364.369532	-0.446719	
3364.371013	-0.436849	
3364.372812	-0.419459	
3364.374296	-0.407007	
3364.376065	-0.393537	
3364.377569	-0.387261	
3364.379331	-0.365189	
3364.380849	-0.349858	
3364.382341	-0.334619	
3364.383949	-0.321941	
3364.385447	-0.291230	
3364.387112	-0.280764	
3364.388600	-0.264667	
3364.390217	-0.246656	
3364.391746	-0.229060	
3364.393396	-0.215388	
3364.394877	-0.197555	
3364.396513	-0.177252	
3364.397992	-0.161433	
3364.399638	-0.145843	
3364.401121	-0.129456	
3364.402817	-0.102317	
3364.404296	-0.090522	
3364.405986	-0.070453	
3364.407496	-0.054159	
3364.409141	-0.032913	
3364.410682	-0.029864	
3364.412293	-0.006322	
3364.413865	0.010125	
3364.415544	0.025131	
3364.417110	0.037236	
3364.418762	0.065418	
3364.420348	0.073180	
3364.421982	0.089684	
3364.423590	0.103590	
3364.425212	0.122837	
3364.426853	0.126560	
3364.428465	0.149618	
3364.430139	0.163004	
3364.431754	0.177099	
3364.433389	0.190997	
3364.434988	0.207763	
3364.436668	0.225737	
3364.438227	0.235691	
3364.439929	0.253706	
3364.441482	0.267216	
3364.443199	0.281493	
3364.444762	0.288929	
3364.446445	0.309333	
3364.447989	0.321776	
3364.449727	0.337285	
3364.451227	0.353354	
3364.452985	0.371296	
3364.454464	0.383228	
3364.456268	0.402077	
3364.457753	0.414802	
3364.459525	0.427266	
3364.461007	0.432394	
3364.462810	0.453067	
3364.464290	0.467944	
3364.466045	0.481185	
3364.467543	0.495171	
3364.469309	0.520767	
3364.470819	0.529376	
3364.472553	0.549284	
3364.474072	0.563290	
3364.475810	0.581788	
3364.477357	0.583387	
3364.479070	0.609032	
3364.480617	0.619602	
3364.482318	0.637117	
3364.483875	0.645379	
3364.485565	0.677086	
3364.487128	0.683225	
3364.488801	0.698859	
3364.490383	0.713071	
3364.492042	0.733712	
3364.493627	0.733974	
3364.495147	0.752794	
3364.496793	0.770189	
3364.498286	0.781234	
3364.499923	0.794310	
3364.501409	0.807978	
3364.503032	0.824857	
3364.504531	0.832414	
3364.506178	0.847726	
3364.507657	0.859460	
3364.509252	0.873950	
3364.510761	0.872327	
3364.512414	0.891131	
3364.513953	0.900110	
3364.515587	0.909367	
3364.517169	0.910729	
3364.518755	0.934693	
3364.520358	0.933243	
3364.521918	0.938979	
3364.523549	0.946206	
3364.525044	0.953215	
3364.526746	0.949187	
3364.528338	0.955318	
3364.529988	0.958432	
3364.531569	0.960140	
3364.533245	0.961477	
3364.534823	0.964466	
3364.536530	0.966203	
3364.538077	0.961872	
3364.539774	0.961328	
3364.541313	0.959278	
3364.543047	0.954947	
3364.544557	0.946661	
3364.546315	0.945271	
3364.547807	0.939882	
3364.549614	0.933070	
3364.551100	0.924590	
3364.552880	0.926669	
3364.554365	0.914757	
3364.556130	0.909158	
3364.557609	0.903115	
3364.559388	0.896271	
3364.560886	0.880133	
3364.562662	0.879920	
3364.564161	0.871315	
3364.565905	0.858050	
3364.567426	0.847278	
3364.569160	0.852189	
3364.570685	0.837615	
3364.572389	0.827371	
3364.573937	0.821586	
3364.575658	0.816563	
3364.577210	0.791394	
3364.578899	0.793839	
3364.580461	0.787385	
3364.582120	0.779696	
3364.583708	0.763175	
3364.585373	0.767441	
3364.586975	0.755574	
3364.588604	0.747719	
3364.590223	0.740790	
3364.591864	0.734751	
3364.593481	0.717462	
3364.595110	0.714876	
3364.596792	0.709804	
3364.598384	0.700217	
3364.600054	0.692374	
3364.601643	0.688051	
3364.603334	0.680285	
3364.604914	0.671185	
3364.606593	0.666354	
3364.608169	0.660586	
3364.609884	0.650749	
3364.611361	0.644062	
3364.613011	0.638527	
3364.614490	0.629890	
3364.616135	0.624444	
3364.617625	0.615662	
3364.619243	0.615795	
3364.620763	0.603074	
3364.622325	0.595782	
3364.623891	0.591218	
3364.625489	0.588842	
3364.627087	0.566952	
3364.628660	0.566928	
3364.630265	0.560273	
3364.631810	0.553908	
3364.633483	0.544075	
3364.634958	0.540224	
3364.636672	0.530028	
3364.638153	0.520989	
3364.639872	0.515184	
3364.641354	0.507268	
3364.643072	0.497471	
3364.644606	0.485241	
3364.646346	0.480858	
3364.647840	0.468919	
3364.649625	0.459291	
3364.651111	0.451118	
3364.652879	0.447295	
3364.654364	0.433622	
3364.656147	0.426790	
3364.657644	0.421836	
3364.659440	0.413183	
3364.660916	0.398705	
3364.662691	0.395184	
3364.664191	0.385222	
3364.665934	0.376134	
3364.667444	0.365580	
3364.669189	0.364339	
3364.670718	0.350816	
3364.672453	0.340975	
3364.673983	0.331924	
3364.675686	0.330147	
3364.677229	0.307677	
3364.678936	0.305345	
3364.680493	0.295632	
3364.682181	0.288144	
3364.683764	0.276498	
3364.685431	0.279519	
3364.687024	0.267031	
3364.688697	0.258491	
3364.690288	0.251184	
3364.691938	0.247264	
3364.693540	0.231441	
3364.695153	0.229125	
3364.696798	0.224827	
3364.698400	0.214518	
3364.700069	0.210022	
3364.701675	0.206627	
3364.703318	0.198904	
3364.704915	0.193587	
3364.706602	0.187867	
3364.708142	0.184032	
3364.709833	0.176886	
3364.711392	0.169683	
3364.713102	0.168998	
3364.714639	0.164905	
3364.716373	0.159322	
3364.717882	0.154971	
3364.719624	0.155584	
3364.721110	0.148808	
3364.722903	0.146218	
3364.724386	0.143430	
3364.726163	0.140236	
3364.727647	0.132530	
3364.729264	0.135579	
3364.730790	0.131506	
3364.732356	0.127095	
3364.733927	0.119188	
3364.735428	0.134064	
3364.737081	0.124384	
3364.738578	0.120815	
3364.740226	0.119003	
3364.741747	0.119385	
3364.743396	0.111804	
3364.744871	0.110676	
3364.746586	0.112831	
3364.748068	0.109262	
3364.749787	0.106849	
3364.751273	0.105198	
3364.753004	0.110571	
3364.754488	0.104847	
3364.756197	0.105649	
3364.757675	0.101362	
3364.759467	0.103373	
3364.760947	0.094361	
3364.762723	0.097387	
3364.764214	0.096106	
3364.765974	0.093942	
3364.767490	0.090091	
3364.769240	0.097246	
3364.770758	0.089793	
3364.772482	0.090418	
3364.774010	0.089169	
3364.775714	0.091546	
3364.777261	0.077309	
3364.778943	0.082627	
3364.780507	0.082997	
3364.782173	0.079888	
3364.783762	0.072693	
3364.785420	0.085189	
3364.786992	0.076419	
3364.788625	0.075009	
3364.790239	0.073446	
3364.791865	0.072488	
3364.793496	0.064733	
3364.795102	0.066078	
3364.796766	0.065382	
3364.798364	0.063710	
3364.800002	0.060632	
3364.801582	0.061494	
3364.803234	0.061289	
3364.804799	0.055887	
3364.806526	0.056386	
3364.808065	0.055476	
3364.809749	0.050356	
3364.811271	0.047274	
3364.813006	0.049192	
3364.814506	0.044245	
3364.816259	0.041820	
3364.817757	0.042513	
3364.819545	0.045083	
3364.821026	0.038476	
3364.822808	0.038194	
3364.824283	0.037498	
3364.826067	0.038021	
3364.827549	0.028152	
3364.829294	0.033872	
3364.830797	0.031081	
3364.832530	0.029086	
3364.834063	0.024361	
3364.835783	0.034718	
3364.837308	0.026472	
3364.838829	0.025590	
3364.840420	0.025707	
3364.841909	0.025836	
3364.843530	0.019213	
3364.845064	0.021070	
