time (s)	det(V)
10529.099340	0.009174	
10529.100864	0.010677	
10529.102571	0.013255	
10529.104111	0.005626	
10529.105796	0.008844	
10529.107352	0.008784	
10529.109033	0.009263	
10529.110596	0.007728	
10529.112267	0.013412	
10529.113851	0.011362	
10529.115486	0.009928	
10529.117084	0.010883	
10529.118702	0.011507	
10529.120319	0.013807	
10529.121926	0.008655	
10529.123568	0.014758	
10529.125058	0.012808	
10529.126683	0.012405	
10529.128173	0.007503	
10529.129796	0.016997	
10529.131297	0.012256	
10529.132923	0.012945	
10529.134404	0.013557	
10529.135986	0.019628	
10529.137504	0.006621	
10529.139133	0.014371	
10529.140682	0.015237	
10529.142279	0.014725	
10529.143864	0.014194	
10529.145431	0.012534	
10529.147034	0.014959	
10529.148546	0.012756	
10529.150235	0.012699	
10529.151807	0.013843	
10529.153474	0.016333	
10529.155051	0.008204	
10529.156721	0.016043	
10529.158271	0.012184	
10529.159943	0.012393	
10529.161487	0.010157	
10529.163211	0.018996	
10529.164724	0.013670	
10529.166475	0.014037	
10529.167956	0.015128	
10529.169712	0.019310	
10529.171196	0.008554	
10529.172971	0.015281	
10529.174450	0.017896	
10529.176227	0.015092	
10529.177714	0.009440	
10529.179478	0.021433	
10529.180982	0.014987	
10529.182725	0.012736	
10529.184235	0.014391	
10529.185953	0.021682	
10529.187480	0.006298	
10529.189203	0.014649	
10529.190752	0.017163	
10529.192426	0.013755	
10529.193984	0.014947	
10529.195663	0.015503	
10529.197230	0.015882	
10529.198893	0.012691	
10529.200491	0.015185	
10529.202127	0.014556	
10529.203739	0.013348	
10529.205355	0.008639	
10529.206965	0.013146	
10529.208584	0.011201	
10529.210209	0.010395	
10529.211801	0.010653	
10529.213435	0.015990	
10529.215011	0.011007	
10529.216721	0.012772	
10529.218192	0.013203	
10529.219751	0.015072	
10529.221235	0.001899	
10529.222850	0.008812	
10529.224346	0.009730	
10529.225932	0.006689	
10529.227463	0.005162	
10529.228991	0.007764	
10529.230595	0.007962	
10529.232166	0.003490	
10529.233778	0.006806	
10529.235310	0.005009	
10529.236953	0.004775	
10529.238438	-0.001984	
10529.240148	0.001666	
10529.241623	-0.000643	
10529.243314	-0.003180	
10529.244855	-0.004764	
10529.246549	0.002653	
10529.248091	-0.004441	
10529.249818	-0.004594	
10529.251300	-0.006262	
10529.253066	-0.002798	
10529.254546	-0.017038	
10529.256316	-0.011233	
10529.257798	-0.013243	
10529.259558	-0.015785	
10529.261040	-0.022238	
10529.262774	-0.011785	
10529.264286	-0.020337	
10529.266011	-0.022645	
10529.267537	-0.023254	
10529.269275	-0.022323	
10529.270800	-0.037183	
10529.272512	-0.034388	
10529.274061	-0.036418	
10529.275738	-0.040902	
10529.277302	-0.044813	
10529.278963	-0.045699	
10529.280540	-0.048274	
10529.282203	-0.055242	
10529.283778	-0.056785	
10529.285442	-0.060983	
10529.287040	-0.065958	
10529.288679	-0.074748	
10529.290310	-0.076617	
10529.291917	-0.082857	
10529.293594	-0.089403	
10529.295193	-0.094780	
10529.296838	-0.094805	
10529.298430	-0.107099	
10529.300096	-0.112960	
10529.301669	-0.119510	
10529.303365	-0.125279	
10529.304905	-0.141283	
10529.306621	-0.143374	
10529.308160	-0.154033	
10529.309865	-0.164237	
10529.311374	-0.175609	
10529.313119	-0.175065	
10529.314611	-0.193136	
10529.316394	-0.203239	
10529.317872	-0.212883	
10529.319503	-0.220170	
10529.320993	-0.246563	
10529.322575	-0.251732	
10529.324113	-0.264800	
10529.325658	-0.279398	
10529.327275	-0.294617	
10529.328768	-0.309788	
10529.330417	-0.322239	
10529.331951	-0.341495	
10529.333620	-0.358921	
10529.335106	-0.376880	
10529.336819	-0.393384	
10529.338294	-0.415028	
10529.340007	-0.431322	
10529.341478	-0.452475	
10529.343192	-0.477563	
10529.344693	-0.503518	
10529.346444	-0.517673	
10529.347932	-0.548627	
10529.349696	-0.577087	
10529.351171	-0.601281	
10529.352959	-0.626728	
10529.354439	-0.668437	
10529.356222	-0.693602	
10529.357705	-0.722501	
10529.359443	-0.757181	
10529.360951	-0.791974	
10529.362723	-0.815270	
10529.364231	-0.854014	
10529.365957	-0.891663	
10529.367478	-0.923752	
10529.369183	-0.960978	
10529.370715	-0.999477	
10529.372406	-1.037766	
10529.373959	-1.071983	
10529.375640	-1.112399	
10529.377216	-1.150414	
10529.378896	-1.187571	
10529.380478	-1.220716	
10529.382137	-1.256729	
10529.383717	-1.294370	
10529.385362	-1.330174	
10529.386968	-1.365429	
10529.388577	-1.409153	
10529.390246	-1.438817	
10529.391835	-1.473924	
10529.393513	-1.509506	
10529.395100	-1.540118	
10529.396769	-1.562757	
10529.398357	-1.595076	
10529.400058	-1.616188	
10529.401620	-1.619379	
10529.403329	-1.619419	
10529.404876	-1.619419	
10529.406591	-1.619532	
10529.408133	-1.619419	
10529.409828	-1.619407	
10529.411341	-1.619455	
10529.413111	-1.619552	
10529.414596	-1.619484	
10529.416238	-1.619435	
10529.417715	-1.619435	
10529.419321	-1.619532	
10529.420847	-1.619504	
10529.422402	-1.619483	
10529.423983	-1.619540	
10529.425475	-1.619455	
10529.427107	-1.619343	
10529.428663	-1.619355	
10529.430303	-1.619415	
10529.431802	-1.619419	
10529.433487	-1.617224	
10529.434964	-1.586641	
10529.436691	-1.549927	
10529.438165	-1.530172	
10529.439865	-1.486585	
10529.441394	-1.452099	
10529.443132	-1.410639	
10529.444638	-1.374856	
10529.446413	-1.315160	
