time (s)	coil I (A)	last det (V)	int current (uC)
10635.343319	1.485381	0.007861	635.742981
10635.344290	1.903033	0.007861	2483.588623
10635.345363	1.846007	0.007861	4464.354004
10635.346298	1.785154	0.007861	6133.472656
10635.347163	1.729526	0.007861	7629.512695
10635.348250	1.666176	0.007861	9440.645508
10635.349253	1.609526	0.007861	11055.000000
10635.350152	0.697515	0.007861	11682.065430
10635.351146	0.090934	0.007861	11772.454102
10635.352186	0.090480	0.007861	11866.552734
10635.353088	0.090564	0.007861	11948.241211
10635.353945	0.090531	0.007861	12025.826172
10635.355029	0.090604	0.007861	12124.041016
10635.356011	0.090388	0.007861	12212.801758
10635.356889	0.090417	0.007861	12292.188477
10635.357886	0.090626	0.007861	12382.542969
10635.358942	0.090601	0.007861	12478.216797
10635.359823	0.090535	0.007861	12557.977539
10636.391970	1.548431	0.013493	797.442139
10636.392888	1.903967	0.013493	2545.284180
10636.393748	1.855741	0.013493	4141.221680
10636.394843	1.786776	0.013493	6097.741699
10636.395845	1.723630	0.013493	7824.819336
10636.396720	1.671720	0.013493	9287.574219
10636.397707	1.615851	0.013493	10882.418945
10636.398789	0.621357	0.013493	11554.727539
10636.399664	0.090476	0.013493	11633.894531
10636.400534	0.090480	0.013493	11712.612305
10636.401637	0.090652	0.013493	11812.601562
10636.402612	0.090447	0.013493	11900.787109
10636.403482	0.090557	0.013493	11979.571289
10636.404527	0.090648	0.013493	12074.298828
10636.405572	0.090531	0.013493	12168.903320
10636.406458	0.090472	0.013493	12249.061523
10636.407376	0.090564	0.013493	12332.199219
10636.408432	0.090677	0.013493	12427.955078
10637.434294	1.443523	0.012192	609.166687
10637.435306	1.903359	0.012192	2535.366455
10637.436223	1.853408	0.012192	4234.941895
10637.437145	1.794269	0.012192	5889.257812
10637.438011	1.737209	0.012192	7393.681152
10637.439051	1.677426	0.012192	9138.204102
10637.439932	1.626833	0.012192	10571.444336
10637.440802	1.253796	0.012192	11662.247070
10637.441810	0.110900	0.012192	11774.034180
10637.442731	0.090498	0.012192	11857.382812
10637.443595	0.090516	0.012192	11935.588867
10637.444542	0.090637	0.012192	12021.421875
10637.445571	0.090524	0.012192	12114.570312
10637.446461	0.090513	0.012192	12195.126953
10637.447323	0.090527	0.012192	12273.161133
10637.448370	0.090615	0.012192	12368.035156
10637.449319	0.090597	0.012192	12454.011719
10637.450191	0.090564	0.012192	12532.983398
10638.482886	1.451605	0.012067	628.545044
10638.483755	1.907816	0.012067	2286.437256
10638.484615	1.865167	0.012067	3890.480957
10638.485585	1.802091	0.012067	5638.509277
10638.486509	1.743863	0.012067	7249.838867
10638.487401	1.690280	0.012067	8757.568359
10638.488375	1.634912	0.012067	10349.972656
10638.489323	1.303118	0.012067	11585.328125
10638.490246	0.115887	0.012067	11692.291992
10638.491107	0.090396	0.012067	11770.122070
10638.492131	0.090560	0.012067	11862.855469
10638.493013	0.090520	0.012067	11942.694336
10638.493880	0.090557	0.012067	12021.207031
10638.494829	0.090645	0.012067	12107.228516
10638.495808	0.090505	0.012067	12195.833008
10638.496674	0.090535	0.012067	12274.236328
10638.497576	0.090593	0.012067	12355.951172
10638.498658	0.090546	0.012067	12453.921875
10639.525364	1.520200	0.008586	731.216309
10639.526244	1.906432	0.008586	2408.876465
10639.527202	1.855920	0.008586	4186.848145
10639.528257	1.787681	0.008586	6072.851074
10639.529196	1.728896	0.008586	7696.285156
10639.530064	1.675704	0.008586	9150.796875
10639.531137	1.616052	0.008586	10884.821289
10639.532135	0.715613	0.008586	11599.002930
10639.533029	0.090872	0.008586	11680.242187
10639.534002	0.090520	0.008586	11768.318359
10639.535057	0.090557	0.008586	11863.855469
10639.535960	0.090461	0.008586	11945.541992
10639.536816	0.090520	0.008586	12023.027344
10639.537884	0.090667	0.008586	12119.859375
10639.538883	0.090498	0.008586	12210.266602
10639.539756	0.090531	0.008586	12289.299805
10639.540748	0.090670	0.008586	12379.244141
10639.541801	0.090586	0.008586	12474.630859
10640.573883	1.445284	0.012764	612.800598
10640.574898	1.902070	0.012764	2543.401855
10640.575814	1.853412	0.012764	4241.126953
10640.576742	1.794141	0.012764	5906.089355
10640.577604	1.737177	0.012764	7403.535645
10640.578637	1.676766	0.012764	9135.634766
10640.579532	1.625713	0.012764	10590.647461
10640.580404	1.188204	0.012764	11626.761719
10640.581467	0.095468	0.012764	11728.244141
10640.582394	0.090516	0.012764	11812.152344
10640.583272	0.090458	0.012764	11891.574219
10640.584236	0.090564	0.012764	11978.877930
10640.585259	0.090498	0.012764	12071.457031
10640.586150	0.090480	0.012764	12152.074219
10640.587010	0.090498	0.012764	12229.902344
10640.588057	0.090630	0.012764	12324.791992
10640.588990	0.090505	0.012764	12409.233398
10640.589864	0.090557	0.012764	12488.379883
10641.616317	1.452781	0.012586	621.790161
10641.617330	1.901550	0.012586	2548.060547
10641.618389	1.845194	0.012586	4502.121094
10641.619279	1.786077	0.012586	6091.729492
10641.620213	1.727988	0.012586	7705.670410
10641.621290	1.663945	0.012586	9497.739258
10641.622238	1.610801	0.012586	11024.778320
10641.623118	0.756888	0.012586	11690.839844
10641.624167	0.090608	0.012586	11785.887695
10641.625185	0.090542	0.012586	11878.059570
10641.626078	0.090619	0.012586	11958.982422
10641.627023	0.090582	0.012586	12044.583008
10641.628060	0.090634	0.012586	12138.570312
10641.628989	0.090579	0.012586	12222.717773
10641.629847	0.090527	0.012586	12300.390625
10641.630906	0.090652	0.012586	12396.390625
10641.631917	0.090553	0.012586	12487.939453
10641.632792	0.090542	0.012586	12567.164062
10642.664961	1.516611	0.008659	746.172791
10642.665841	1.905930	0.008659	2423.391357
10642.666771	1.856294	0.008659	4149.744629
10642.667839	1.787585	0.008659	6058.885742
10642.668781	1.728446	0.008659	7687.082031
10642.669643	1.676620	0.008659	9132.328125
10642.670703	1.617026	0.008659	10846.375977
10642.671733	0.700939	0.008659	11568.342773
10642.672607	0.090912	0.008659	11647.799805
10642.673554	0.090637	0.008659	11733.632812
10642.674601	0.090652	0.008659	11828.544922
10642.675526	0.090564	0.008659	11912.316406
10642.676383	0.090593	0.008659	11989.955078
10642.677419	0.090681	0.008659	12083.900391
10642.678428	0.090535	0.008659	12175.250000
10642.679319	0.090535	0.008659	12255.916016
10642.680278	0.090747	0.008659	12342.942383
