crossing time (s)	slope (V/s)	crossing number
3676.790703	21.243264	865
3677.843587	20.754457	866
3678.887092	21.563985	867
3679.935937	21.827436	868
3680.966531	21.020752	869
3682.033512	21.968259	870
3683.065577	23.105174	871
3684.117576	21.119784	872
3685.152320	21.058294	873
3686.210716	21.145165	874
3687.243821	22.074901	875
3688.309588	22.523783	876
3689.332099	22.328165	877
3690.393115	21.140654	878
3691.426195	21.334351	879
3692.487399	22.577419	880
3693.519749	22.830661	881
3694.581159	22.089893	882
3695.606072	22.050091	883
3696.662941	21.698529	884
3697.703806	22.895776	885
3698.757264	22.716640	886
3699.794094	21.684656	887
3700.846448	22.868816	888
3701.887158	23.316259	889
3702.934458	22.478887	890
3703.977908	22.332887	891
3705.028683	22.470418	892
3706.076085	23.135332	893
3707.118574	22.552436	894
3708.171098	22.662343	895
3709.209587	22.864512	896
3710.250132	23.177139	897
3711.307415	22.694491	898
3712.338789	23.144650	899
3713.403302	22.531796	900
3714.433709	23.150987	901
3715.490652	23.202788	902
3716.518533	23.163474	903
3717.582629	22.732848	904
3718.613159	22.732221	905
3719.668633	23.643697	906
3720.708017	23.515654	907
3721.766152	23.152863	908
3722.803187	23.543713	909
3723.852176	23.281314	910
3724.890153	23.180637	911
3725.944653	23.534427	912
3726.986357	23.393572	913
3728.034711	23.764004	914
3729.080199	24.146157	915
3730.122531	23.366309	916
3731.167600	23.450005	917
3732.213081	23.901502	918
3733.254992	23.960213	919
3734.309520	23.388828	920
3735.350703	23.932637	921
3736.398309	24.119293	922
3737.439601	23.694008	923
3738.493518	23.545048	924
3739.526661	24.201016	925
3740.586522	23.554436	926
3741.619320	24.593888	927
3742.679206	24.056565	928
3743.712512	23.767418	929
3744.769701	24.178360	930
3745.800173	24.635954	931
3746.857741	24.752690	932
3747.890130	23.849395	933
3748.946614	24.593969	934
3749.984936	24.752690	935
3751.033691	24.258554	936
3752.077237	23.899453	937
3753.127745	24.413921	938
3754.177806	24.640272	939
3755.215919	25.334670	940
3756.259519	24.504386	941
3757.310426	23.979686	942
3758.353338	24.989934	943
3759.404159	24.651354	944
3760.448505	25.089528	945
3761.496368	24.373296	946
3762.535269	24.956698	947
3763.588068	25.176629	948
3764.621196	24.817759	949
3765.679594	24.932587	950
3766.714630	25.463277	951
3767.768039	24.841439	952
3768.809210	25.202873	953
3769.863980	25.063087	954
3770.891907	24.933106	955
3771.952402	24.988170	956
3772.999183	25.238484	957
3774.041710	25.147185	958
3775.075105	25.195254	959
3776.130218	25.644612	960
3777.182847	25.552982	961
3778.225122	25.235036	962
3779.264528	25.276331	963
3780.315084	25.476988	964
3781.363427	25.599749	965
3782.406583	25.267832	966
3783.455613	25.549545	967
3784.497338	25.488900	968
3785.541744	25.659851	969
3786.591480	25.685407	970
3787.630509	25.598302	971
3788.681826	25.112140	972
3789.719149	25.922564	973
3790.774333	24.998282	974
3791.809092	25.635511	975
3792.864856	26.049531	976
3793.893135	25.665400	977
3794.965008	26.432699	978
3795.994102	25.835355	979
3797.054789	25.760219	980
3798.084753	25.804397	981
3799.143297	25.897271	982
3800.170935	25.401007	983
3801.236459	26.062647	984
3802.265812	25.513981	985
3803.316528	25.445432	986
3804.351130	25.832343	987
3805.414480	26.229629	988
3806.454127	25.463860	989
3807.504888	25.487281	990
3808.543110	25.501972	991
3809.593981	25.407026	992
3810.629987	25.609655	993
3811.688153	25.216896	994
3812.715938	25.183581	995
3813.780614	25.578255	996
3814.806910	25.441156	997
3815.868714	25.484562	998
3816.902693	25.186355	999
3817.963271	24.955044	1000
3818.993085	25.415933	1001
3820.054265	25.117022	1002
3821.080360	25.209559	1003
3822.141458	25.253465	1004
3823.174156	24.912809	1005
3824.235543	25.143078	1006
3825.271860	25.115961	1007
3826.320031	24.993527	1008
3827.358574	24.707501	1009
3828.406460	25.258764	1010
3829.450248	24.405596	1011
3830.503954	25.231282	1012
3831.552364	24.695780	1013
3832.589139	24.883313	1014
3833.636014	24.876857	1015
3834.677138	24.946171	1016
3835.726004	24.544274	1017
3836.773850	24.622299	1018
3837.819703	24.884551	1019
3838.862119	24.935793	1020
3839.909906	24.293466	1021
3840.953905	25.032962	1022
3841.992291	24.206473	1023
3843.049375	24.567987	1024
3844.090990	24.474035	1025
3845.142307	24.699407	1026
3846.178124	24.449936	1027
3847.227402	24.446653	1028
3848.269822	23.954873	1029
3849.319856	24.284967	1030
3850.362598	24.273176	1031
3851.407730	24.591406	1032
3852.452473	24.205597	1033
3853.501479	24.058307	1034
3854.543341	24.099961	1035
3855.585858	24.135215	1036
3856.632480	23.900890	1037
3857.688488	24.247248	1038
3858.725510	24.297373	1039
3859.770784	24.050946	1040
3860.819827	23.989060	1041
3861.864781	23.777987	1042
3862.904039	23.769870	1043
3863.958161	24.155837	1044
3864.994613	23.790402	1045
3866.047778	23.818530	1046
3867.079995	23.625954	1047
3868.140774	23.636045	1048
3869.167331	23.701521	1049
3870.234492	23.323462	1050
3871.265420	23.435671	1051
3872.326474	24.009567	1052
3873.352996	23.562667	1053
3874.413335	23.378290	1054
3875.445146	23.546691	1055
3876.502536	23.357889	1056
3877.538937	23.514029	1057
3878.601373	23.513330	1058
3879.627350	23.300273	1059
3880.688546	23.353749	1060
3881.717351	23.529529	1061
3882.777428	23.232563	1062
3883.810594	23.378329	1063
3884.872214	23.017162	1064
3885.899807	22.877398	1065
3886.961764	23.244851	1066
3887.991350	23.018211	1067
3889.050641	22.855724	1068
3890.080629	23.107183	1069
3891.144662	22.946106	1070
3892.169584	22.951463	1071
3893.237670	22.933529	1072
3894.265917	22.995959	1073
3895.324729	22.619501	1074
3896.354347	22.696606	1075
3897.413905	22.883368	1076
3898.441485	22.663180	1077
3899.505318	22.965357	1078
3900.541125	22.502800	1079
3901.592117	23.106378	1080
3902.627732	22.722000	1081
3903.681897	23.051452	1082
3904.722438	22.343571	1083
3905.777720	22.402968	1084
3906.820101	22.525840	1085
3907.865199	22.683743	1086
3908.914874	22.233005	1087
3909.951708	22.873129	1088
3910.993829	22.408435	1089
3912.043260	22.380789	1090
3913.087599	22.466532	1091
3914.128651	22.267212	1092
3915.178287	22.429116	1093
3916.227008	22.368867	1094
3917.270295	22.462233	1095
3918.317631	22.306598	1096
3919.365910	22.267625	1097
3920.406589	22.367300	1098
3921.451439	22.319278	1099
3922.497697	21.993187	1100
3923.540727	22.104357	1101
3924.588737	22.190199	1102
3925.632960	22.105856	1103
3926.683082	22.279080	1104
3927.726753	22.250612	1105
3928.768253	22.456724	1106
3929.814097	21.929148	1107
3930.856008	21.745813	1108
3931.902382	21.635685	1109
3932.952896	21.843703	1110
3933.993947	21.485995	1111
3935.042713	21.665155	1112
3936.083449	21.677753	1113
3937.139468	22.378174	1114
3938.168309	21.578936	1115
3939.228572	22.189907	1116
3940.262702	21.861612	1117
3941.319274	21.625653	1118
3942.350857	21.811241	1119
3943.411311	21.837786	1120
3944.438290	21.724409	1121
3945.505889	21.437155	1122
3946.525947	21.486355	1123
3947.593840	21.649384	1124
3948.620022	21.853038	1125
3949.687766	21.248073	1126
3950.713892	21.392204	1127
3951.782079	21.931541	1128
3952.803390	21.088167	1129
3953.865333	21.377051	1130
3954.900804	21.581412	1131
3955.957027	21.252798	1132
3956.989412	21.111480	1133
3958.049452	21.199657	1134
3959.070812	21.071994	1135
3960.140984	21.074047	1136
3961.170734	21.075128	1137
3962.229888	21.344450	1138
3963.259706	20.880032	1139
3964.322269	21.146630	1140
3965.349220	21.048183	1141
3966.412066	20.647943	1142
3967.440970	20.943430	1143
3968.502482	19.899023	1144
3969.530602	20.694522	1145
3970.592122	21.057334	1146
3971.623989	20.444401	1147
3972.682637	21.287641	1148
3973.716759	20.642804	1149
3974.769778	20.840359	1150
3975.809210	20.784408	1151
3976.858873	20.805779	1152
3977.902009	20.737433	1153
3978.949736	20.653717	1154
3979.991324	20.410823	1155
3981.039976	20.573744	1156
3982.081391	20.370821	1157
3983.131832	20.639527	1158
3984.177353	20.227514	1159
3985.222279	20.682920	1160
3986.264395	20.412540	1161
3987.306727	20.918659	1162
3988.355656	20.409789	1163
