time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3676.793064	266.762421	1.299603	0.007641	97
3678.882827	267.132782	1.298445	0.007362	99
3680.970983	267.357666	1.291664	0.006483	101
3683.060789	267.421326	1.292388	0.005961	103
3685.151382	267.336182	1.293099	0.005580	105
3687.242331	267.191376	1.293690	0.005175	107
3689.332912	267.129700	1.293845	0.004686	109
3691.424966	267.012665	1.296730	0.004198	111
3693.516513	266.992767	1.299337	0.003860	113
3695.608325	266.992249	1.304033	0.003540	115
3697.701504	266.998688	1.311012	0.003228	117
3699.794496	267.096436	1.319205	0.002849	119
3701.888177	267.095947	1.327572	0.002787	121
3703.980892	267.187958	1.333516	0.002281	123
3706.072662	267.200256	1.334765	0.001617	125
3708.162288	267.129639	1.334544	0.001079	127
3710.250131	266.802673	1.333908	0.000399	129
3712.338923	266.437134	1.329425	0.000439	131
3714.429454	266.373138	1.328225	0.000304	133
3716.520800	266.512970	1.328820	0.000171	135
3718.614188	266.693909	1.333876	-0.000386	137
3720.707028	266.796844	1.338535	-0.001029	139
3722.800388	266.802979	1.343773	-0.001527	141
3724.892221	266.739380	1.346004	-0.001860	143
3726.984397	266.707825	1.349476	-0.002202	145
3729.075867	266.628998	1.353367	-0.002783	147
3731.166794	266.605865	1.356849	-0.003310	149
3733.257397	266.627411	1.359020	-0.003925	151
3735.347866	266.679199	1.360617	-0.004072	153
3737.437632	266.783203	1.359611	-0.004282	155
3739.527201	266.887909	1.356294	-0.004784	157
3741.617088	266.875488	1.354113	-0.004571	159
3743.707628	266.818604	1.353085	-0.005656	161
3745.799999	266.722260	1.356536	-0.005908	163
3747.893009	266.591827	1.365197	-0.006258	165
3749.987106	266.413269	1.373001	-0.006369	167
3752.080342	266.253448	1.377697	-0.006957	169
3754.173162	266.144501	1.383851	-0.007212	171
3756.263691	266.212280	1.387324	-0.007596	173
3758.354123	266.337219	1.389104	-0.007779	175
3760.444443	266.474213	1.388187	-0.008217	177
3762.534554	266.531799	1.387293	-0.008987	179
3764.624845	266.597321	1.387177	-0.009455	181
3766.715955	266.556244	1.388587	-0.010057	183
3768.807346	266.495209	1.390345	-0.010272	185
3770.898702	266.463104	1.394256	-0.010829	187
3772.991394	266.438324	1.396224	-0.011166	189
3775.083158	266.464813	1.399495	-0.011549	191
3777.176095	266.468445	1.403758	-0.011865	193
3779.268158	266.525909	1.406634	-0.012340	195
3781.359993	266.550018	1.409436	-0.012713	197
3783.450822	266.547119	1.408677	-0.013317	199
3785.540478	266.462219	1.409186	-0.013602	201
3787.629463	266.222961	1.410154	-0.014180	203
3789.718627	265.849915	1.407804	-0.014840	205
3791.808463	265.684326	1.405171	-0.014960	207
3793.899079	265.644165	1.403009	-0.015164	209
3795.991058	265.741608	1.414246	-0.015478	211
3798.082975	265.890381	1.418373	-0.015979	213
3800.174400	265.973785	1.416187	-0.016454	215
3802.266225	266.014465	1.416251	-0.016767	217
3804.357281	265.992004	1.413880	-0.017195	219
3806.448918	266.012390	1.411365	-0.017482	221
3808.539724	265.985901	1.412375	-0.017952	223
3810.629880	265.989349	1.410256	-0.018291	225
3812.719941	265.960846	1.408222	-0.018741	227
3814.809882	265.900208	1.403402	-0.019292	229
3816.900132	265.817932	1.398528	-0.019677	231
3818.990672	265.789337	1.394795	-0.020040	233
3821.081671	265.735077	1.392970	-0.020487	235
3823.174004	265.666992	1.393068	-0.020972	237
3825.266885	265.647980	1.392446	-0.021355	239
3827.359615	265.605621	1.390423	-0.021964	241
3829.452149	265.563080	1.389264	-0.022198	243
3831.544473	265.471619	1.388641	-0.022894	245
3833.635286	265.423920	1.388724	-0.023224	247
3835.726021	265.463959	1.389230	-0.023435	249
3837.816430	265.496826	1.388059	-0.023914	251
3839.906808	265.522614	1.387875	-0.024388	253
3841.996838	265.527863	1.388129	-0.024863	255
3844.087905	265.576141	1.385439	-0.025387	1
3846.178594	265.526215	1.382165	-0.025868	3
3848.269921	265.519287	1.379649	-0.026433	5
3850.361373	265.506561	1.378103	-0.026948	7
3852.452708	265.558136	1.374118	-0.027169	9
3854.544054	265.613525	1.370404	-0.027373	11
3856.634925	265.566101	1.367436	-0.027612	13
3858.725454	265.596558	1.367321	-0.028087	15
3860.815232	265.515198	1.367119	-0.028630	17
3862.904352	265.341003	1.368118	-0.029263	19
3864.993406	265.067902	1.366816	-0.029555	21
3867.082417	264.822723	1.362532	-0.029911	23
3869.171979	264.634369	1.360155	-0.030361	25
3871.262564	264.567596	1.358335	-0.030854	27
3873.353298	264.582672	1.355620	-0.031252	29
3875.444436	264.639832	1.354723	-0.031683	31
3877.535695	264.720306	1.351621	-0.031859	33
3879.626758	264.719391	1.350371	-0.032418	35
3881.717613	264.754150	1.346989	-0.032579	37
3883.808388	264.746033	1.342977	-0.032851	39
3885.898942	264.708710	1.340450	-0.033316	41
3887.989507	264.659698	1.336954	-0.033728	43
3890.079935	264.613831	1.336461	-0.034140	45
3892.170600	264.561401	1.334756	-0.034399	47
3894.261808	264.521820	1.336005	-0.035145	49
3896.353244	264.519196	1.335155	-0.035460	51
3898.445220	264.517639	1.332833	-0.035741	53
3900.537991	264.545654	1.331899	-0.035986	55
3902.630377	264.583160	1.329578	-0.036653	57
3904.722832	264.528503	1.327870	-0.037186	59
