time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3906.815077	264.509827	1.326740	-0.037606	61
3908.906636	264.480530	1.325564	-0.037773	63
3910.996765	264.484894	1.324335	-0.038286	65
3913.087727	264.442139	1.324189	-0.038551	67
3915.178360	264.473694	1.322321	-0.038936	69
3917.268955	264.399994	1.322154	-0.039462	71
3919.359896	264.450806	1.318871	-0.039705	73
3921.450566	264.439972	1.317229	-0.040198	75
3923.541521	264.448029	1.315275	-0.040471	77
3925.632625	264.430176	1.316124	-0.040943	79
3927.723751	264.474152	1.315133	-0.041252	81
3929.814339	264.456238	1.311713	-0.041396	83
3931.904642	264.459961	1.309320	-0.042047	85
3933.994396	264.373932	1.308542	-0.042156	87
3936.084238	264.232605	1.306558	-0.042437	89
3938.173135	264.059082	1.304071	-0.042622	91
3940.262612	263.803040	1.301712	-0.043159	93
3942.351832	263.583191	1.299657	-0.043267	95
3944.441694	263.406799	1.296507	-0.043758	97
3946.531815	263.289948	1.294672	-0.043901	99
3948.622259	263.242004	1.290794	-0.044383	101
3950.713209	263.299530	1.288738	-0.044751	103
3952.804024	263.296844	1.288308	-0.044693	105
3954.895157	263.253662	1.285794	-0.045133	107
3956.985840	263.341583	1.282812	-0.045173	109
3959.076071	263.306152	1.280755	-0.045332	111
3961.167319	263.270325	1.280371	-0.045512	113
3963.257766	263.216614	1.279331	-0.046028	115
3965.348755	263.223083	1.279731	-0.046008	117
3967.440051	263.232086	1.279920	-0.046599	119
3969.531395	263.212280	1.275987	-0.046628	121
3971.623384	263.262146	1.273165	-0.046802	123
3973.715547	263.267487	1.270602	-0.047211	125
3975.807870	263.299561	1.268934	-0.047573	127
3977.900167	263.393524	1.265797	-0.047874	129
3979.991837	263.316559	1.266295	-0.048564	131
3982.083254	263.302063	1.265625	-0.048794	133
3984.174970	263.269073	1.263420	-0.049269	135
3986.265548	263.252228	1.262544	-0.049647	137
3988.356327	263.232635	1.262054	-0.049983	139
3990.447143	263.204895	1.261930	-0.050510	141
