time (s)	magX	magY	magZ
5394.470161	15.330216	-377.744019	-323.105194
5394.473491	13.810637	-370.847473	-305.279388
5394.476820	12.524838	-365.353577	-287.921082
5394.480160	11.765049	-357.580353	-271.556396
5394.484362	9.894798	-343.378143	-239.703690
5394.487772	8.842782	-337.241394	-225.150803
5394.491083	8.141438	-329.585022	-211.357697
5394.494348	7.206311	-321.578033	-197.856812
5394.497685	7.147866	-313.512573	-184.648163
5394.500579	5.978960	-306.265320	-173.017532
5394.503914	5.043834	-299.661011	-161.153137
5394.507252	4.342490	-291.946228	-151.860321
5394.510576	3.173583	-285.225006	-142.509064
5394.513485	2.822911	-278.620697	-132.514908
5394.516823	2.472239	-271.022797	-122.988312
5394.520153	1.946230	-265.061371	-115.448860
5394.523482	1.537113	-257.171234	-107.792519
5394.526828	1.069550	-251.268265	-99.843948
5394.530149	1.244886	-245.365280	-93.531860
5394.533531	0.543542	-238.468735	-86.401520
5394.536833	0.309760	-232.448868	-80.381653
5394.540155	0.134424	-226.838104	-74.887787
5394.543482	-0.099357	-220.935120	-70.329048
5394.546817	-0.508474	-215.090576	-65.244301
5394.550154	-0.625365	-209.187607	-59.458214
5394.553483	-1.034483	-203.343079	-54.198132
5394.556816	-1.443600	-198.784332	-50.165405
5394.560149	-1.151373	-192.647568	-46.834019
5394.563479	-1.560491	-188.030380	-42.625954
5394.566812	-1.852718	-183.588531	-38.593224
5394.570170	-2.144944	-178.270020	-35.320282
5394.573478	-2.554062	-173.652832	-33.391586
5394.576809	-2.963179	-169.094101	-30.995327
5394.580152	-2.086499	-165.470474	-27.780832
5394.584395	-2.495616	-156.645233	-22.754532
5394.587737	-2.963179	-153.138519	-20.942726
5394.590998	-3.430742	-148.755112	-18.254242
5394.594329	-3.138515	-145.248383	-16.909996
5394.597656	-3.196961	-142.267670	-15.448864
5394.600610	-3.255406	-138.001160	-13.227940
5394.603906	-2.846289	-135.371124	-12.059032
5394.607249	-3.430742	-131.104614	-10.597897
5394.610584	-3.255406	-128.416138	-8.902985
5394.613482	-4.073641	-125.844536	-6.682060
5394.616830	-3.898305	-122.571594	-5.279373
5394.620142	-3.956750	-119.941551	-4.461140
5394.623482	-3.956750	-116.902397	-3.935127
5394.626805	-3.606078	-113.687897	-3.175343
5394.630140	-4.190532	-111.466980	-1.714203
5394.633475	-4.015196	-108.953827	-0.603741
5394.636810	-3.606078	-106.090004	0.331387
5394.640145	-3.372297	-104.102859	1.383400
5394.643497	-3.430742	-101.531265	1.383400
5394.646806	-3.372297	-99.485680	2.786091
5394.650140	-3.722969	-97.323196	3.545876
5394.653472	-4.132086	-95.452950	3.604324
5394.656807	-4.307423	-93.699593	4.364109
5394.660137	-3.898305	-91.887779	5.007011
5394.663472	-3.196961	-89.900642	5.007011
5394.666807	-3.839859	-87.445938	6.643482
5394.670142	-3.372297	-85.575684	6.526592
5394.673474	-3.255406	-84.114548	7.403267
5394.676858	-3.606078	-82.887199	7.227936
5394.681447	-3.781414	-79.555809	8.455288
5394.684323	-2.729398	-78.503799	9.156635
5394.687671	-3.080070	-77.159554	8.981297
5394.691002	-3.313851	-76.049095	8.981297
5394.694339	-3.430742	-74.880188	9.857975
5394.697246	-3.138515	-73.126823	9.390415
5394.700580	-3.080070	-72.191704	9.857975
5394.703938	-3.489187	-70.847458	9.098186
5394.707222	-2.729398	-69.736992	9.682636
5394.710136	-3.839859	-68.860313	10.150204
5394.713465	-3.489187	-67.866737	10.734653
5394.716801	-3.722969	-66.580940	10.676212
5394.720134	-3.781414	-65.412033	10.325542
5394.723501	-3.664524	-64.184685	10.734653
5394.726799	-3.956750	-64.067795	11.202221
5394.730127	-3.722969	-63.132675	11.260662
5394.733468	-4.015196	-61.963760	11.494450
5394.736802	-3.372297	-61.496201	11.903561
5394.740127	-4.248977	-60.502632	11.494450
5394.743461	-4.073641	-59.742840	12.020451
5394.746797	-4.248977	-59.041496	12.312679
5394.750132	-2.729398	-57.638805	12.195789
5394.753464	-3.080070	-57.229694	12.195789
5394.756813	-3.430742	-56.177677	11.786671
5394.760131	-3.313851	-55.827003	11.962009
5394.763462	-3.080070	-54.891880	12.488018
5394.766820	-4.365868	-55.008770	12.780247
5394.770124	-4.073641	-53.722965	12.897137
5394.773463	-3.196961	-53.021622	12.897137
5394.776790	-3.080070	-52.963181	11.962009
5394.780128	-3.196961	-52.846291	12.312679
5394.784327	-3.313851	-51.209820	12.137341
5394.787674	-3.956750	-50.917591	12.137341
5394.791040	-3.430742	-50.274696	12.254230
5394.794371	-3.196961	-49.924023	12.429569
5394.797278	-3.021625	-49.748684	12.838688
5394.800547	-2.320281	-49.105785	13.130917
5394.803896	-2.320281	-49.047340	13.423138
5394.807219	-2.787843	-48.462887	13.072468
5394.810149	-2.963179	-48.755112	12.663357
5394.813454	-3.255406	-48.404442	13.189358
5394.816792	-2.320281	-47.644653	12.780247
5394.820124	-2.729398	-47.177090	13.481586
5394.823458	-2.670953	-46.943310	13.189358
5394.826789	-2.554062	-47.060200	12.546467
5394.830124	-2.261835	-47.177090	13.598476
5394.833457	-2.729398	-46.767971	14.007595
5394.836787	-3.021625	-46.358856	13.423138
5394.840124	-3.138515	-46.534191	13.014027
5394.843453	-2.028054	-45.540619	12.955578
5394.846831	-2.554062	-46.300407	12.955578
5394.850119	-3.547633	-45.891293	13.130917
5394.853479	-2.787843	-45.774403	13.247807
5394.856790	-3.080070	-45.482174	12.721798
5394.860124	-3.021625	-45.774403	12.955578
5394.863451	-3.547633	-45.657509	13.715366
5394.866780	-3.839859	-45.248394	13.306248
5394.870119	-2.904734	-45.540619	13.189358
5394.873448	-2.612507	-45.423729	12.429569
5394.876784	-2.787843	-45.423729	12.137341
5394.880990	-2.787843	-45.599064	12.955578
5394.884410	-2.554062	-45.189949	13.481586
5394.887738	-2.729398	-45.073055	13.481586
5394.891021	-3.080070	-44.956165	13.130917
5394.893877	-2.904734	-45.306839	13.481586
5394.897217	-3.664524	-45.715958	13.364697
5394.900541	-3.080070	-45.482174	12.780247
5394.903869	-3.138515	-45.832848	13.189358
5394.906783	-3.489187	-45.891293	13.306248
5394.910109	-3.606078	-46.125072	13.130917
5394.913447	-2.963179	-46.651081	13.072468
5394.916777	-3.606078	-47.060200	13.423138
5394.920114	-2.670953	-46.884861	12.721798
5394.923446	-3.313851	-46.475746	13.130917
