crossing time (s)	slope (V/s)	crossing number
4821.648403	11.136819	1962
4822.710805	10.934768	1963
4823.735640	10.868607	1964
4824.802148	11.171642	1965
4825.832914	10.724866	1966
4826.892062	11.093793	1967
4827.920779	11.175621	1968
4828.980735	11.211248	1969
4830.008568	10.971479	1970
4831.076181	10.844876	1971
4832.094782	10.992935	1972
4833.166771	11.068435	1973
4834.190664	10.951140	1974
4835.247430	10.975411	1975
4836.286352	10.890790	1976
4837.348231	10.705920	1977
4838.373059	10.943524	1978
4839.437092	10.673223	1979
4840.458611	10.861075	1980
4841.525927	10.904789	1981
4842.550867	10.732839	1982
4843.614057	10.816202	1983
4844.644410	10.438714	1984
4845.705701	10.678039	1985
4846.734961	10.778391	1986
4847.796640	10.649202	1987
4848.828546	10.711532	1988
4849.886062	10.919033	1989
4850.915312	10.255845	1990
4851.976912	10.698091	1991
4853.001920	10.519068	1992
4854.067161	10.504331	1993
4855.098598	10.328948	1994
4856.156062	10.659223	1995
4857.182904	10.090504	1996
4858.239778	9.594399	1997
4859.281313	11.287335	1998
4860.335342	9.220487	1999
4861.372584	11.082657	2000
