crossing time (s)	slope (V/s)	crossing number
4639.782861	11.144765	1782
4640.838514	10.757772	1783
4641.879971	10.221966	1784
4642.931324	10.866016	1785
4643.959058	11.047460	1786
4645.018831	10.022532	1787
4643.959058	11.047460	1788
4645.026760	10.022532	1789
4646.059970	11.408574	1790
4645.026760	10.022532	1791
4646.072815	11.402201	1792
4647.105528	10.927411	1793
4648.144852	10.699115	1794
4649.194325	10.732496	1795
4650.235852	11.451378	1796
4651.285899	10.489158	1797
4652.326313	11.110617	1798
4653.375592	10.943800	1799
4654.422136	10.466086	1800
4655.467872	11.059578	1801
4656.505600	10.896511	1802
4657.558335	10.614179	1803
4658.601444	11.111658	1804
4659.644427	11.284310	1805
4660.690294	10.845512	1806
4661.739802	10.435423	1807
4662.777142	11.740725	1808
4663.826454	10.955754	1809
4664.871892	11.201524	1810
4665.914533	11.227671	1811
4666.963396	11.161706	1812
4668.012533	10.690321	1813
4669.046176	11.374300	1814
4670.100806	10.525654	1815
4671.140579	11.014660	1816
4672.195007	11.160506	1817
4673.228920	11.489629	1818
4674.287421	10.787981	1819
4675.320166	11.890231	1820
4676.389192	10.484479	1821
4677.410511	11.380757	1822
4678.471934	10.881045	1823
4679.496380	11.525938	1824
4680.560519	10.204943	1825
4681.587497	11.729626	1826
4682.653307	10.874228	1827
4683.679272	11.618092	1828
4684.746381	11.329889	1829
4685.782318	11.570125	1830
4686.834611	11.396254	1831
4687.860004	12.111852	1832
4688.927418	11.383938	1833
4689.953235	11.381924	1834
4691.018632	11.599008	1835
4692.061782	12.063040	1836
4693.104590	11.219051	1837
4694.133864	11.958901	1838
4695.198912	11.142806	1839
4696.223895	12.033297	1840
4697.285730	11.494409	1841
4698.312407	12.039130	1842
4699.382483	11.111096	1843
4700.407498	11.960055	1844
4701.473008	11.379901	1845
4702.489853	11.742862	1846
4703.561417	11.639377	1847
4704.586900	12.350719	1848
4705.648098	11.228907	1849
4706.677289	12.267968	1850
4707.736414	11.548354	1851
4708.768731	12.091511	1852
4709.829308	11.182446	1853
4710.852606	12.211986	1854
4711.919986	11.225788	1855
4712.950858	12.387321	1856
4711.919986	11.225788	1857
4712.972978	12.331523	1858
4714.003821	11.370015	1859
4715.041047	11.826820	1860
4716.092922	11.216678	1861
4717.132794	12.000379	1862
4718.182020	11.386186	1863
4719.222002	12.027939	1864
4720.271682	11.671705	1865
4721.317362	11.992207	1866
4722.360218	11.658679	1867
4723.402660	12.131528	1868
4724.451086	11.583634	1869
4725.495104	11.821561	1870
4726.541476	11.694874	1871
4727.587661	11.785049	1872
4728.635645	11.802647	1873
4729.675260	12.287008	1874
4730.723736	11.842635	1875
4731.765140	12.162783	1876
4732.814576	11.753873	1877
4733.860930	11.658403	1878
4734.906145	11.864501	1879
4735.949547	12.273468	1880
4736.996315	12.030339	1881
4738.036477	12.207431	1882
4739.085851	11.740303	1883
4740.124554	11.948150	1884
4741.179124	11.787889	1885
4742.216278	12.411995	1886
4743.269966	11.808639	1887
4744.306204	12.378033	1888
4745.362067	12.348041	1889
4746.392911	12.541593	1890
4747.456005	11.976017	1891
4748.487602	12.204508	1892
4749.544025	11.963303	1893
4750.578544	11.903538	1894
4751.637292	12.213476	1895
4752.672754	12.064231	1896
4753.726562	12.218924	1897
4754.755648	12.189604	1898
4755.815080	12.203320	1899
4756.844967	11.842411	1900
4757.913455	11.749448	1901
4758.938530	12.205322	1902
4760.000221	12.125722	1903
4761.024673	11.740504	1904
4762.093033	12.085261	1905
4763.115283	11.814343	1906
4764.179731	11.894502	1907
4765.204641	12.146008	1908
4766.269459	12.000174	1909
4767.293335	11.697249	1910
4768.363567	11.809466	1911
4769.388038	11.876912	1912
4770.454194	11.752379	1913
4771.473827	11.860112	1914
4772.544041	12.026030	1915
4773.568699	11.607345	1916
4774.632585	11.920606	1917
4775.660854	11.828201	1918
4776.724990	12.052311	1919
4777.751025	12.060906	1920
4778.815133	11.799666	1921
4779.842135	11.774245	1922
4780.900586	11.690339	1923
4781.935117	11.428734	1924
4782.986139	11.548247	1925
4784.023387	11.669223	1926
4785.077036	11.533225	1927
4786.116700	11.502152	1928
4787.168647	11.616723	1929
4788.202403	11.660688	1930
4789.259552	11.732810	1931
4790.300454	11.474728	1932
4791.350323	11.381351	1933
4792.387071	11.483087	1934
4793.434541	11.346268	1935
4794.474920	11.547567	1936
4795.526480	11.302582	1937
4796.574191	11.424597	1938
4797.615324	11.372457	1939
4798.658858	11.387933	1940
4799.709735	11.594944	1941
4800.752565	11.357523	1942
4801.799026	11.408034	1943
4802.842814	11.535126	1944
4803.892179	11.575791	1945
4804.930495	11.220838	1946
4805.981233	11.282006	1947
4807.022135	11.388812	1948
4808.073104	11.085573	1949
4809.115261	11.193879	1950
4810.162719	11.025272	1951
4811.201591	11.181406	1952
4812.254825	11.298583	1953
4813.287200	11.024423	1954
4814.343560	11.154847	1955
4815.379783	11.053677	1956
4816.437946	11.148875	1957
4817.471306	11.033410	1958
4818.527952	11.148908	1959
4819.560465	10.892801	1960
4820.620115	11.129778	1961
