time (s)	coil I (A)	last det (V)	int current (uC)
4641.898516	1.543319	0.231066	757.769653
4641.899398	1.887953	0.231066	2422.943848
4641.900375	1.838419	0.231066	4219.079102
4641.901448	1.770275	0.231066	6118.583984
4641.902360	1.714977	0.231066	7682.642578
4641.903232	1.664128	0.231066	9133.762695
4641.904280	1.608435	0.231066	10819.402344
4641.905298	0.667892	0.231066	11499.316406
4641.906184	0.090652	0.231066	11579.633789
4641.907138	0.090601	0.231066	11666.066406
4641.908197	0.090553	0.231066	11761.961914
4641.909108	0.090546	0.231066	11844.449219
4641.909968	0.090531	0.231066	11922.305664
4641.911058	0.090597	0.231066	12021.056641
4641.912045	0.090546	0.231066	12110.424805
4641.912935	0.090480	0.231066	12190.952148
4641.913935	0.090652	0.231066	12281.603516
4641.914974	0.090494	0.231066	12375.626953
4642.954299	1.557916	0.270218	858.411865
4642.955303	1.881372	0.270218	2747.309570
4642.956200	1.831447	0.270218	4390.117187
4642.957071	1.774307	0.270218	5935.538086
4642.958186	1.710004	0.270218	7842.192383
4642.959089	1.657636	0.270218	9339.037109
4642.959970	1.611427	0.270218	10758.704102
4642.960969	0.775876	0.270218	11533.804687
4642.961964	0.090494	0.270218	11623.846680
4642.962851	0.090443	0.270218	11704.069336
4642.963837	0.090582	0.270218	11793.383789
4642.964877	0.090549	0.270218	11887.554687
4642.965764	0.090483	0.270218	11967.813477
4642.966621	0.090601	0.270218	12045.458008
4642.967710	0.090641	0.270218	12144.166016
4642.968679	0.090494	0.270218	12231.855469
4642.969538	0.090546	0.270218	12309.633789
4642.970615	0.090663	0.270218	12407.277344
4643.989440	1.441956	0.231642	611.389160
4643.990456	1.884745	0.231642	2526.289795
4643.991519	1.829612	0.231642	4471.166992
4643.992405	1.772520	0.231642	6041.619141
4643.993306	1.717108	0.231642	7588.733398
4643.994388	1.656852	0.231642	9381.447266
4643.995341	1.606088	0.231642	10912.048828
4643.996207	0.816650	0.231642	11619.267578
4643.997240	0.090868	0.231642	11713.133789
4643.998281	0.090502	0.231642	11807.345703
4643.999153	0.090491	0.231642	11886.253906
4644.000105	0.090579	0.231642	11972.484375
4644.001156	0.090531	0.231642	12067.632812
4644.002094	0.090553	0.231642	12152.571289
4644.002958	0.090542	0.231642	12230.799805
4644.004004	0.090637	0.231642	12325.606445
4644.005027	0.090546	0.231642	12418.234375
4644.005914	0.090538	0.231642	12498.541992
4645.043723	1.467477	0.251820	741.075745
4645.044781	1.882104	0.251820	2732.342285
4645.045675	1.831706	0.251820	4369.887695
4645.046540	1.776544	0.251820	5906.598633
4645.047587	1.713750	0.251820	7700.895020
4645.048555	1.658837	0.251820	9306.648437
4645.049421	1.612317	0.251820	10702.915039
4645.050452	0.761213	0.251820	11487.725586
4645.051479	0.090436	0.251820	11580.603516
4645.052360	0.090403	0.251820	11660.248047
4645.053283	0.090553	0.251820	11743.828125
4645.054348	0.090593	0.251820	11840.309570
4645.055297	0.090509	0.251820	11926.203125
4645.056157	0.090487	0.251820	12004.022461
4645.057192	0.090681	0.251820	12097.877930
4645.058206	0.090505	0.251820	12189.650391
4645.059095	0.090491	0.251820	12270.096680
4645.060049	0.090703	0.251820	12356.627930
4646.082489	1.436056	0.276889	604.579529
4646.083490	1.885210	0.276889	2491.674561
4646.084546	1.830857	0.276889	4425.059570
4646.085451	1.772666	0.276889	6029.322266
4646.086317	1.717910	0.276889	7517.032227
4646.087431	1.656812	0.276889	9362.720703
4646.088392	1.606410	0.276889	10906.480469
4646.089263	0.817196	0.276889	11618.257812
4646.090307	0.090828	0.276889	11713.082031
4646.091341	0.090491	0.276889	11806.649414
4646.092219	0.090637	0.276889	11886.228516
4646.093128	0.090575	0.276889	11968.561523
4646.094192	0.090553	0.276889	12064.910156
4646.095145	0.090520	0.276889	12151.175781
4646.096001	0.090553	0.276889	12228.689453
4646.097027	0.090663	0.276889	12321.709961
4646.098051	0.090538	0.276889	12414.420898
4646.098940	0.090465	0.276889	12494.844727
4647.132111	1.460237	0.253750	630.822327
4647.133026	1.886744	0.253750	2357.193359
4647.134102	1.833809	0.253750	4330.371582
4647.135045	1.773798	0.253750	6003.062500
4647.135910	1.720796	0.253750	7491.550781
4647.136962	1.661503	0.253750	9239.451172
4647.137993	1.606597	0.253750	10895.852539
4647.138877	0.795850	0.253750	11599.383789
4647.139839	0.091626	0.253750	11687.528320
4647.140887	0.090579	0.253750	11782.455078
4647.141813	0.090483	0.253750	11866.243164
4647.142678	0.090538	0.253750	11944.558594
4647.143718	0.090663	0.253750	12038.847656
4647.144723	0.090542	0.253750	12129.842773
4647.145613	0.090542	0.253750	12210.424805
4647.146571	0.090710	0.253750	12297.325195
4647.147621	0.090579	0.253750	12392.432617
4647.148546	0.090480	0.253750	12476.125977
4648.173498	1.444193	0.240662	610.893677
4648.174532	1.885140	0.240662	2560.128906
4648.175430	1.837775	0.240662	4210.450684
4648.176312	1.781949	0.240662	5782.129883
4648.177269	1.724524	0.240662	7432.499023
4648.178246	1.667798	0.240662	9061.937500
4648.179173	1.618191	0.240662	10562.000000
4648.180043	1.185472	0.240662	11593.361328
4648.181085	0.096771	0.240662	11694.197266
4648.181971	0.090344	0.240662	11774.242187
4648.182843	0.090557	0.240662	11853.208008
4648.183733	0.090538	0.240662	11933.787109
4648.184759	0.090465	0.240662	12026.604492
4648.185655	0.090483	0.240662	12107.677734
4648.186519	0.090549	0.240662	12185.912109
4648.187618	0.090509	0.240662	12285.381836
4648.188522	0.090494	0.240662	12367.188477
4648.189395	0.090524	0.240662	12446.215820
4649.223220	1.562944	0.251176	853.367554
4649.224290	1.879699	0.251176	2864.645020
4649.225181	1.827920	0.251176	4493.321777
4649.226075	1.770077	0.251176	6075.770508
4649.227176	1.705547	0.251176	7953.577637
4649.228133	1.651853	0.251176	9534.400391
4649.229008	1.605106	0.251176	10938.868164
4649.230053	0.548031	0.251176	11511.560547
4649.231071	0.090414	0.251176	11603.601562
4649.231963	0.090498	0.251176	11684.326172
4649.232905	0.090560	0.251176	11769.633789
4649.233955	0.090560	0.251176	11864.721680
4649.234884	0.090498	0.251176	11948.793945
4649.235744	0.090579	0.251176	12026.691406
4649.236799	0.090718	0.251176	12122.398437
4649.237810	0.090582	0.251176	12213.977539
4649.238689	0.090549	0.251176	12293.570312
4649.239640	0.090568	0.251176	12379.700195
4650.262967	1.447874	0.243337	608.106934
4650.264075	1.882899	0.243337	2694.359375
4650.264988	1.832186	0.243337	4367.145508
4650.265866	1.776998	0.243337	5927.350098
4650.266863	1.717485	0.243337	7639.683105
4650.267876	1.658697	0.243337	9319.943359
4650.268775	1.611204	0.243337	10768.415039
4650.269785	0.756852	0.243337	11532.834961
4650.270840	0.090502	0.243337	11628.314453
4650.271722	0.090458	0.243337	11708.098633
4650.272583	0.090641	0.243337	11786.140625
4650.273688	0.090597	0.243337	11886.250000
4650.274649	0.090516	0.243337	11973.236328
4650.275507	0.090487	0.243337	12050.874023
4650.276565	0.090601	0.243337	12146.729492
4650.277592	0.090498	0.243337	12239.670898
4650.278461	0.090487	0.243337	12318.303711
4650.279381	0.090590	0.243337	12401.646484
4651.311560	1.459479	0.230672	634.873230
4651.312422	1.887539	0.230672	2261.931885
4651.313534	1.834677	0.230672	4302.092285
4651.314506	1.773431	0.230672	6025.867676
