time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4640.837724	90.040955	0.916471	0.005537	247
4642.928273	90.005089	0.916987	0.005074	249
4643.963804	269.970703	0.917420	0.004491	251
4646.056994	NaN	1.000000	0.000000	255
4645.018158	NaN	1.000000	0.000000	255
4647.106103	90.015259	0.920750	0.004035	1
4649.196664	89.946922	0.920650	0.003941	3
4651.286335	89.899078	0.921922	0.003305	5
4653.376221	89.863197	0.923623	0.003150	7
4655.467595	89.810410	0.924553	0.003012	9
4657.557239	89.785179	0.925367	0.002424	11
4659.647621	89.742035	0.927296	0.002782	13
4661.738873	89.722237	0.927639	0.002208	15
4663.828893	89.710152	0.927878	0.001688	17
4665.919688	89.687485	0.929411	0.001537	19
4668.011567	89.691177	0.931185	0.001235	21
4670.102249	89.641838	0.932145	0.001051	23
4672.193949	89.630356	0.932510	0.000778	25
4674.285695	89.594284	0.932269	0.000185	27
4676.378003	89.574051	0.933536	0.000452	29
4678.469041	89.558228	0.934684	0.000029	31
4680.560689	89.482849	0.936288	0.000104	33
4682.651581	89.455612	0.939151	-0.000511	35
4684.743544	89.414383	0.941829	-0.000569	37
4686.834195	89.472359	0.943604	-0.000884	39
4688.925248	89.414619	0.943549	-0.001106	41
4691.016130	89.410088	0.944104	-0.001379	43
4693.106153	89.349121	0.946042	-0.001605	45
4695.196884	89.293343	0.946550	-0.001893	47
4697.287067	89.289543	0.948951	-0.002184	49
4699.377778	89.282639	0.950285	-0.002404	51
4701.467628	89.269020	0.951586	-0.002359	53
4703.557556	89.308296	0.952251	-0.002478	55
4705.647018	89.259682	0.953770	-0.002917	57
4707.736030	89.283051	0.955179	-0.003130	59
4709.825909	89.338074	0.954526	-0.003751	61
4712.949367	NaN	1.000000	0.000000	65
4711.915497	NaN	1.000000	0.000000	65
4714.004231	89.370964	0.958138	-0.004379	67
4716.093986	89.350731	0.958285	-0.004481	69
4718.183629	89.349808	0.959853	-0.004890	71
4720.273325	89.314507	0.961244	-0.005013	73
4722.363315	89.294586	0.962376	-0.005191	75
4724.453409	89.272545	0.963086	-0.005354	77
4726.543724	89.244713	0.964088	-0.005515	79
4728.634587	89.203644	0.966542	-0.005590	81
4730.724745	89.196526	0.967889	-0.006069	83
4732.815491	89.168739	0.967122	-0.006463	85
4734.906445	89.141617	0.969298	-0.006791	87
4736.996977	89.119507	0.970813	-0.007226	89
4739.088040	89.160408	0.972013	-0.007438	91
4741.179555	89.118645	0.972480	-0.007536	93
4743.270693	89.137535	0.973261	-0.007674	95
4745.362156	89.121895	0.974950	-0.007854	97
4747.453910	89.122688	0.972566	-0.008045	99
4749.545029	89.137573	0.974363	-0.007667	101
4751.636358	89.093216	0.971511	-0.007801	103
4753.727505	89.069145	0.969892	-0.008206	105
4755.818359	89.077827	0.968659	-0.008391	107
4757.910061	89.012810	0.966893	-0.008354	109
4760.000718	89.023064	0.966601	-0.008679	111
4762.091349	89.016411	0.965229	-0.008955	113
4764.181507	88.934418	0.965294	-0.009090	115
4766.271927	88.931000	0.964054	-0.009407	117
4768.362553	88.923569	0.962292	-0.009815	119
4770.452846	88.890839	0.961929	-0.009762	121
4772.542677	88.860519	0.961286	-0.009841	123
4774.632382	88.883728	0.962281	-0.010038	125
4776.722362	88.867043	0.960392	-0.010296	127
4778.811982	88.879402	0.959578	-0.010293	129
4780.901246	88.894493	0.958303	-0.010879	131
4782.990575	88.860535	0.956975	-0.010908	133
4785.080095	88.816032	0.957008	-0.011265	135
4787.169909	88.824593	0.956340	-0.011603	137
4789.259537	88.788048	0.954583	-0.011769	139
4791.349463	88.769203	0.953325	-0.011947	141
4793.438920	88.738800	0.951263	-0.012140	143
4795.529263	88.660271	0.949304	-0.012473	145
4797.619408	88.626572	0.948175	-0.012752	147
4799.709970	88.577530	0.946527	-0.012899	149
4801.800355	88.556862	0.945213	-0.013041	151
4803.891121	88.503242	0.943145	-0.013290	153
4805.981723	88.507851	0.940617	-0.013544	155
4808.072575	88.483292	0.939146	-0.013619	157
4810.163430	88.476402	0.938473	-0.013816	159
4812.254584	88.476051	0.937275	-0.014087	161
4814.345477	88.467987	0.936206	-0.014193	163
4816.436982	88.472305	0.935205	-0.014445	165
4818.528147	88.453354	0.934727	-0.014574	167
4820.619430	88.469597	0.932421	-0.014997	169
4822.710734	88.452881	0.931788	-0.015129	171
4824.801753	88.420570	0.929399	-0.015440	173
4826.892581	88.384346	0.927750	-0.015598	175
4828.983319	88.414253	0.926957	-0.015782	177
4831.074671	88.373100	0.924567	-0.015958	179
4833.165352	88.319984	0.921597	-0.016451	181
4835.255350	88.313980	0.920330	-0.016545	183
4837.346661	88.266953	0.920455	-0.016814	185
4839.436601	88.238449	0.918800	-0.017129	187
4841.526732	88.210541	0.918643	-0.017193	189
4843.616678	88.186668	0.917477	-0.017577	191
4845.706700	88.159401	0.916885	-0.017908	193
4847.796426	88.171227	0.915323	-0.017993	195
4849.886168	88.096962	0.914370	-0.018279	197
4851.975385	88.121887	0.914633	-0.018574	199
4854.065072	88.100342	0.913647	-0.018882	201
4856.154877	88.071663	0.913259	-0.019151	203
4858.244139	88.065544	0.913121	-0.019428	205
4860.334167	87.991928	0.912979	-0.019678	207
